N	2gram	Tiupa_Anal_1	OGranits
1	и в	18	13
2	и его	5	12
3	прежде всего	6	9
4	не может	22	8
5	и не	21	8
6	может быть	29	8
7	и т.п	5	7
8	точки зрения	6	7
9	эстетический объект	6	7
10	в его	13	7
11	таким образом	3	6
12	не только	15	6
13	то что	6	6
14	только в	6	6
15	как бы	5	6
16	художественного произведения	5	5
17	все же	4	5
18	с точки	4	5
19	хотя бы	3	5
20	эстетического объекта	11	5
21	в процессе	2	5
22	то же	9	4
23	не является	2	4
24	в своей	6	4
25	вопроса о	3	4
26	на фоне	2	4
27	в двух	2	4
28	лишь в	5	4
29	было бы	2	4
30	в сознании	2	4
31	но в	8	4
32	произведения как	7	4
33	отношению к	5	3
34	что в	5	3
35	никогда не	2	3
36	но и	17	3
37	так и	4	3
38	что же	2	3
39	в их	5	3
40	по отношению	6	3
41	и все	3	3
42	самом деле	2	3
43	как и	13	3
44	не в	14	3
45	за пределы	2	3
46	в которой	2	3
47	и то	2	3
48	не столько	2	3
49	в пределах	2	3
50	в себе	11	3
51	в искусстве	2	3
52	так как	2	3
53	еще в	2	2
54	для себя	2	2
55	ни одно	2	2
56	а как	2	2
57	в нем	3	2
58	может иметь	2	2
59	к предмету	2	2
60	в целом	5	2
61	своего рода	3	2
62	данном случае	2	2
63	а не	17	2
64	художественное произведение	5	2
65	думать что	2	2
66	в произведении	5	2
67	во времени	4	2
68	другой стороны	2	2
69	с другой	4	2
70	от своего	2	2
71	собственно говоря	4	2
72	а в	9	2
73	истории литературы	4	2
74	с одной	3	2
75	все эти	2	2
76	вовсе не	2	2
77	роль в	2	2
78	или иного	3	2
79	есть не	8	2
80	к тому	7	2
81	и к	3	2
82	если бы	3	2
83	литературное произведение	12	2
84	в том	27	2
85	что иное	5	2
86	том что	12	2
87	в данном	2	2
88	в этом	13	2
89	между тем	5	2
90	могут быть	4	2
91	при этом	12	2
92	нуждается в	8	2
93	соответствии с	2	2
94	не что	4	2
95	для него	2	2
96	в другом	4	2
97	более того	3	2
98	одной стороны	3	2
99	литературного произведения	41	2
100	несмотря на	2	2
101	того или	3	2
102	в области	4	2
103	нет ничего	2	2
104	в самом	6	2
105	имеет место	5	2
106	иное как	5	2
107	и является	2	2
108	а также	3	2
