N	2gram	Vygotskiy__2	Istorich
1	и в	15	26
2	так же	4	18
3	то что	20	16
4	не только	15	15
5	что в	14	14
6	может быть	9	14
7	же как	2	13
8	но и	10	12
9	связь с	2	12
10	что он	12	10
11	так и	8	10
12	таким образом	14	10
13	и его	4	10
14	при помощи	4	10
15	что и	2	9
16	все же	4	9
17	и не	7	9
18	так как	4	9
19	мы знаем	7	8
20	то же	5	8
21	а в	4	8
22	в этих	2	7
23	во время	3	7
24	об этом	3	7
25	как и	6	7
26	в качестве	4	7
27	нас к	2	7
28	он не	7	7
29	как в	4	7
30	их в	4	7
31	в этом	19	7
32	что здесь	2	7
33	мы имеем	3	7
34	таким же	3	6
35	мы видим	4	6
36	что они	3	6
37	мы видели	6	6
38	когда он	3	6
39	вместе с	6	6
40	не может	9	6
41	а не	3	6
42	потому что	7	6
43	мы можем	10	6
44	могут быть	2	6
45	как он	6	6
46	к которым	4	5
47	у него	2	5
48	и как	2	5
49	это не	5	5
50	в одном	2	5
51	к этому	4	5
52	но все	2	5
53	в силу	2	5
54	но не	3	5
55	и только	3	5
56	ничего не	3	5
57	в его	2	5
58	мы уже	6	5
59	и др	5	5
60	в некоторых	2	5
61	как мы	6	5
62	и что	8	5
63	из которых	3	5
64	и по	3	5
65	не в	8	5
66	и с	4	5
67	тем что	2	5
68	в другом	2	5
69	мы должны	6	5
70	но в	6	5
71	раньше чем	2	5
72	с собой	3	5
73	с другой	6	4
74	вовсе не	6	4
75	вопрос о	5	4
76	все что	5	4
77	приводит нас	2	4
78	указывает на	2	4
79	в своей	4	4
80	даже в	4	4
81	он в	3	4
82	того как	4	4
83	но эта	3	4
84	и даже	5	4
85	в которых	3	4
86	о том	9	4
87	только что	3	3
88	на вопрос	4	3
89	перед нами	2	3
90	и более	2	3
91	видели что	5	3
92	в другой	2	3
93	сравнению с	5	3
94	что у	3	3
95	он должен	2	3
96	по сравнению	5	3
97	из этих	4	3
98	к себе	2	3
99	для нас	4	3
100	в том	33	3
101	по существу	5	3
102	том что	27	3
103	и других	2	3
104	его к	2	3
105	во всем	2	3
106	при этом	3	3
107	мы увидим	2	3
108	как бы	7	3
109	все эти	3	3
110	а также	2	3
111	на то	6	3
112	но мы	3	3
113	наряду с	2	3
114	данном случае	3	3
115	что она	3	3
116	только тогда	2	3
117	как это	6	3
118	те же	3	3
119	не имеет	4	3
120	как нечто	2	3
121	или в	3	3
122	в данном	3	3
123	связи с	9	3
124	что мы	9	3
125	только в	4	3
126	что эта	6	3
127	там где	6	3
128	к этой	3	3
129	связана с	4	2
130	уже в	5	2
131	можно считать	2	2
132	не могут	2	2
133	и есть	2	2
134	никогда не	8	2
135	смысле этого	3	2
136	бы мы	2	2
137	это же	3	2
138	в своем	9	2
139	с этим	3	2
140	и все	3	2
141	по себе	7	2
142	и тем	2	2
143	с помощью	5	2
144	же это	2	2
145	ни в	2	2
146	живет в	2	2
147	представляет собой	2	2
148	в истории	6	2
149	не дает	2	2
150	с целью	2	2
151	говорит что	5	2
152	было бы	10	2
153	если бы	8	2
154	действительность но	2	2
155	в частности	6	2
156	он говорит	3	2
157	указывает что	2	2
158	но для	2	2
159	что на	2	2
160	по своей	6	2
161	не могло	2	2
162	он показывает	2	2
163	еще один	2	2
164	хотя бы	4	2
165	в целом	10	2
166	из них	3	2
167	на том	2	2
168	от того	2	2
169	и их	5	2
170	все это	4	2
171	что это	6	2
172	связь между	5	2
173	в связи	6	2
174	в других	2	2
175	этот вопрос	5	2
176	лишь в	3	2
177	того что	17	2
178	в мышлении	2	2
179	на этот	6	2
180	на которой	2	2
181	увидим что	2	2
182	с этой	2	2
183	сказать что	6	2
184	его с	2	2
185	в себе	2	2
186	во все	2	2
187	же самое	2	2
188	в этой	6	2
189	этого слова	3	2
190	он открывает	2	2
