N	2gram	Voloshinov_1	Myslijsy
1	то что	6	29
2	может быть	8	26
3	таким образом	6	24
4	в том	2	23
5	и в	13	23
6	в этом	2	23
7	и не	8	18
8	что в	3	17
9	в языке	2	16
10	при этом	2	15
11	только в	6	15
12	как и	3	14
13	в себе	3	14
14	то же	4	14
15	так как	3	14
16	если бы	2	13
17	том что	2	12
18	а не	2	12
19	но и	3	11
20	не в	3	11
21	не может	8	11
22	по отношению	3	10
23	не только	6	10
24	тем что	2	10
25	мы можем	4	10
26	между тем	2	9
27	было бы	4	8
28	отношению к	3	8
29	мы не	4	8
30	но в	4	8
31	в нем	2	7
32	вовсе не	2	7
33	могут быть	2	7
34	как в	2	7
35	с этим	3	7
36	до тех	4	6
37	и к	2	6
38	тех пор	4	6
39	в которой	3	6
40	так и	3	6
41	уже в	2	5
42	для него	2	5
43	в его	7	5
44	как бы	6	5
45	поэтического произведения	3	5
46	что же	3	5
47	все это	4	5
48	не менее	2	5
49	а в	2	5
50	говорить о	3	5
51	и то	3	5
52	слова и	2	5
53	не имеет	2	5
54	думать что	2	4
55	и все	3	4
56	есть не	2	4
57	и может	2	4
58	в одном	3	4
59	и тем	2	4
60	да и	3	4
61	слово в	3	4
62	хотя бы	5	4
63	так же	2	4
64	между собою	2	4
65	точки зрения	7	4
66	в данном	2	4
67	в сознании	4	4
68	никогда не	3	3
69	в них	2	3
70	к одному	3	3
71	в действительности	2	3
72	мы уже	2	3
73	к тому	2	3
74	в самом	2	3
75	и следовательно	2	3
76	в каждом	4	3
77	и их	7	3
78	нет ничего	2	3
79	в процессе	5	3
80	языка и	5	3
81	все эти	2	3
82	те же	2	3
83	лишь в	4	3
84	самом деле	3	3
85	с ними	2	3
86	в искусстве	3	3
87	в поэзии	5	3
88	с точки	5	3
89	там где	2	3
90	самого начала	2	2
91	иное как	2	2
92	в двух	4	2
93	превращается в	3	2
94	но так	2	2
95	с другой	2	2
96	не как	3	2
97	а как	2	2
98	в ее	3	2
99	не что	2	2
100	тот же	2	2
101	в ней	2	2
102	и др	2	2
103	пор пока	3	2
104	данном случае	2	2
105	художественное произведение	2	2
106	отношений между	2	2
107	мы видим	2	2
108	и для	3	2
109	в течение	2	2
110	здесь мы	3	2
111	о языке	2	2
112	и его	12	2
113	тела и	3	2
114	в ряд	2	2
115	в своих	2	2
116	может иметь	2	2
117	и при	2	2
118	что иное	2	2
119	бы в	2	2
120	мы должны	6	2
121	но мы	4	2
122	представлений и	2	2
123	в области	2	2
