N	3gram	Vygotskiy__3	Problema
1	и т д	4	10
2	то же самое	8	9
3	в данном случае	2	8
4	на то что	12	8
5	для того чтобы	8	8
6	о том что	3	5
7	в том что	11	5
8	только то что	2	4
9	на самом деле	2	4
10	то что он	2	3
11	с точки зрения	9	3
12	указывает на то	3	3
13	до сих пор	5	3
14	с другой стороны	5	3
15	то что в	2	3
16	во всяком случае	2	3
17	в самом деле	18	2
18	и в этом	3	2
19	то и другое	3	2
20	и как бы	2	2
21	как мы увидим	2	2
22	и в самом	10	2
23	о том как	2	2
24	и то что	3	2
25	о которых мы	5	2
26	мы увидим ниже	2	2
