N	2gram	Tiupa_Narr_1	Vvedenie
1	и в	19	32
2	в том	18	31
3	в этом	17	30
4	может быть	25	26
5	том что	14	26
6	не только	32	22
7	то что	11	16
8	не может	10	14
9	в нем	4	13
10	о том	6	13
11	со стороны	9	13
12	и не	20	12
13	представляет собой	13	12
14	в его	9	12
15	только в	4	12
16	как мы	3	11
17	в ее	3	11
18	в данном	5	11
19	языка и	2	10
20	что в	3	10
21	но в	6	9
22	и как	5	9
23	между тем	3	9
24	по себе	5	9
25	то же	4	9
26	в той	6	9
27	не менее	3	8
28	с другой	8	8
29	это не	2	8
30	тем не	3	8
31	не в	14	8
32	именно в	6	8
33	прежде всего	4	7
34	точки зрения	10	7
35	но не	5	7
36	было бы	4	7
37	все же	7	7
38	дело с	2	7
39	самом деле	2	7
40	можно было	2	7
41	из этих	3	6
42	же время	4	6
43	один из	3	6
44	но и	23	6
45	и даже	3	6
46	в то	3	6
47	его в	2	6
48	как и	7	6
49	в качестве	21	6
50	а именно	3	6
51	хотя бы	4	6
52	и его	5	6
53	тем что	3	6
54	уже в	3	5
55	в какой	2	5
56	иное как	2	5
57	как бы	4	5
58	и тем	4	5
59	данном случае	4	5
60	другой стороны	4	5
61	одним из	2	5
62	сказать что	4	5
63	не есть	3	5
64	а не	12	5
65	что не	4	5
66	могут быть	3	5
67	представляют собой	2	5
68	независимо от	2	4
69	времени и	7	4
70	одной стороны	7	4
71	о чем	2	4
72	так или	2	4
73	в тексте	16	4
74	по отношению	7	4
75	в особенности	4	4
76	этом отношении	3	4
77	с одной	7	4
78	не имеет	2	4
79	а в	11	4
80	одно из	2	4
81	что иное	2	4
82	в первом	3	4
83	как это	6	4
84	мы имеем	2	4
85	что он	6	4
86	не что	2	4
87	еще не	7	4
88	отношению к	6	4
89	как раз	2	4
90	истории и	2	4
91	уже не	5	4
92	и для	2	4
93	или иначе	3	4
94	и ее	2	4
95	в себе	8	4
96	этого понятия	2	4
97	и т.д	7	4
98	за собой	4	3
99	он сам	2	3
100	зависит от	2	3
101	что это	3	3
102	в частности	14	3
103	в собственном	2	3
104	можно сказать	5	3
105	к тому	7	3
106	да и	4	3
107	но все	4	3
108	в этой	5	3
109	при этом	9	3
110	такого рода	7	3
111	известном смысле	2	3
112	хотя и	3	3
113	в ней	3	3
114	в конечном	3	3
115	к нему	5	3
116	отношение к	2	3
117	во второй	2	3
118	из них	3	3
119	на том	3	3
120	в своем	2	3
121	все эти	2	3
122	так же	2	3
123	и на	3	3
124	в результате	2	3
125	говорить о	2	3
126	в известном	2	3
127	однако в	2	3
128	не как	2	3
129	говорит о	2	3
130	связи с	4	3
131	одной из	4	3
132	в сущности	3	3
133	а также	7	3
134	своего рода	12	3
135	времени в	2	3
136	может оказаться	2	3
137	как будто	3	3
138	в области	2	3
139	то она	2	2
140	же как	3	2
141	должна быть	2	2
142	никогда не	3	2
143	точно так	2	2
144	или иной	5	2
145	несмотря на	2	2
146	истории в	3	2
147	мог бы	3	2
148	из двух	3	2
149	и др	2	2
150	жизни как	3	2
151	нами не	2	2
152	в форме	5	2
153	в связи	2	2
154	не было	2	2
155	во втором	4	2
156	не мог	4	2
157	в принципе	4	2
158	каждый из	2	2
159	не столько	4	2
160	и с	4	2
161	нуждается в	5	2
162	той или	4	2
163	когда мы	2	2
164	так и	9	2
165	художественной литературы	3	2
166	не существует	3	2
167	состоит в	13	2
168	не с	3	2
169	по существу	2	2
170	тем более	2	2
171	в прошлом	3	2
172	что мы	2	2
173	жизни и	3	2
174	этого слова	2	2
175	и до	2	2
176	тогда как	12	2
177	хотя в	2	2
178	и сейчас	2	2
179	в значительной	2	2
180	из которых	4	2
181	между ними	2	2
182	с точки	2	2
183	тому как	2	2
184	в силу	4	2
185	подобно тому	2	2
186	время в	2	2
187	на протяжении	6	2
188	будто бы	3	2
189	здесь не	4	2
190	который по	3	2
191	одна из	3	2
192	а если	2	2
193	ничего не	2	2
194	что нет	2	2
