N	2gram	Losev_Vlad_3	Problemy
1	и в	40	34
2	и не	25	29
3	как бы	3	27
4	что он	5	23
5	в его	14	22
6	может быть	8	19
7	в нем	3	19
8	не может	14	19
9	и все	4	19
10	как и	7	18
11	но в	4	16
12	и его	10	16
13	в этом	16	16
14	и с	9	15
15	прежде всего	10	15
16	он не	8	15
17	то же	4	14
18	к нему	3	14
19	для него	8	13
20	но и	18	12
21	же время	2	12
22	и к	2	12
23	потому что	11	12
24	в то	7	12
25	вовсе не	13	11
26	в сущности	2	11
27	то что	28	11
28	на самом	3	11
29	не только	25	10
30	в отношении	5	9
31	не в	3	9
32	а не	8	9
33	никогда не	11	8
34	в самом	4	8
35	так же	8	8
36	точки зрения	13	8
37	что же	9	8
38	и для	3	8
39	в другом	2	8
40	я не	3	7
41	что в	17	7
42	и даже	6	7
43	все же	4	7
44	на него	2	7
45	как мы	8	7
46	и на	6	6
47	с его	2	6
48	мы уже	5	6
49	для себя	5	6
50	так и	6	6
51	в себе	9	6
52	только в	13	6
53	он сам	2	5
54	что это	9	5
55	это не	3	5
56	и от	6	5
57	в конце	12	5
58	к тому	7	5
59	так что	14	5
60	но все	3	5
61	и что	8	5
62	того что	7	5
63	всяком случае	3	5
64	себе и	2	5
65	в целом	2	5
66	из них	2	5
67	таким образом	11	5
68	не мог	6	5
69	а в	7	5
70	и так	2	5
71	и наконец	2	5
72	нему и	2	5
73	мы должны	4	5
74	с тем	7	5
75	в одном	5	5
76	даже в	4	5
77	что и	7	5
78	к своему	2	5
79	и у	3	5
80	хотя бы	6	5
81	во всяком	3	5
82	в чем	3	5
83	но на	2	4
84	то ни	3	4
85	с другой	5	4
86	что все	7	4
87	ни в	10	4
88	да и	6	4
89	но это	6	4
90	все и	2	4
91	у него	24	4
92	при этом	3	4
93	не о	2	4
94	бы то	3	4
95	все эти	5	4
96	даже и	12	4
97	но как	2	4
98	в начале	2	4
99	его в	2	4
100	так как	7	4
101	если бы	3	4
102	как раз	10	4
103	этом смысле	3	4
104	но не	4	4
105	еще не	4	4
106	с таким	2	4
107	бы и	4	4
108	только на	5	4
109	в мире	2	4
110	с точки	6	4
111	тем что	5	4
112	в виде	13	4
113	и это	6	4
114	ничего не	5	4
115	вместе с	7	4
116	не менее	9	3
117	уже в	3	3
118	в том	18	3
119	что его	2	3
120	такой же	4	3
121	совсем не	5	3
122	в глаза	4	3
123	до конца	4	3
124	он ни	2	3
125	но для	3	3
126	хотя и	7	3
127	в виду	3	3
128	в котором	4	3
129	есть только	9	3
130	мы видели	3	3
131	другой стороны	2	3
132	должно быть	5	3
133	в ней	5	3
134	во всем	6	3
135	конце концов	5	3
136	бы в	2	3
137	этого не	3	3
138	не как	2	3
139	раз и	8	3
140	по себе	6	3
141	том что	18	3
142	он уже	2	3
143	еще в	5	3
144	как можно	2	3
145	в своей	9	3
146	только что	2	3
147	а с	4	3
148	если не	6	3
149	так вот	2	3
150	сводится к	3	3
151	и как	7	3
152	и то	9	3
153	далеко не	3	3
154	только с	2	3
155	это было	3	3
156	не было	5	2
157	в сторону	2	2
158	тому что	4	2
159	с этой	2	2
160	вопрос о	4	2
161	тем не	10	2
162	мы знаем	3	2
163	мы и	2	2
164	обращает на	2	2
165	мог бы	4	2
166	и если	7	2
167	не удалось	3	2
168	же и	2	2
169	был бы	3	2
170	не является	2	2
171	в этот	2	2
172	друг друга	2	2
173	отличается от	3	2
174	в своем	8	2
175	и только	3	2
176	которых мы	2	2
177	но только	2	2
178	и тут	3	2
179	как на	3	2
180	с этим	2	2
181	той или	2	2
182	самого себя	2	2
183	что даже	2	2
184	о том	11	2
185	сказать что	12	2
186	нет ни	2	2
187	или как	4	2
188	и этот	2	2
189	нисколько не	3	2
190	отнюдь не	5	2
191	здесь и	2	2
192	в жизни	2	2
193	не с	4	2
194	не хочет	2	2
195	которых он	2	2
196	говорит о	4	2
197	то в	6	2
198	того же	2	2
199	было бы	4	2
200	к правде	3	2
201	за пределы	3	2
202	вполне понятно	3	2
203	и потому	10	2
204	оно должно	4	2
205	быть и	2	2
206	находится в	3	2
207	в отличие	3	2
208	тому же	5	2
209	жизнь и	3	2
210	но с	2	2
211	уже не	9	2
212	в которой	2	2
213	всей своей	2	2
214	и вообще	3	2
215	еще до	2	2
216	отличие от	3	2
217	же не	2	2
