N	2gram	Bakhtin_Fr_2	Istorich
1	и в	49	25
2	что он	3	22
3	вместе с	2	22
4	может быть	5	17
5	не только	17	13
6	но и	13	13
7	в его	18	12
8	и не	15	11
9	так как	6	11
10	все же	7	10
11	в этом	15	10
12	тем что	4	10
13	с другой	4	9
14	и его	17	9
15	таким образом	7	9
16	связи с	2	8
17	что в	2	8
18	том что	4	8
19	еще не	2	8
20	связь с	3	8
21	другой стороны	3	8
22	все эти	7	8
23	и на	17	8
24	в качестве	2	7
25	во время	12	7
26	мы видели	3	7
27	а затем	3	7
28	как и	11	7
29	но это	2	7
30	то что	6	7
31	одной стороны	3	7
32	в нем	9	7
33	с одной	3	7
34	превращается в	3	7
35	только в	13	7
36	о том	3	7
37	в этих	4	6
38	прежде всего	19	6
39	не может	7	6
40	могут быть	2	6
41	в том	3	6
42	там где	4	6
43	как мы	7	5
44	но все	4	5
45	но не	5	5
46	связано с	2	5
47	в ней	2	5
48	в него	2	5
49	в обряде	2	5
50	так же	2	5
51	в ее	3	4
52	до него	2	4
53	в дальнейшем	2	4
54	мы уже	6	4
55	он видит	2	4
56	в пределах	2	4
57	в основном	5	4
58	на этой	2	4
59	все это	9	4
60	в связи	2	4
61	то же	7	4
62	в истории	6	4
63	мы здесь	2	4
64	мы должны	2	4
65	и это	3	4
66	с ним	4	4
67	того как	2	4
68	никогда не	5	3
69	и все	3	3
70	в книге	3	3
71	в целях	2	3
72	в этой	10	3
73	в то	6	3
74	в себя	6	3
75	того чтобы	2	3
76	но эти	3	3
77	и др	9	3
78	в форме	4	3
79	в особенности	5	3
80	к нему	3	3
81	а в	4	3
82	их в	3	3
83	и с	6	3
84	никто не	2	3
85	и вообще	3	3
86	уже в	5	2
87	под влиянием	2	2
88	у него	2	2
89	связанные с	2	2
90	человека и	3	2
91	вовсе не	10	2
92	на то	2	2
93	можно сказать	2	2
94	же в	3	2
95	по существу	2	2
96	одна из	4	2
97	в формах	2	2
98	до сих	4	2
99	жизни и	7	2
100	несмотря на	3	2
101	одним из	2	2
102	как бы	11	2
103	и потому	5	2
104	еще в	2	2
105	даже в	3	2
106	один из	7	2
107	сих пор	4	2
108	в своей	5	2
109	во всех	6	2
110	ее в	2	2
111	так например	2	2
112	совершенно не	2	2
113	в течение	3	2
114	и других	3	2
115	именно на	2	2
116	роль в	5	2
117	так в	3	2
118	можно найти	2	2
119	связан с	3	2
120	сказать что	6	2
121	но он	6	2
122	точки зрения	6	2
123	во всем	3	2
124	из них	3	2
125	в свое	4	2
126	тех же	2	2
127	особенно в	2	2
128	ничего не	2	2
129	о чем	3	2
130	мы можем	2	2
