N	2gram	Losev_Prob_2	RusskieA
1	и в	35	36
2	а а	6	25
3	не только	24	22
4	что в	11	19
5	том что	19	19
6	в том	12	17
7	в и	2	17
8	но и	16	16
9	так как	7	15
10	в этом	17	12
11	как мы	5	10
12	как и	5	10
13	и т	6	10
14	вместе с	2	10
15	и на	5	10
16	потому что	13	10
17	об этом	2	9
18	т д	6	9
19	а в	4	9
20	с тем	3	8
21	у нас	18	8
22	может быть	18	8
23	один из	3	8
24	и по	3	8
25	о том	18	8
26	что они	3	7
27	что и	2	7
28	так и	7	7
29	и не	37	6
30	для нас	9	6
31	при этом	3	6
32	в них	2	6
33	уже не	8	6
34	таким образом	4	6
35	мы не	7	6
36	все это	4	6
37	не имеет	7	6
38	в виде	6	6
39	то что	38	6
40	будто бы	5	6
41	этом случае	7	5
42	все же	8	5
43	как будто	6	5
44	как бы	4	5
45	во многих	2	5
46	тому что	3	4
47	из этих	3	4
48	в тех	2	4
49	к тому	3	4
50	что на	4	4
51	представляет собой	2	4
52	одна из	3	4
53	еще не	10	4
54	связи с	5	4
55	еще в	2	4
56	и др	2	4
57	и а	2	4
58	во всех	2	4
59	и их	3	4
60	в их	3	4
61	не может	13	4
62	в связи	5	4
63	входит в	2	4
64	и что	13	4
65	того что	12	4
66	но это	6	4
67	тем что	4	4
68	только в	14	4
69	не менее	13	3
70	для них	3	3
71	о чем	6	3
72	по этому	3	3
73	в этих	4	3
74	в качестве	2	3
75	в своем	4	3
76	но все	2	3
77	представление о	5	3
78	и к	3	3
79	тем не	12	3
80	не можем	4	3
81	несмотря на	3	3
82	только на	9	3
83	а также	2	3
84	по содержанию	2	3
85	в настоящее	16	3
86	не будем	4	3
87	то же	5	3
88	всякого рода	4	3
89	так же	5	3
90	ничего не	10	3
91	их в	4	3
92	точки зрения	2	3
93	настоящее время	16	3
94	то есть	39	3
95	далеко не	4	3
96	то на	2	3
97	в области	6	3
98	которые не	2	3
99	и многие	2	2
100	не было	3	2
101	всех этих	4	2
102	и более	5	2
103	независимо от	2	2
104	в частности	5	2
105	в разные	2	2
106	но даже	3	2
107	в нашем	3	2
108	между собой	5	2
109	или другие	4	2
110	с этим	5	2
111	не просто	11	2
112	н г	4	2
113	значение и	8	2
114	не что	3	2
115	в в	2	2
116	его от	2	2
117	нас не	3	2
118	так что	11	2
119	и как	4	2
120	говорится о	2	2
121	но не	4	2
122	быть и	2	2
123	она не	3	2
124	отнюдь не	5	2
125	как они	2	2
126	в ней	2	2
127	в его	7	2
128	не значит	2	2
129	друг к	2	2
130	и с	10	2
131	на этой	2	2
132	в целом	3	2
133	к другу	2	2
134	значит что	4	2
135	значения и	11	2
136	что она	4	2
137	многие другие	2	2
138	в свете	3	2
139	для этого	3	2
140	этому поводу	2	2
141	должны были	3	2
142	относятся к	3	2
143	все эти	7	2
144	на самом	4	2
145	можно говорить	3	2
146	а не	10	2
147	только по	2	2
148	и для	6	2
149	или в	2	2
150	тут же	8	2
151	в своих	3	2
152	мы можем	6	2
153	хотя и	3	2
154	и здесь	4	2
155	что иное	3	2
156	но в	6	2
157	ничего общего	3	2
158	мы должны	3	2
159	если угодно	2	2
160	иное как	3	2
161	и поэтому	2	2
