N	2gram	Propp_Isto_5	Tvorches
1	и в	25	20
2	не только	13	13
3	и т	20	13
4	никогда не	3	11
5	т д	18	11
6	как бы	2	11
7	в его	12	10
8	таким образом	9	10
9	в то	3	10
10	и его	9	9
11	и не	11	9
12	прежде всего	6	8
13	в том	6	8
14	но и	13	8
15	может быть	17	8
16	в этом	10	8
17	и с	3	8
18	это не	6	7
19	представление о	17	7
20	наряду с	4	7
21	что в	8	7
22	не может	6	7
23	то же	4	7
24	потому что	7	7
25	у него	2	6
26	что он	22	6
27	как и	7	6
28	в целом	3	6
29	в своей	2	6
30	все это	4	6
31	а не	2	6
32	в основном	4	6
33	но это	7	5
34	еще не	8	5
35	но не	5	5
36	и сам	2	5
37	например в	5	5
38	все же	10	5
39	так же	5	5
40	и на	8	5
41	в этой	3	5
42	о том	7	5
43	об этом	2	4
44	что у	4	4
45	мы не	5	4
46	показывает что	5	4
47	том что	8	4
48	в дальнейшем	4	4
49	мы видим	8	4
50	когда он	2	4
51	как в	6	4
52	если не	4	4
53	все эти	8	4
54	героя в	9	4
55	не в	6	4
56	а в	3	4
57	и потому	2	4
58	ничего не	2	4
59	если бы	2	4
60	же как	4	3
61	превращается в	7	3
62	с этой	2	3
63	человека и	2	3
64	в образе	5	3
65	к этому	2	3
66	с ним	4	3
67	а затем	7	3
68	отношению к	2	3
69	одна из	2	3
70	так например	2	3
71	и мы	2	3
72	он не	4	3
73	и др	3	3
74	один из	2	3
75	в нем	7	3
76	то что	7	3
77	но уже	3	3
78	и это	4	3
79	вместе с	22	3
80	сих пор	2	3
81	по отношению	2	3
82	так как	11	3
83	человека в	3	3
84	в свете	3	3
85	уже не	11	3
86	одним из	2	3
87	тем что	10	3
88	в которых	3	3
89	как у	2	3
90	его в	9	3
91	до сих	2	3
92	он же	2	2
93	уже в	2	2
94	не менее	4	2
95	это уже	2	2
96	его и	2	2
97	с другой	9	2
98	не знал	2	2
99	вовсе не	2	2
100	со своими	2	2
101	такой же	2	2
102	в ее	4	2
103	что его	3	2
104	так что	2	2
105	мы узнаем	2	2
106	сам в	2	2
107	на ней	2	2
108	которой он	2	2
109	в частности	7	2
110	в которую	2	2
111	героем и	2	2
112	себя в	6	2
113	не считать	2	2
114	в истории	4	2
115	но эти	3	2
116	на него	8	2
117	в наше	2	2
118	так в	2	2
119	уже после	2	2
120	и других	2	2
121	самом деле	2	2
122	и что	8	2
123	связь с	8	2
124	другой стороны	8	2
125	и он	6	2
126	и по	2	2
127	друг друга	3	2
128	особенно в	2	2
129	роль в	2	2
130	с другими	4	2
131	что этот	2	2
132	из них	2	2
133	в виде	9	2
134	могут быть	6	2
135	в которой	4	2
136	и вообще	3	2
137	только в	7	2
138	в русской	3	2
139	при помощи	7	2
140	героя и	3	2
141	их в	3	2
