N	2gram	Vygotskiy__5	Poddanst
1	не только	16	17
2	и в	16	14
3	и не	12	12
4	в области	12	11
5	в отношении	9	10
6	в этом	25	10
7	то же	8	9
8	в том	18	9
9	в качестве	4	9
10	но в	6	9
11	хотя бы	5	8
12	в пределах	4	8
13	в то	5	7
14	только в	10	7
15	но и	6	6
16	в ней	2	6
17	в смысле	3	6
18	было бы	10	6
19	с другой	4	5
20	не в	6	5
21	может быть	9	5
22	же в	2	4
23	в котором	2	4
24	то что	26	4
25	что в	16	4
26	если бы	8	4
27	в своем	5	4
28	не может	18	4
29	по себе	7	4
30	и к	2	4
31	а в	3	4
32	том что	15	4
33	мы должны	8	4
34	как бы	5	4
35	и потому	2	4
36	в нем	7	3
37	с тем	3	3
38	столь же	2	3
39	это не	4	3
40	с одной	3	3
41	прежде всего	3	3
42	заключается в	5	3
43	тем самым	8	3
44	для того	14	3
45	с точки	9	3
46	мы не	3	3
47	и как	3	3
48	между тем	3	3
49	но не	10	3
50	могут быть	4	3
51	точки зрения	18	3
52	что мы	4	3
53	тот же	5	3
54	одной стороны	3	3
55	вслед за	2	3
56	потому что	21	3
57	в сфере	5	2
58	к началу	4	2
59	не менее	3	2
60	и тем	3	2
61	именно в	4	2
62	и есть	7	2
63	во всех	2	2
64	в частности	3	2
65	друг другу	2	2
66	тем более	4	2
67	в них	2	2
68	все это	2	2
69	может ли	2	2
70	в тот	2	2
71	отношения к	2	2
72	с этим	3	2
73	в жизни	2	2
74	еще более	5	2
75	которую мы	2	2
76	стороны и	2	2
77	а не	10	2
78	того что	16	2
79	точек зрения	4	2
80	должно быть	8	2
81	как на	3	2
82	говорить о	3	2
83	если в	3	2
84	есть не	2	2
85	в силу	10	2
86	переход от	7	2
87	по сравнению	5	2
88	из них	2	2
89	сказывается в	2	2
90	никак не	3	2
91	в его	11	2
92	и с	3	2
