N	2gram	Vinokur_Ku_1	Istorich
1	и в	24	24
2	что он	6	21
3	не только	10	21
4	и т	33	17
5	т е	38	16
6	этих случаях	2	16
7	т д	14	16
8	может быть	13	14
9	не может	7	14
10	в этих	4	13
11	что в	17	13
12	мы имеем	6	12
13	как в	4	12
14	в этом	14	12
15	и здесь	3	12
16	но и	6	11
17	это не	7	10
18	том что	21	10
19	а в	5	10
20	и что	5	10
21	с другой	7	9
22	не в	11	9
23	все же	12	9
24	о том	9	9
25	потому что	23	9
26	еще не	5	8
27	что и	4	8
28	все это	6	8
29	другой стороны	6	8
30	то же	8	8
31	а не	8	8
32	или в	2	8
33	так как	9	8
34	один из	4	7
35	в том	30	7
36	в первую	4	7
37	эти случаи	2	7
38	то что	9	7
39	вместе с	7	7
40	таким образом	12	7
41	тем что	8	6
42	с этой	2	6
43	для нас	2	6
44	как и	2	6
45	так же	4	6
46	но не	5	6
47	мы увидим	3	6
48	в нем	4	6
49	а именно	2	6
50	он не	2	6
51	и все	2	6
52	того что	9	6
53	только в	11	6
54	что это	5	6
55	не менее	7	5
56	в тех	4	5
57	то это	3	5
58	дело не	2	5
59	так и	7	5
60	что она	3	5
61	доказывает что	2	5
62	с ним	5	5
63	ничего не	2	5
64	видно что	2	5
65	там где	4	5
66	но в	2	5
67	никогда не	2	4
68	в состоянии	2	4
69	и говорит	2	4
70	не всегда	2	4
71	вовсе не	10	4
72	тем не	4	4
73	по существу	4	4
74	но все	2	4
75	при этом	6	4
76	тех случаях	2	4
77	как бы	7	4
78	в их	3	4
79	то и	2	4
80	случаях когда	2	4
81	если не	3	4
82	и не	12	4
83	не имеет	2	4
84	точки зрения	14	4
85	в данном	4	4
86	уже в	3	3
87	с его	4	3
88	не столько	2	3
89	из одного	3	3
90	в качестве	7	3
91	в них	7	3
92	превращается в	2	3
93	тогда когда	6	3
94	представление о	3	3
95	не знаю	2	3
96	вопрос о	2	3
97	на то	4	3
98	так что	4	3
99	что они	4	3
100	и если	3	3
101	например в	5	3
102	между прочим	2	3
103	том чтобы	8	3
104	себе и	2	3
105	не все	2	3
106	связано с	3	3
107	когда он	3	3
108	сих пор	4	3
109	ее в	2	3
110	по своим	2	3
111	и становится	2	3
112	этой точки	2	3
113	должны быть	2	3
114	и даже	3	3
115	и он	3	3
116	и его	5	3
117	не случайно	6	3
118	хотя и	3	3
119	к себе	4	3
120	из этих	4	3
121	связи с	7	3
122	тогда как	2	3
123	того как	4	3
124	тому что	3	2
125	того же	4	2
126	этого не	2	2
127	прежде всего	9	2
128	не могут	2	2
129	вместе со	2	2
130	в то	2	2
131	ни в	2	2
132	что его	2	2
133	в силу	10	2
134	так например	2	2
135	тот же	2	2
136	было бы	15	2
137	на его	3	2
138	в самом	10	2
139	не имеют	3	2
140	в котором	3	2
141	если в	2	2
142	тем более	2	2
143	на себя	3	2
144	еще один	2	2
145	был в	2	2
146	и тем	2	2
147	на том	3	2
148	со стороны	4	2
149	здесь не	3	2
150	в связи	3	2
151	уже не	8	2
152	в особенности	3	2
153	во многих	2	2
154	не просто	5	2
155	стоит в	4	2
156	что не	5	2
157	что такое	6	2
158	на этот	2	2
159	в которой	6	2
160	как это	3	2
161	после чего	2	2
162	увидим что	2	2
163	очень много	2	2
164	из них	4	2
165	с этим	4	2
166	и на	4	2
167	они не	3	2
168	но вот	2	2
169	в таких	4	2
170	что эти	4	2
171	все эти	6	2
172	конечно не	2	2
173	а если	3	2
174	е в	2	2
175	до сих	4	2
