N	2gram	Potebnia_M_2	Psycholo
1	то что	20	37
2	и в	24	30
3	в том	18	27
4	что в	16	24
5	и что	4	23
6	потому что	49	23
7	том что	8	21
8	для того	5	20
9	таким образом	11	20
10	того чтобы	2	20
11	как бы	9	19
12	что он	4	17
13	на то	5	17
14	если мы	3	16
15	не только	15	16
16	в самом	4	14
17	в этом	8	14
18	так же	2	13
19	в нас	3	13
20	то есть	30	13
21	одной стороны	3	12
22	вместе с	11	12
23	с одной	4	12
24	если бы	11	11
25	может быть	23	11
26	как на	3	11
27	что мы	11	11
28	о том	5	10
29	никогда не	4	9
30	с другой	6	9
31	не может	12	9
32	и то	3	9
33	сказать что	2	9
34	так как	10	9
35	с тем	4	8
36	что это	3	8
37	тому что	2	8
38	не в	13	8
39	а не	18	8
40	при этом	13	8
41	того что	7	8
42	самом деле	2	8
43	мы видим	2	8
44	могут быть	8	8
45	и это	2	8
46	на деле	3	8
47	по себе	15	7
48	в нем	9	7
49	и как	6	7
50	но не	12	7
51	мы можем	12	7
52	все же	5	7
53	и т	6	7
54	то же	12	7
55	как это	2	7
56	уже в	5	6
57	кажется нам	2	6
58	что она	3	6
59	как и	7	6
60	что если	6	6
61	что с	2	6
62	и если	4	6
63	и тем	3	6
64	и для	3	6
65	но и	9	6
66	что все	2	6
67	что оно	4	6
68	и не	19	6
69	факт что	2	6
70	и его	2	6
71	или в	2	6
72	и здесь	2	6
73	тем что	7	6
74	о котором	2	6
75	когда мы	2	6
76	на этом	2	6
77	и есть	2	5
78	чувства и	4	5
79	в целом	3	5
80	и потому	2	5
81	что они	5	5
82	еще не	4	5
83	до сих	4	5
84	было бы	13	5
85	один из	2	5
86	сих пор	4	5
87	другой стороны	2	5
88	а с	2	5
89	нашего организма	2	5
90	рядом с	3	5
91	в себе	10	5
92	но в	4	5
93	только в	11	5
94	бы в	2	5
95	от него	4	4
96	и все	3	4
97	прежде всего	7	4
98	то это	3	4
99	у нас	2	4
100	есть не	5	4
101	указывает на	2	4
102	мысль о	7	4
103	от того	5	4
104	в ней	3	4
105	в его	2	4
106	заключает в	4	4
107	в них	5	4
108	не есть	6	4
109	только что	3	4
110	внимание на	2	4
111	а в	8	4
112	которых мы	3	4
113	там где	4	4
114	могли бы	2	4
115	не можем	6	4
116	под влиянием	8	3
117	что ни	2	3
118	чувства в	4	3
119	не могут	7	3
120	и уже	5	3
121	у него	2	3
122	что у	2	3
123	в состоянии	6	3
124	хотя бы	2	3
125	это не	3	3
126	не как	3	3
127	из этих	4	3
128	состоит в	2	3
129	к этому	2	3
130	вовсе не	9	3
131	вопрос о	2	3
132	самого начала	2	3
133	одно и	2	3
134	что на	3	3
135	для нас	31	3
136	остановимся на	2	3
137	с самого	2	3
138	так что	10	3
139	что чувство	2	3
140	одна из	4	3
141	в свою	6	3
142	для него	10	3
143	тот же	5	3
144	с теми	2	3
145	имеет место	2	3
146	что и	11	3
147	так и	5	3
148	со стороны	3	3
149	как в	10	3
150	есть нечто	3	3
151	так например	3	3
152	так в	4	3
153	и только	6	3
154	т д	3	3
155	которое мы	3	3
156	по поводу	6	3
157	но только	2	3
158	тем же	3	3
159	в таком	4	3
160	той же	3	3
161	мы не	11	3
162	человека в	3	3
163	сам по	4	3
164	но он	2	3
165	и на	8	3
166	в каком	3	3
167	т п	3	3
168	в другом	2	3
169	мы должны	2	3
170	в этих	3	3
171	полагает что	3	3
172	в которой	5	3
173	и поэтому	2	3
174	образом мы	2	3
175	с его	2	2
176	в душе	23	2
177	связи с	6	2
178	себя и	2	2
179	отношения между	2	2
180	с этим	7	2
181	мы называем	3	2
182	в одном	6	2
183	в каждом	2	2
184	этом смысле	2	2
185	но во	3	2
186	мы знаем	2	2
187	же в	5	2
188	и того	6	2
189	но все	2	2
190	и при	3	2
191	что ему	2	2
192	очевидно что	3	2
193	того же	14	2
194	не дает	2	2
195	одного и	6	2
196	в нашей	2	2
197	ли мы	2	2
198	к другому	4	2
199	чувство не	3	2
200	и следовательно	2	2
201	мог бы	3	2
202	о которых	3	2
203	в котором	4	2
204	себе не	4	2
205	не имеем	3	2
206	сами по	7	2
207	его с	2	2
208	с таким	3	2
209	но мы	3	2
210	не с	3	2
211	из них	5	2
212	во всех	7	2
213	входят в	3	2
214	и той	2	2
215	в нее	4	2
216	отношения к	2	2
217	нам кажется	4	2
218	в словах	3	2
219	находится в	3	2
220	все это	2	2
221	по отношению	2	2
222	что есть	2	2
223	того как	7	2
224	оба эти	2	2
225	одной и	2	2
226	в себя	2	2
227	мы находим	2	2
228	и другое	4	2
229	между ними	2	2
230	есть только	6	2
231	должно быть	2	2
232	время как	4	2
233	от одного	3	2
234	в нашем	2	2
235	само по	2	2
236	даже и	2	2
237	как например	3	2
238	совсем не	2	2
239	во всем	2	2
240	в то	6	2
241	чувства как	2	2
242	его на	2	2
243	как он	4	2
244	все эти	2	2
245	и чувства	2	2
246	связь между	2	2
247	это будет	3	2
248	но она	3	2
249	на самом	2	2
