N	2gram	Losev_Dial_3	FransuaR
1	и в	24	49
2	прежде всего	8	19
3	в его	2	18
4	не только	23	17
5	и его	5	17
6	и на	3	17
7	и не	27	15
8	в этом	8	15
9	в них	5	13
10	только в	5	13
11	но и	9	13
12	как и	7	11
13	как бы	3	11
14	вовсе не	13	10
15	все это	6	9
16	для него	4	9
17	в нем	3	9
18	в сущности	10	8
19	все же	3	7
20	жизни и	5	7
21	не может	19	7
22	таким образом	13	7
23	то же	6	7
24	все эти	3	7
25	как мы	2	7
26	именно в	2	6
27	то что	14	6
28	в истории	4	6
29	же время	3	6
30	мы уже	3	6
31	так и	5	6
32	сказать что	4	6
33	и с	6	6
34	точки зрения	25	6
35	в то	5	6
36	так как	6	6
37	с его	2	5
38	никогда не	7	5
39	в своем	3	5
40	из этих	2	5
41	но не	2	5
42	при этом	2	5
43	может быть	13	5
44	и потому	2	5
45	в особенности	7	5
46	с точки	14	5
47	она была	2	4
48	с другой	4	4
49	нового времени	2	4
50	и во	2	4
51	и к	5	4
52	в себе	2	4
53	том что	8	4
54	одна из	3	4
55	и чисто	2	4
56	и о	3	4
57	в своих	2	4
58	не было	3	4
59	а в	2	4
60	как на	5	4
61	тем что	3	4
62	но в	2	4
63	но они	2	3
64	с одной	3	3
65	превращается в	6	3
66	другими словами	7	3
67	что он	13	3
68	же в	2	3
69	в том	5	3
70	во всем	3	3
71	одной стороны	3	3
72	было бы	5	3
73	из них	3	3
74	несмотря на	2	3
75	в самом	7	3
76	точка зрения	5	3
77	ни в	9	3
78	другой стороны	2	3
79	что для	5	3
80	и все	6	3
81	и вот	2	3
82	с полной	3	3
83	к нему	3	3
84	так в	2	3
85	также и	2	3
86	их в	2	3
87	и вообще	2	3
88	о том	6	3
89	и это	4	3
90	в виду	7	3
91	учение о	8	2
92	сознания и	4	2
93	что в	7	2
94	могут быть	2	2
95	перестает быть	2	2
96	за пределы	3	2
97	но даже	3	2
98	думать что	2	2
99	никто не	2	2
100	даже и	7	2
101	в смысле	2	2
102	на то	3	2
103	в условиях	2	2
104	и эти	2	2
105	по существу	2	2
106	это и	7	2
107	но это	5	2
108	лишь как	2	2
109	есть в	3	2
110	все что	3	2
111	и без	3	2
112	ничего не	17	2
113	еще не	2	2
114	вероучения и	2	2
115	со всеми	2	2
116	совершенно не	2	2
117	у него	2	2
118	хотя и	5	2
119	в ней	2	2
120	ее в	2	2
121	в их	2	2
122	целый ряд	2	2
123	как именно	2	2
124	и даже	13	2
125	и прежде	3	2
126	так же	4	2
127	жизнь и	4	2
128	тому как	4	2
129	меньше чем	2	2
130	во всяком	2	2
131	и следовательно	2	2
132	он дает	2	2
133	подобно тому	4	2
134	всего от	3	2
135	всяком случае	2	2
