N	2gram	Voloshinov_1	Istorich
1	и в	13	25
2	может быть	8	17
3	не только	6	13
4	но и	3	13
5	в его	7	12
6	и не	8	11
7	так как	3	11
8	все же	5	10
9	в этом	2	10
10	тем что	2	10
11	с другой	2	9
12	и его	12	9
13	таким образом	6	9
14	что в	3	8
15	том что	2	8
16	мы видим	2	8
17	другой стороны	2	8
18	все эти	2	8
19	как и	3	7
20	то что	6	7
21	одной стороны	2	7
22	в нем	2	7
23	с одной	2	7
24	превращается в	3	7
25	только в	6	7
26	прежде всего	9	6
27	как в	2	6
28	не может	8	6
29	не в	3	6
30	могут быть	2	6
31	в том	2	6
32	там где	2	6
33	с этим	3	5
34	здесь мы	3	5
35	в ней	2	5
36	так же	2	5
37	входит в	2	5
38	мы не	4	5
39	не менее	2	4
40	не как	3	4
41	и тем	2	4
42	в ее	3	4
43	мы уже	2	4
44	в пределах	3	4
45	все это	4	4
46	в связи	2	4
47	то же	4	4
48	его на	2	4
49	от этого	2	4
50	мы должны	6	4
51	в которой	3	4
52	никогда не	3	3
53	и все	3	3
54	в целом	2	3
55	в книге	2	3
56	в целях	2	3
57	и пр	7	3
58	и др	2	3
59	но мы	4	3
60	а в	2	3
61	в данном	2	3
62	героя и	2	3
63	уже в	2	2
64	связанные с	2	2
65	но так	2	2
66	вовсе не	2	2
67	а как	2	2
68	с этой	2	2
69	и при	2	2
70	несмотря на	2	2
71	если бы	2	2
72	но для	3	2
73	как бы	6	2
74	еще в	2	2
75	в своей	4	2
76	отношению к	3	2
77	ее в	2	2
78	данном случае	2	2
79	по отношению	3	2
80	и для	3	2
81	в течение	2	2
82	самом деле	3	2
83	а не	2	2
84	роль в	2	2
85	точки зрения	7	2
86	во всем	2	2
87	в которую	2	2
88	мы можем	4	2
