N	2gram	Tiupa_Hudo_2	Istorich
1	т е	2	29
2	что он	8	24
3	и т	4	19
4	не только	11	18
5	т д	2	18
6	может быть	8	17
7	никогда не	5	15
8	и в	28	15
9	но и	9	14
10	так же	3	13
11	что в	5	12
12	а в	6	12
13	то что	6	12
14	об этом	7	11
15	в этих	3	11
16	мы знаем	2	11
17	и не	18	11
18	в этом	13	11
19	что они	4	10
20	его в	2	10
21	то же	6	10
22	еще не	3	9
23	все же	2	9
24	в другом	2	9
25	потому что	2	9
26	один из	2	8
27	он не	4	8
28	том что	19	7
29	в нем	3	7
30	вместе с	2	7
31	сих пор	2	7
32	не в	13	7
33	ничего не	5	7
34	до сих	2	6
35	мы уже	3	6
36	что это	5	6
37	наряду с	5	6
38	в его	11	6
39	как бы	5	6
40	что и	4	6
41	в том	15	6
42	только в	4	6
43	но в	2	6
44	прежде всего	3	5
45	в одном	3	5
46	к тому	7	5
47	как в	5	5
48	она не	5	5
49	было бы	3	5
50	же как	2	5
51	в котором	6	5
52	на него	3	5
53	так и	8	5
54	что она	7	5
55	не может	4	5
56	а не	14	5
57	к нему	3	5
58	можно было	3	5
59	с одной	3	4
60	и другие	5	4
61	его и	2	4
62	у него	5	4
63	для нас	3	4
64	в этой	5	4
65	при этом	11	4
66	одной из	3	4
67	этот мотив	2	4
68	в ней	3	4
69	о нем	2	4
70	у нее	10	4
71	дело не	2	4
72	того как	2	4
73	и с	6	4
74	тем что	6	4
75	и на	3	4
76	в себе	9	4
77	в качестве	4	3
78	в состоянии	3	3
79	и его	5	3
80	из этих	2	3
81	как это	7	3
82	с мотивом	2	3
83	одной стороны	3	3
84	же и	2	3
85	о том	12	3
86	отношению к	7	3
87	все это	3	3
88	по отношению	7	3
89	страх перед	2	3
90	роль в	2	3
91	тому как	4	3
92	подобно тому	4	3
93	как будто	4	3
94	как он	3	3
95	и это	3	3
96	в других	4	3
97	я не	7	2
98	не было	6	2
99	они были	2	2
100	на другой	2	2
101	себя и	2	2
102	перед нами	11	2
103	с другой	3	2
104	это не	6	2
105	не столько	2	2
106	в жизни	8	2
107	к себе	3	2
108	о его	2	2
109	что у	3	2
110	да и	5	2
111	именно в	2	2
112	как и	11	2
113	одна из	2	2
114	но не	4	2
115	есть и	3	2
116	вот он	4	2
117	могла бы	2	2
118	одно из	5	2
119	того чтобы	4	2
120	и для	2	2
121	а также	2	2
122	обратимся к	2	2
123	говорится в	2	2
124	не все	3	2
125	хотя бы	2	2
126	с ее	5	2
127	из них	2	2
128	за него	2	2
129	приводит к	2	2
130	не могла	5	2
131	и только	2	2
132	той же	2	2
133	а с	3	2
134	человека в	4	2
135	превращается в	4	2
136	самом деле	3	2
137	тем самым	2	2
138	или в	3	2
139	с другими	3	2
140	с ними	3	2
141	и то	2	2
142	сказать что	2	2
143	к ней	2	2
144	состоит в	7	2
145	и ее	3	2
146	будто бы	3	2
147	нет ничего	2	2
148	здесь не	2	2
149	тому же	2	2
150	видит в	2	2
