N	2gram	Medvedev_F_2	NovoeSre
1	а не	6	17
2	не может	14	16
3	и в	38	16
4	совсем не	2	12
5	и не	20	11
6	что в	7	9
7	в эпоху	2	9
8	жизни и	3	8
9	он не	6	8
10	в том	11	8
11	не будет	2	7
12	как и	9	7
13	в этом	27	7
14	может быть	23	7
15	с его	11	6
16	никогда не	2	6
17	в высшей	4	6
18	не в	15	6
19	высшей степени	4	6
20	лишь в	7	6
21	но это	2	6
22	ни в	2	6
23	в нем	13	5
24	все это	3	5
25	и к	4	5
26	в ней	6	5
27	не только	9	5
28	то что	6	4
29	это не	2	4
30	и все	3	4
31	не было	6	4
32	не имеет	2	4
33	и для	5	4
34	должно быть	2	4
35	есть лишь	2	4
36	потому что	2	4
37	прежде всего	15	4
38	но и	13	3
39	не есть	3	3
40	должна быть	5	3
41	в своей	7	3
42	в истории	6	3
43	с другой	3	3
44	во всех	5	3
45	и пр	21	3
46	к тому	4	3
47	в ее	2	3
48	в основе	5	3
49	с тем	11	3
50	как в	4	3
51	она не	2	3
52	сказать что	2	3
53	это было	3	3
54	времени и	2	2
55	все время	6	2
56	центр тяжести	2	2
57	место в	3	2
58	вместе с	6	2
59	так и	8	2
60	для этого	2	2
61	другой стороны	4	2
62	формы и	2	2
63	и от	2	2
64	мы говорим	4	2
65	а в	6	2
66	этом смысле	2	2
67	все эти	6	2
68	уже не	7	2
69	такой же	3	2
70	роль в	3	2
71	того чтобы	3	2
72	и даже	4	2
73	от всякого	2	2
74	хотя бы	6	2
75	но не	2	2
76	по существу	7	2
77	это и	5	2
78	мы не	3	2
79	том что	2	2
80	же как	3	2
81	и с	9	2
82	могут быть	6	2
83	с этим	5	2
84	равно как	2	2
85	и на	3	2
86	не к	2	2
87	в то	5	2
88	и это	2	2
89	ни одна	2	2
90	как это	2	2
91	и должно	5	2
92	не могли	2	2
93	хотя и	3	2
94	должно было	3	2
95	но в	4	2
