N	2gram	Propp_Russ_2	KulturaY
1	и т	5	54
2	т е	24	32
3	и в	29	23
4	в том	22	22
5	не только	10	17
6	было бы	3	16
7	в этом	11	16
8	может быть	13	14
9	что в	22	13
10	не менее	2	12
11	для того	6	12
12	потому что	5	12
13	вопрос о	4	11
14	том что	22	11
15	а не	4	11
16	того что	3	11
17	того чтобы	6	11
18	можно было	2	11
19	у нас	4	10
20	прежде всего	2	9
21	тем не	2	9
22	еще не	6	9
23	таким образом	6	9
24	так как	13	9
25	т д	5	8
26	уже не	4	8
27	в виду	2	8
28	с другой	2	7
29	и что	5	7
30	должно быть	2	7
31	в данном	6	7
32	все эти	3	7
33	как это	4	7
34	того как	2	7
35	с тем	6	6
36	для этого	5	6
37	что и	2	6
38	после того	2	6
39	при этом	6	6
40	в их	2	6
41	не может	5	6
42	то же	4	6
43	могут быть	2	6
44	связи с	2	6
45	о том	9	6
46	как и	11	5
47	не в	4	5
48	совершенно не	2	5
49	что она	3	5
50	как бы	18	5
51	все же	2	5
52	не будем	3	5
53	как мы	3	5
54	а в	9	5
55	тем что	3	5
56	из этих	2	5
57	далеко не	4	5
58	один из	2	4
59	а также	4	4
60	этом случае	6	4
61	для нас	6	4
62	только тогда	3	4
63	одной стороны	2	4
64	только как	2	4
65	в своей	2	4
66	том чтобы	2	4
67	и о	3	4
68	в ее	3	4
69	то что	5	4
70	данном случае	7	4
71	как в	7	4
72	не было	2	4
73	с одной	2	4
74	о них	2	4
75	в таком	4	4
76	не столько	2	4
77	между тем	3	4
78	тогда когда	4	4
79	что это	3	3
80	это не	5	3
81	говорить что	2	3
82	на самом	2	3
83	п в	12	3
84	именно в	4	3
85	что на	2	3
86	с этой	2	3
87	по существу	4	3
88	это и	2	3
89	мы видели	7	3
90	но не	5	3
91	очевидно что	2	3
92	но если	3	3
93	но и	8	3
94	а именно	3	3
95	связь между	2	3
96	а с	2	3
97	мы не	6	3
98	и пр	2	3
99	не имеет	3	3
100	и с	10	3
101	в которых	4	3
102	этот вопрос	2	3
103	в то	2	3
104	она не	3	3
105	там где	2	3
106	когда мы	2	3
107	все это	10	2
108	о чем	4	2
109	сразу же	2	2
110	это в	2	2
111	как например	3	2
112	главным образом	3	2
113	состоит в	15	2
114	и как	2	2
115	и при	2	2
116	чем в	2	2
117	также что	2	2
118	кроме того	2	2
119	в качестве	3	2
120	нас к	3	2
121	научной литературе	2	2
122	в таких	3	2
123	в котором	3	2
124	его в	8	2
125	не все	4	2
126	не с	2	2
127	в некоторых	9	2
128	вместе с	6	2
129	дело не	2	2
130	в свете	3	2
131	так в	2	2
132	то и	4	2
133	в отличие	3	2
134	и через	3	2
135	так же	4	2
136	на себя	2	2
137	с другими	3	2
138	которое в	2	2
139	тому как	3	2
140	на этом	3	2
141	можно будет	2	2
142	в этих	3	2
143	отличие от	3	2
144	мы имеем	6	2
145	но в	5	2
146	е в	10	2
