N	2gram	Potebnia_M_2	Narrotol
1	не только	15	26
2	а не	18	17
3	но и	9	15
4	тогда как	10	15
5	в том	18	14
6	при этом	13	14
7	и не	19	14
8	том что	8	13
9	и в	24	13
10	в этом	8	13
11	состоит в	2	12
12	только в	11	11
13	может быть	23	10
14	так и	5	9
15	а в	8	9
16	то есть	30	9
17	то что	20	8
18	в себе	10	8
19	не может	12	8
20	не в	13	8
21	никогда не	4	6
22	в жизни	2	6
23	прежде всего	7	6
24	вслед за	3	6
25	того что	7	6
26	в его	2	6
27	со стороны	3	6
28	все же	5	6
29	у него	2	6
30	как бы	9	6
31	но в	4	6
32	место в	4	5
33	не столько	2	5
34	тем не	6	5
35	что он	4	5
36	одной стороны	3	5
37	хотя и	3	5
38	в котором	4	5
39	и тем	3	5
40	в нем	9	5
41	на него	3	5
42	как в	10	5
43	по отношению	2	5
44	таким образом	11	5
45	с одной	4	5
46	тем самым	4	5
47	с другой	6	5
48	в то	6	5
49	далеко не	3	5
50	о том	5	5
51	что это	3	4
52	не менее	5	4
53	если бы	11	4
54	же в	5	4
55	как и	7	4
56	все что	3	4
57	что в	16	4
58	для него	10	4
59	и уже	5	4
60	то же	12	4
61	в какой	2	4
62	уже не	4	4
63	и у	3	4
64	в другом	2	4
65	и все	3	4
66	как это	2	4
67	с ним	5	4
68	в себя	2	4
69	с его	2	3
70	тому что	2	3
71	это не	3	3
72	о которой	3	3
73	и того	6	3
74	а к	2	3
75	в слове	13	3
76	что они	5	3
77	одна из	4	3
78	о котором	2	3
79	но не	12	3
80	же время	2	3
81	к ней	2	3
82	один из	2	3
83	в целом	3	3
84	внимание на	2	3
85	то и	9	3
86	все эти	2	3
87	самом деле	2	3
88	того чтобы	2	3
89	и по	2	3
90	например мы	2	3
91	и для	3	3
92	и его	2	3
93	в таком	4	3
94	с ними	3	3
95	сказать что	2	3
96	между тем	6	3
97	так сказать	4	3
98	зависит от	2	2
99	в душе	23	2
100	можно назвать	2	2
101	одно из	3	2
102	а то	2	2
103	в нашем	2	2
104	что у	2	2
105	превращается в	2	2
106	хотя бы	2	2
107	столь же	5	2
108	к другому	4	2
109	из этих	4	2
110	точно так	9	2
111	с нею	2	2
112	вовсе не	9	2
113	и здесь	2	2
114	в свою	6	2
115	на то	5	2
116	с такою	2	2
117	для нас	31	2
118	пространство и	2	2
119	только по	3	2
120	и т	6	2
121	в памяти	5	2
122	отношения между	2	2
123	что с	2	2
124	еще не	4	2
125	было бы	13	2
126	по поводу	6	2
127	мысль о	7	2
128	в самом	4	2
129	имеет место	2	2
130	что она	3	2
131	оно не	3	2
132	не все	2	2
133	с таким	3	2
134	что и	11	2
135	мертвых душ	5	2
136	в других	4	2
137	а с	2	2
138	если не	4	2
139	у нас	2	2
140	те же	3	2
141	на самом	2	2
142	быть может	7	2
143	они не	4	2
144	и что	4	2
145	только что	3	2
146	не имеет	6	2
147	так же	2	2
148	как на	3	2
149	той же	3	2
150	мы не	11	2
151	в чем	7	2
152	тому как	4	2
153	но это	3	2
154	существования в	2	2
155	в ней	3	2
156	но он	2	2
157	подобно тому	4	2
158	т п	3	2
159	во время	4	2
160	могли бы	2	2
161	как он	4	2
162	бы в	2	2
163	потому что	49	2
164	в сознании	23	2
165	к которому	2	2
166	том как	3	2
167	стало быть	4	2
