N	2gram	Vinokur_Ku_3	Hudozhes
1	том что	11	16
2	и в	23	14
3	так и	6	13
4	а не	11	12
5	в том	22	12
6	не только	17	12
7	при этом	6	12
8	о том	6	12
9	прежде всего	9	11
10	и т	54	11
11	в этом	16	11
12	в своей	4	10
13	что он	6	9
14	как и	5	9
15	в качестве	2	9
16	то же	6	9
17	как в	4	8
18	то что	4	8
19	отношению к	2	8
20	по отношению	3	8
21	т п	41	8
22	между тем	4	8
23	в то	3	8
24	в его	11	8
25	ничего не	6	8
26	это не	3	7
27	к тому	3	7
28	уже не	8	7
29	не в	5	7
30	еще не	9	7
31	своего рода	2	7
32	как бы	5	7
33	не может	6	7
34	именно в	3	7
35	а в	5	7
36	не случайно	4	7
37	что в	13	6
38	было бы	16	6
39	не менее	12	5
40	в частности	2	5
41	в этих	2	5
42	может быть	14	5
43	только в	6	5
44	но и	3	5
45	самом деле	14	5
46	можно было	11	5
47	потому что	12	5
48	ни в	3	5
49	точки зрения	23	5
50	но в	2	5
51	связи с	6	4
52	тому что	4	4
53	в своем	4	4
54	т е	32	4
55	столь же	4	4
56	к другому	2	4
57	можно сказать	2	4
58	и к	3	4
59	тем не	9	4
60	то в	3	4
61	она не	3	4
62	в самом	13	4
63	и о	4	4
64	в ней	3	4
65	один из	4	4
66	что она	5	4
67	как раз	4	4
68	не было	4	4
69	того что	11	4
70	только что	2	4
71	он не	3	4
72	и с	3	4
73	но не	3	3
74	если бы	8	3
75	отнюдь не	3	3
76	это в	2	3
77	как мы	5	3
78	в ее	4	3
79	говорить о	6	3
80	на этом	2	3
81	по своему	2	3
82	в пределах	2	3
83	по преимуществу	3	3
84	речь идет	3	3
85	все же	5	3
86	то и	2	3
87	в связи	5	3
88	т д	8	3
89	все эти	7	3
90	лишь в	8	3
91	того чтобы	11	3
92	с точки	16	3
93	в таком	4	3
94	тем что	5	3
95	такой же	2	3
96	как к	2	3
97	его в	2	3
98	а также	4	3
99	в рамках	5	2
100	однако в	2	2
101	так в	2	2
102	на вопрос	3	2
103	не означает	2	2
104	не столько	4	2
105	на фоне	7	2
106	ясно что	4	2
107	вопрос о	11	2
108	или иного	3	2
109	по себе	6	2
110	совершенно иной	2	2
111	что на	3	2
112	состоит в	2	2
113	и что	7	2
114	а то	2	2
115	в целом	4	2
116	первую очередь	3	2
117	в данной	3	2
118	в первую	3	2
119	никак не	2	2
120	хотя и	5	2
121	слова как	2	2
122	только для	2	2
123	как он	2	2
124	на том	2	2
125	сих пор	8	2
126	на него	3	2
127	что же	5	2
128	приходит в	2	2
129	в их	6	2
130	все это	2	2
131	внимание на	2	2
132	при котором	2	2
133	а с	3	2
134	не знает	2	2
135	иначе говоря	2	2
136	и не	10	2
137	на самом	3	2
138	это так	2	2
139	они не	3	2
140	что не	4	2
141	того или	3	2
142	не имеет	3	2
143	должно быть	7	2
144	речь в	2	2
145	той же	3	2
146	с этой	3	2
147	в результате	3	2
148	не о	2	2
149	и об	2	2
150	эти слова	2	2
151	еще раз	2	2
152	слова в	4	2
153	но как	3	2
154	здесь не	2	2
155	так сказать	2	2
156	по адресу	2	2
157	я и	3	2
158	мы не	3	2
159	до сих	8	2
