N	2gram	Vygotskiy__6	Psycholo
1	то что	28	32
2	и в	28	31
3	в том	28	30
4	что в	17	23
5	может быть	13	22
6	таким образом	18	20
7	ясно что	4	19
8	при этом	3	19
9	так как	10	18
10	не может	19	17
11	как и	6	16
12	том что	19	16
13	и не	11	16
14	точки зрения	13	15
15	только в	18	14
16	а не	3	13
17	не только	16	13
18	что и	4	13
19	так же	15	12
20	если мы	2	12
21	мы не	6	12
22	в этом	27	12
23	в самом	8	11
24	могут быть	5	11
25	не в	4	11
26	в области	6	11
27	на то	4	10
28	в сущности	7	10
29	того что	24	10
30	потому что	22	10
31	по себе	3	9
32	как в	3	9
33	самом деле	2	9
34	никогда не	8	8
35	всякий раз	3	8
36	вместе с	7	8
37	все это	2	8
38	показать что	5	8
39	и что	6	8
40	что мы	11	8
41	что он	18	7
42	есть в	3	7
43	только тогда	4	7
44	и его	3	7
45	заключается в	7	7
46	того чтобы	10	7
47	сказать что	13	7
48	зависимости от	5	6
49	очевидно что	3	6
50	до конца	3	6
51	было бы	9	6
52	если бы	7	6
53	из этих	3	6
54	целый ряд	4	6
55	а в	2	6
56	для того	8	6
57	в психологии	3	6
58	в его	3	6
59	и все	5	5
60	тогда когда	6	5
61	показывает что	7	5
62	все же	2	5
63	так что	6	5
64	мы видим	7	5
65	то время	6	5
66	для нас	2	5
67	она не	2	5
68	несмотря на	2	5
69	по самому	2	5
70	как бы	11	5
71	в зависимости	5	5
72	в целом	3	5
73	в процессе	9	5
74	другой стороны	2	5
75	то же	7	5
76	с другой	2	5
77	время как	5	5
78	это есть	3	5
79	иначе говоря	3	5
80	в то	6	5
81	что всякое	2	5
82	к тому	10	4
83	в которой	7	4
84	в котором	2	4
85	все время	3	4
86	и другие	2	4
87	прежде всего	2	4
88	тому что	11	4
89	одной и	3	4
90	различие между	2	4
91	в себе	4	4
92	по существу	2	4
93	что я	2	4
94	же как	6	4
95	в последнее	2	4
96	у него	2	4
97	у нас	2	4
98	один из	3	4
99	в этих	2	4
100	в совершенно	2	4
101	те же	3	4
102	для всех	2	4
103	в своих	3	4
104	совпадает с	4	4
105	с этой	2	4
106	мы можем	9	4
107	этого слова	2	4
108	там где	7	4
109	как это	3	4
110	мы имеем	4	4
111	дело с	2	3
112	не могут	5	3
113	как на	3	3
114	нашего исследования	5	3
115	с тем	5	3
116	только не	3	3
117	состоит в	2	3
118	в частности	4	3
119	думается что	5	3
120	в своем	7	3
121	точку зрения	2	3
122	что у	2	3
123	в состоянии	4	3
124	сущности говоря	4	3
125	что все	5	3
126	в каждом	3	3
127	представить себе	3	3
128	совершенно очевидно	3	3
129	вопрос о	5	3
130	и к	6	3
131	что на	4	3
132	мы знаем	4	3
133	мысль что	2	3
134	это и	3	3
135	но это	2	3
136	в силу	17	3
137	но не	10	3
138	до сих	3	3
139	же точно	3	3
140	для объяснения	2	3
141	например в	4	3
142	в этой	5	3
143	хотя и	3	3
144	он не	7	3
145	но мы	3	3
146	сих пор	3	3
147	в своей	2	3
148	каждой из	2	3
149	и той	3	3
150	так и	6	3
151	что при	4	3
152	так точно	2	3
153	только на	2	3
154	мышления и	7	3
155	что оно	7	3
156	и других	7	3
157	от того	10	3
158	но только	2	3
159	и по	3	3
160	той же	4	3
161	исследования и	3	3
162	в которых	2	3
163	в одной	4	3
164	и только	3	3
165	с этим	4	3
166	нуждается в	3	3
167	в конце	2	3
168	что эта	2	3
169	на примере	3	3
170	когда мы	6	3
171	мысли в	4	3
172	но в	5	3
173	в основе	3	2
174	не менее	2	2
175	на вопрос	2	2
176	по самой	5	2
177	но совершенно	2	2
178	и составляет	3	2
179	видели что	3	2
180	казалось бы	2	2
181	независимо от	3	2
182	с достаточной	2	2
183	этом смысле	2	2
184	в другой	3	2
185	и как	6	2
186	и там	2	2
187	в них	3	2
188	и от	2	2
189	одного и	4	2
190	это в	2	2
191	в такой	2	2
192	с ним	2	2
193	и здесь	3	2
194	заключается только	2	2
195	силу того	5	2
196	когда оно	2	2
197	а только	2	2
198	остановиться на	3	2
199	этого вопроса	2	2
200	психологического исследования	2	2
201	представляет собой	3	2
202	что они	2	2
203	исследования мы	2	2
204	в качестве	4	2
205	того же	7	2
206	но что	4	2
207	это мы	3	2
208	что с	3	2
209	означает что	2	2
210	к решению	2	2
211	как таковое	2	2
212	что такое	3	2
213	во внимание	2	2
214	имеет место	2	2
215	из которого	2	2
216	к другим	11	2
217	том же	5	2
218	и следовательно	4	2
219	последнее время	2	2
220	к жизни	4	2
221	и тем	5	2
222	в нем	7	2
223	мы видели	8	2
224	отношение к	7	2
225	из них	2	2
226	когда он	2	2
227	работу мысли	2	2
228	но и	10	2
229	в мышлении	6	2
230	мысли и	2	2
231	приводит к	6	2
232	как мы	10	2
233	только что	2	2
234	отличается от	3	2
235	как раз	6	2
236	действия и	3	2
237	в связи	2	2
238	этом отношении	3	2
239	же самое	6	2
240	в себя	3	2
241	мыслей и	2	2
242	этой области	2	2
243	иначе как	5	2
244	на основе	4	2
245	тем самым	8	2
246	с точки	10	2
247	от него	2	2
248	отношений и	2	2
249	что то	3	2
250	в чем	6	2
251	нас в	2	2
252	как они	2	2
253	понятий и	10	2
254	приходит к	2	2
255	но как	3	2
256	в сознании	4	2
257	и то	4	2
258	бы в	3	2
259	ту же	3	2
260	его в	6	2
261	из этого	2	2
262	только то	3	2
263	в одном	2	2
