N	2gram	Voloshinov_1	Narrotol
1	не только	4	31
2	но и	3	27
3	и не	10	23
4	при этом	6	19
5	может быть	14	15
6	как и	5	13
7	а не	5	13
8	только в	6	12
9	в этом	4	12
10	и в	12	11
11	в данном	2	11
12	и его	13	10
13	то что	5	9
14	то же	5	8
15	в том	6	8
16	данном случае	2	8
17	не может	16	8
18	уже не	4	8
19	если бы	9	7
20	том что	5	7
21	но в	5	7
22	не в	4	6
23	в самом	4	6
24	как бы	13	6
25	жизни и	4	6
26	тому же	2	6
27	в себе	3	6
28	в его	2	6
29	можно сказать	5	5
30	точка зрения	3	5
31	в своей	3	5
32	так и	4	5
33	и на	4	5
34	точки зрения	14	5
35	с его	2	4
36	никогда не	5	4
37	в литературе	4	4
38	все же	4	4
39	для него	3	4
40	но не	2	4
41	прежде всего	8	4
42	еще не	3	4
43	к нему	4	4
44	имеет место	2	4
45	в ней	6	4
46	в нем	6	4
47	по себе	3	4
48	как в	5	4
49	того что	3	4
50	или не	3	4
51	в то	2	4
52	о том	3	4
53	не менее	3	3
54	что в	2	3
55	в нашем	11	3
56	в своем	2	3
57	это не	2	3
58	в жизни	5	3
59	еще раз	2	3
60	тем не	3	3
61	самом деле	3	3
62	кругозора и	2	3
63	но для	3	3
64	он не	2	3
65	отношению к	11	3
66	по отношению	11	3
67	едва ли	2	3
68	мы не	3	3
69	и то	2	3
70	и с	3	3
71	и ее	3	3
72	и все	2	3
73	как это	2	3
74	мы имеем	2	3
75	между тем	3	3
76	зависит от	2	2
77	отнюдь не	5	2
78	в зависимости	2	2
79	в этих	2	2
80	между собой	2	2
81	этих двух	2	2
82	к его	2	2
83	но зато	2	2
84	в событии	2	2
85	как если	4	2
86	да и	3	2
87	слово это	2	2
88	зависимости от	4	2
89	между ними	2	2
90	одно и	2	2
91	до конца	2	2
92	до сих	3	2
93	в пределах	3	2
94	она не	2	2
95	к ним	2	2
96	и является	4	2
97	точек зрения	3	2
98	оно не	2	2
99	хотя бы	5	2
100	вместе с	2	2
101	быть и	3	2
102	значения и	2	2
103	героя и	5	2
104	сих пор	3	2
105	в форме	2	2
106	только на	3	2
107	другой стороны	2	2
108	в особенности	2	2
109	что не	4	2
110	и притом	2	2
111	с другой	4	2
112	и для	3	2
113	ничего не	2	2
114	дело с	2	2
115	сказать что	7	2
116	мы можем	2	2
117	что мы	5	2
118	же самое	2	2
119	дело в	4	2
120	здесь не	3	2
121	в чем	2	2
122	с ним	3	2
