N	2gram	Bakhtin_Pr_3	Psycholo
1	в том	3	37
2	и в	34	32
3	и что	5	22
4	том что	3	21
5	то что	11	21
6	таким образом	5	21
7	потому что	12	21
8	что в	7	20
9	так же	8	18
10	может быть	19	18
11	что и	5	17
12	не может	19	17
13	точки зрения	8	17
14	самом деле	13	16
15	что он	23	13
16	при этом	4	13
17	то же	14	13
18	в этом	16	13
19	по себе	3	12
20	в самом	8	12
21	не только	10	12
22	так как	4	12
23	с тем	5	11
24	было бы	2	11
25	как и	18	10
26	и т	8	10
27	когда он	2	10
28	но и	12	10
29	и не	29	10
30	с точки	4	10
31	никогда не	8	9
32	что все	4	9
33	как в	4	9
34	тем что	4	9
35	что это	5	8
36	не менее	3	8
37	не в	9	8
38	с таким	4	8
39	т п	6	8
40	той же	2	8
41	того что	5	8
42	к тому	5	7
43	мы знаем	2	7
44	и как	3	7
45	такой же	3	7
46	а не	9	7
47	в сущности	11	7
48	все эти	4	7
49	и его	16	7
50	сказать что	2	7
51	как будто	7	7
52	только в	6	7
53	что они	6	7
54	все время	5	6
55	тот же	2	6
56	он не	15	6
57	как бы	27	6
58	те же	2	6
59	о том	2	6
60	если бы	4	6
61	отнюдь не	2	5
62	что у	6	5
63	что его	3	5
64	в ней	3	5
65	далеко не	3	5
66	все это	16	5
67	как раз	4	5
68	показать что	2	5
69	на самом	11	5
70	только на	4	5
71	и даже	7	5
72	есть только	3	5
73	как на	2	5
74	и на	6	5
75	в то	12	5
76	когда она	2	4
77	столь же	2	4
78	с этой	2	4
79	в жизни	2	4
80	тем не	2	4
81	в чем	5	4
82	и сам	5	4
83	в нем	19	4
84	все же	7	4
85	из них	5	4
86	жизни и	3	4
87	но только	2	4
88	а в	5	4
89	и все	19	4
90	к одному	3	4
91	и для	8	4
92	тому что	2	4
93	и с	15	4
94	говорит он	3	4
95	с этим	2	4
96	в целом	5	4
97	и это	4	4
98	которые в	2	4
99	в творчестве	3	4
100	ничего не	4	4
101	как она	2	4
102	между тем	3	4
103	в общем	4	3
104	по своему	3	3
105	для этого	3	3
106	но он	3	3
107	хотя бы	5	3
108	с другой	4	3
109	не как	3	3
110	в конце	5	3
111	и другого	3	3
112	и к	12	3
113	так что	5	3
114	но как	4	3
115	до конца	3	3
116	что с	3	3
117	например в	2	3
118	в своей	3	3
119	конце концов	3	3
120	один из	2	3
121	с ее	3	3
122	так и	6	3
123	во всех	2	3
124	были бы	2	3
125	и так	5	3
126	и ее	2	3
127	бы и	4	3
128	в отношении	9	3
129	что же	8	3
130	на этом	4	3
131	которых мы	2	3
132	еще более	2	3
133	и вот	5	3
134	что не	7	3
135	и он	2	3
136	отказаться от	2	3
137	жизнь и	2	3
138	тому как	2	3
139	как к	4	3
140	он в	4	3
141	он все	3	3
142	в которых	2	3
143	и то	3	3
144	во всем	3	3
145	мы должны	5	3
146	отношении к	7	3
147	того или	2	3
148	та же	2	3
149	но в	16	3
150	в виду	3	3
151	это было	3	3
152	слова в	7	2
153	на вопрос	4	2
154	и этот	2	2
155	с его	6	2
156	понятно что	2	2
157	в них	2	2
158	то ни	4	2
159	но так	3	2
160	это не	5	2
161	и от	5	2
162	он с	4	2
163	с другими	4	2
164	в одном	5	2
165	в каждом	3	2
166	именно потому	2	2
167	это в	2	2
168	и говорит	2	2
169	а я	10	2
170	во всяком	5	2
171	сводится к	3	2
172	ни в	4	2
173	говорит о	2	2
174	мысль что	2	2
175	же время	12	2
176	а к	2	2
177	еще не	4	2
178	но не	4	2
179	в глаза	3	2
180	того же	2	2
181	вот этот	2	2
182	бы с	2	2
183	вовсе не	11	2
184	на его	4	2
185	к нему	14	2
186	в его	22	2
187	в него	3	2
188	всяком случае	5	2
189	все те	2	2
190	когда я	5	2
191	в ее	3	2
192	его с	4	2
193	как можно	3	2
194	как он	3	2
195	бы то	4	2
196	отношение к	6	2
197	вместе с	4	2
198	отличается от	2	2
199	на него	7	2
200	другого как	4	2
201	себе и	5	2
202	и без	2	2
203	так в	2	2
204	бы не	2	2
205	другой стороны	3	2
206	т д	2	2
207	а с	3	2
208	не было	2	2
209	что оно	2	2
210	к своему	5	2
211	и у	5	2
212	на который	2	2
213	с каким-то	2	2
214	отличие от	2	2
215	увидим что	2	2
216	каждый из	2	2
217	но это	4	2
218	их в	3	2
219	это знает	2	2
220	он дает	2	2
221	ли это	2	2
222	то все	2	2
223	подобно тому	2	2
224	в себе	6	2
225	и вообще	2	2
226	и только	2	2
227	там где	7	2
228	в которой	2	2
229	к которому	2	2
230	всю жизнь	2	2
