N	2gram	Tiupa_Lite_1	Dialekti
1	не есть	2	40
2	и не	12	30
3	и в	8	18
4	может быть	13	17
5	точки зрения	6	17
6	в нем	2	16
7	и есть	3	16
8	а не	16	14
9	потому что	3	14
10	что в	3	13
11	то что	10	13
12	не только	24	13
13	и даже	3	13
14	было бы	2	12
15	с точки	2	12
16	в этом	12	12
17	не может	5	12
18	что он	5	11
19	как бы	7	11
20	в себе	7	11
21	прежде всего	11	10
22	несмотря на	3	10
23	то же	5	10
24	что такое	2	10
25	никогда не	4	9
26	отнюдь не	2	9
27	это не	4	9
28	в том	16	9
29	так и	4	9
30	том что	14	9
31	и то	2	9
32	но и	17	7
33	что не	2	7
34	также и	3	7
35	с другой	3	6
36	да и	3	6
37	хотя бы	2	6
38	не было	3	6
39	не в	8	6
40	в то	5	6
41	но в	3	6
42	я не	7	5
43	в своем	11	5
44	все же	4	5
45	общего с	2	5
46	а в	3	5
47	можно было	2	5
48	в виду	3	5
49	в конце	4	4
50	к тому	2	4
51	во всяком	3	4
52	но не	4	4
53	же время	5	4
54	у тютчева	3	4
55	то это	2	4
56	только то	2	4
57	как раз	4	4
58	о том	2	4
59	как он	2	4
60	как это	8	4
61	та же	2	3
62	должна быть	2	3
63	не является	2	3
64	или иной	2	3
65	же это	2	3
66	а только	2	3
67	вплоть до	2	3
68	что я	2	3
69	в его	7	3
70	даже в	2	3
71	один из	3	3
72	жизни и	3	3
73	в их	3	3
74	только на	2	3
75	в самом	3	3
76	еще и	3	3
77	самом деле	2	3
78	что для	2	3
79	в данном	5	3
80	от самого	2	3
81	в основе	3	3
82	могут быть	2	3
83	нуждается в	3	3
84	только в	8	3
85	в сознании	2	3
86	на этом	2	2
87	не менее	7	2
88	того что	6	2
89	в частности	15	2
90	в качестве	17	2
91	как в	5	2
92	с этой	5	2
93	не как	4	2
94	из этих	2	2
95	для своего	2	2
96	раз и	2	2
97	этой точки	3	2
98	от всякой	2	2
99	в мире	2	2
100	как и	6	2
101	тому же	2	2
102	для него	2	2
103	еще не	4	2
104	одной стороны	2	2
105	о своем	2	2
106	и является	2	2
107	относится к	2	2
108	всяком случае	2	2
109	тем более	2	2
110	для нее	2	2
111	из них	4	2
112	в своей	4	2
113	дело не	2	2
114	со стороны	4	2
115	для этого	4	2
116	этом отношении	2	2
117	с одной	2	2
118	все эти	2	2
119	из того	2	2
120	чтобы не	2	2
121	уже не	7	2
122	объекта и	2	2
123	то он	2	2
124	же и	3	2
125	то и	2	2
126	он и	3	2
127	ко всему	2	2
128	в другом	2	2
129	я в	5	2
130	которая не	2	2
