N	2gram	Bakhtin_Pr_2	Problemy
1	и в	43	53
2	то есть	4	48
3	и на	10	18
4	у достоевского	14	17
5	прежде всего	10	15
6	и не	29	15
7	и др	2	14
8	в том	6	14
9	как бы	22	14
10	во всех	4	12
11	может быть	23	12
12	а не	7	11
13	как и	14	11
14	и все	6	10
15	здесь в	3	10
16	в сущности	9	10
17	в нем	12	10
18	и его	8	10
19	сказать что	2	10
20	то что	7	9
21	все эти	5	9
22	со всеми	3	8
23	в его	10	8
24	все это	5	8
25	в этом	13	8
26	в творчестве	2	8
27	в жизни	3	8
28	человека и	2	7
29	одна из	2	7
30	но и	14	7
31	как в	2	7
32	так как	4	7
33	по своему	2	6
34	это не	3	6
35	себе самому	4	6
36	отношение к	2	6
37	так и	3	6
38	в форме	2	6
39	достоевского и	2	6
40	таким образом	5	6
41	то же	8	6
42	в себя	3	6
43	его творчества	2	6
44	более того	4	6
45	к себе	7	6
46	и ее	3	6
47	ничего не	3	6
48	и с	5	6
49	перед нами	7	5
50	в этих	6	5
51	и к	3	5
52	в себе	5	5
53	по существу	3	5
54	том что	2	5
55	с самим	8	5
56	в то	7	5
57	но не	5	5
58	же время	5	5
59	еще не	9	5
60	было бы	5	5
61	например в	2	5
62	из подполья	2	5
63	мы уже	3	5
64	и до	4	5
65	сих пор	7	5
66	до сих	7	5
67	еще более	2	5
68	как мы	10	5
69	той же	3	5
70	мы можем	2	5
71	творчестве достоевского	3	5
72	но в	10	5
73	так сказать	6	5
74	я не	4	4
75	он сам	3	4
76	самим собою	5	4
77	что он	13	4
78	а затем	2	4
79	в большинстве	9	4
80	ивана карамазова	2	4
81	и для	3	4
82	хотя и	5	4
83	не только	11	4
84	в каждом	11	4
85	из них	2	4
86	значение в	2	4
87	к самому	3	4
88	особенно в	2	4
89	большинстве случаев	8	4
90	мы не	4	4
91	также и	3	4
92	могут быть	3	4
93	точки зрения	13	4
94	не знает	3	4
95	только в	4	4
96	конечно не	2	4
97	здесь не	6	4
98	например у	2	3
99	не менее	3	3
100	и без	2	3
101	и так	2	3
102	и это	4	3
103	в образе	2	3
104	человека в	4	3
105	вовсе не	5	3
106	кроме того	3	3
107	но это	4	3
108	есть в	3	3
109	при этом	6	3
110	не могу	2	3
111	очень хорошо	2	3
112	но к	2	3
113	и особенно	2	3
114	достоевского в	4	3
115	что и	3	3
116	в своей	4	3
117	ее в	2	3
118	или менее	3	3
119	он не	9	3
120	более или	3	3
121	мы здесь	2	3
122	мы наблюдаем	2	3
123	почти всегда	2	3
124	для достоевского	3	3
125	слова и	12	3
126	в конце	2	3
127	произведениях достоевского	4	3
128	в эту	3	3
129	времени и	2	2
130	уже в	2	2
131	произведений достоевского	2	2
132	с его	4	2
133	что в	4	2
134	никогда не	9	2
135	себя и	3	2
136	в них	4	2
137	с другой	4	2
138	в одной	3	2
139	о себе	7	2
140	для понимания	2	2
141	его в	3	2
142	конечно в	2	2
143	тем не	2	2
144	тому же	3	2
145	по отношению	5	2
146	что я	6	2
147	уже говорили	3	2
148	за всеми	3	2
149	того же	3	2
150	есть и	3	2
151	тот же	3	2
152	между ними	4	2
153	и мысли	2	2
154	как он	2	2
155	и их	3	2
156	быть и	2	2
157	а между	2	2
158	не может	18	2
159	в самом	7	2
160	к одному	6	2
161	слово в	8	2
162	в их	3	2
163	в той	5	2
164	здесь мы	2	2
165	и наконец	6	2
166	да и	5	2
167	и даже	3	2
168	с точки	8	2
169	не в	11	2
170	хотя бы	2	2
171	наконец в	3	2
172	в таком	2	2
173	значение для	2	2
174	с их	2	2
175	в своих	2	2
176	в рассказе	3	2
177	мы и	2	2
178	их в	4	2
179	между тем	3	2
180	тем что	3	2
181	с этим	2	2
182	но он	4	2
183	и они	2	2
184	во всем	3	2
185	а в	5	2
186	далеко не	4	2
187	о том	5	2
188	героев достоевского	4	2
189	что это	2	2
190	но здесь	5	2
191	с ним	3	2
192	человек и	2	2
193	все его	2	2
