N	2gram	Vygotskiy__2	PoTuStor
1	может быть	18	17
2	и в	32	16
3	таким образом	21	9
4	в этом	13	9
5	мы можем	3	9
6	и только	2	9
7	совершенно не	4	8
8	и его	7	8
9	и с	4	8
10	точки зрения	17	8
11	не может	17	8
12	с его	2	7
13	в сознание	2	7
14	сказать что	7	7
15	не только	12	7
16	и это	4	6
17	и к	3	6
18	с точки	10	6
19	самом деле	16	6
20	при этом	13	6
21	отношение к	2	5
22	все эти	7	5
23	бессознательное и	2	5
24	в чем	4	5
25	ни в	2	5
26	еще не	2	5
27	как бы	6	5
28	в него	2	5
29	в нем	4	4
30	и их	3	4
31	отнюдь не	5	4
32	но и	10	4
33	так и	3	4
34	все это	5	4
35	хотя бы	3	4
36	и все	4	4
37	так как	12	4
38	и не	10	4
39	на самом	5	4
40	а потому	2	4
41	и ее	3	4
42	и даже	5	4
43	и на	5	4
44	в этой	6	4
45	бессознательного и	2	4
46	с ее	3	4
47	все что	2	4
48	только в	7	4
49	но в	3	4
50	в его	2	4
51	мы знаем	7	3
52	в этих	2	3
53	по сравнению	2	3
54	что в	20	3
55	жизни и	4	3
56	во всех	3	3
57	могут быть	4	3
58	вместе с	2	3
59	сих пор	5	3
60	сравнению с	2	3
61	в одном	2	3
62	те же	6	3
63	и вот	3	3
64	в том	37	3
65	а в	4	3
66	том что	21	3
67	и как	7	3
68	с другими	2	3
69	то что	21	3
70	их в	2	3
71	в основе	11	3
72	на этом	3	3
73	только как	3	3
74	только на	5	3
75	в общем	3	3
76	едва ли	4	3
77	как это	4	3
78	во всяком	2	3
79	в конечном	3	3
80	до сих	5	3
81	всяком случае	2	3
82	не существует	2	2
83	и этот	2	2
84	не менее	8	2
85	один из	3	2
86	не могут	3	2
87	что и	17	2
88	же как	4	2
89	конечном счете	3	2
90	как не	2	2
91	в частности	3	2
92	никогда не	9	2
93	что не	3	2
94	для этого	3	2
95	в них	2	2
96	если мы	12	2
97	того же	2	2
98	оно не	2	2
99	с этой	4	2
100	и так	3	2
101	и таким	2	2
102	и содержание	2	2
103	с этим	4	2
104	в жизни	4	2
105	в свое	2	2
106	то же	13	2
107	что оно	2	2
108	таким путем	4	2
109	и других	3	2
110	сводится к	2	2
111	что он	13	2
112	мы не	3	2
113	этой теории	2	2
114	что на	4	2
115	и по	4	2
116	и для	4	2
117	для нас	2	2
118	меньше всего	2	2
119	как и	10	2
120	мы видим	4	2
121	так же	18	2
122	но это	2	2
123	по своему	3	2
124	не на	2	2
125	знаем что	4	2
126	а на	4	2
127	он не	6	2
128	чувства и	2	2
129	и говорить	2	2
130	в каком	3	2
131	всю жизнь	2	2
132	в детской	2	2
133	и вообще	2	2
134	ту же	4	2
135	было бы	11	2
136	что это	8	2
137	и мы	6	2
138	о том	6	2
139	в самом	12	2
140	во сне	2	2
141	но как	3	2
142	в своей	3	2
143	к ним	2	2
