N	2gram	Bakhtin_Pr_4	DiskursI
1	в себе	7	19
2	при этом	5	17
3	и в	46	16
4	может быть	23	16
5	как и	12	16
6	в этом	16	16
7	и не	27	15
8	а не	11	14
9	и т.п	14	12
10	в отличие	3	12
11	отличие от	3	12
12	то есть	40	12
13	в мире	3	11
14	но и	12	11
15	но в	6	11
16	том что	4	10
17	не только	14	10
18	своего рода	4	10
19	так и	4	9
20	не может	19	9
21	в том	9	8
22	как в	4	8
23	не менее	2	7
24	прежде всего	9	7
25	в нем	17	7
26	ни в	6	7
27	но не	4	7
28	в данном	2	7
29	с его	5	6
30	себя в	3	6
31	еще не	7	6
32	все же	4	6
33	в своей	3	6
34	то же	6	6
35	по своей	3	6
36	что в	4	5
37	в своем	3	5
38	с другой	3	5
39	же время	5	5
40	для него	2	5
41	героя в	3	5
42	то что	4	5
43	и на	11	5
44	в то	5	5
45	в одном	11	4
46	в пределах	10	4
47	как бы	19	4
48	отношению к	5	4
49	по отношению	5	4
50	в рассказе	2	4
51	потому что	4	4
52	точки зрения	11	4
53	в этой	3	4
54	о том	5	4
55	перед нами	12	3
56	могут быть	2	3
57	в этих	4	3
58	это не	5	3
59	из этих	3	3
60	и все	9	3
61	или иной	2	3
62	в строгом	2	3
63	уже не	4	3
64	и как	2	3
65	не в	10	3
66	здесь в	2	3
67	можно сказать	4	3
68	например в	4	3
69	он не	4	3
70	той или	2	3
71	в его	9	3
72	в котором	5	3
73	к жизни	2	3
74	жизни и	5	3
75	но она	2	3
76	приводит к	4	3
77	не было	2	3
78	все эти	4	3
79	и наконец	4	3
80	также и	3	3
81	и его	6	3
82	но это	6	3
83	в другом	2	3
84	не знает	4	3
85	только в	6	3
86	одном из	2	3
87	же как	2	2
88	жизни не	2	2
89	никогда не	6	2
90	и одновременно	2	2
91	и всякое	2	2
92	в большинстве	9	2
93	у пушкина	2	2
94	и другого	2	2
95	бытия и	3	2
96	стороны и	2	2
97	в той	3	2
98	что он	6	2
99	такой же	3	2
100	есть в	6	2
101	собою не	2	2
102	времени и	2	2
103	того же	3	2
104	должна быть	2	2
105	не нужно	2	2
106	отношение к	3	2
107	в формах	3	2
108	живет в	2	2
109	свое время	2	2
110	далеко не	3	2
111	в свое	2	2
112	пожалуй и	2	2
113	на почве	2	2
114	что и	3	2
115	с ее	3	2
116	с точки	9	2
117	слова не	2	2
118	не к	3	2
119	вместе с	2	2
120	что же	3	2
121	в языке	2	2
122	того и	2	2
123	себе самому	4	2
124	в себя	4	2
125	к своему	3	2
126	все это	6	2
127	установку на	2	2
128	другой стороны	3	2
129	и для	3	2
130	должно быть	4	2
131	а в	2	2
132	той же	3	2
133	в результате	2	2
134	их в	3	2
135	и с	7	2
136	рассказ в	3	2
137	и это	3	2
138	дело в	3	2
139	здесь не	4	2
140	но здесь	3	2
141	мы имеем	3	2
142	между тем	2	2
143	но при	3	2
