N	2gram	Bakhtin_Pr_1	DiskursI
1	не только	15	28
2	в том	8	23
3	а не	22	22
4	том что	7	19
5	может быть	24	17
6	и в	29	16
7	как и	12	16
8	в этом	22	15
9	еще не	5	14
10	но и	14	14
11	при этом	2	13
12	прежде всего	7	11
13	но не	9	11
14	и не	31	11
15	с другой	3	10
16	как в	6	10
17	далеко не	3	10
18	в нем	19	9
19	отношению к	8	9
20	по отношению	8	9
21	не может	12	9
22	так и	7	8
23	но в	7	8
24	в основе	4	7
25	в его	24	7
26	то же	14	7
27	не было	4	7
28	в себе	7	7
29	только в	10	7
30	не в	7	7
31	в своем	8	6
32	и как	7	6
33	как бы	19	5
34	в котором	2	5
35	в своей	8	5
36	то что	15	5
37	в процессе	4	5
38	а в	7	5
39	в себя	3	5
40	в их	3	5
41	и на	7	5
42	в данном	2	5
43	с его	9	4
44	что в	8	4
45	в них	3	4
46	для себя	2	4
47	не как	14	4
48	и к	2	4
49	что он	8	4
50	уже не	13	4
51	для него	18	4
52	в истории	2	4
53	в целом	6	4
54	же время	9	4
55	связи с	2	4
56	на его	2	4
57	и о	5	4
58	отношение к	2	4
59	по своим	2	4
60	в которых	2	4
61	потому что	8	4
62	между тем	5	4
63	могут быть	6	4
64	перед нами	5	3
65	однако в	2	3
66	это не	9	3
67	в одной	6	3
68	вследствие этого	2	3
69	по себе	8	3
70	что и	4	3
71	с этим	2	3
72	в самом	10	3
73	один из	2	3
74	хотя бы	2	3
75	все же	9	3
76	как не	8	3
77	таким образом	12	3
78	именно в	5	3
79	другой стороны	3	3
80	и даже	2	3
81	в своих	3	3
82	сказать что	3	3
83	тем что	4	3
84	точки зрения	19	3
85	в то	10	3
86	тому как	3	3
87	зрения на	7	3
88	в произведении	4	3
89	и потому	6	3
90	мира в	5	3
91	в едином	4	2
92	в противоположность	2	2
93	но они	2	2
94	и есть	2	2
95	никогда не	3	2
96	и одновременно	3	2
97	к себе	2	2
98	или даже	2	2
99	и во	2	2
100	в особом	3	2
101	в одном	10	2
102	в каждом	8	2
103	для понимания	2	2
104	в литературе	4	2
105	его как	4	2
106	в пределах	13	2
107	более того	5	2
108	в построении	4	2
109	отличается от	3	2
110	своего времени	2	2
111	в сущности	5	2
112	он ни	2	2
113	одним из	6	2
114	совпадает с	2	2
115	о нем	9	2
116	и др	5	2
117	сами по	3	2
118	например в	3	2
119	оно не	3	2
120	точка зрения	12	2
121	не есть	2	2
122	героя и	10	2
123	в форме	7	2
124	что же	4	2
125	данном случае	2	2
126	мысли и	5	2
127	приводит к	3	2
128	за пределы	7	2
129	для своего	2	2
130	как к	3	2
131	отношения к	3	2
132	уже в	3	2
133	человека в	4	2
134	как мы	4	2
135	и что	2	2
136	к другому	2	2
137	и его	14	2
138	как их	3	2
139	во всяком	5	2
140	героя в	4	2
141	подобно тому	3	2
142	на себя	2	2
143	и ее	2	2
144	но как	3	2
145	в этой	4	2
146	автора в	3	2
147	всей его	2	2
148	так сказать	4	2
149	они не	4	2
150	заметить что	2	2
