N	2gram	Trubetskoy_1	Problemy
1	и в	14	46
2	и не	19	27
3	может быть	9	23
4	как бы	4	19
5	не может	22	19
6	в нем	5	17
7	в этом	17	16
8	не только	9	14
9	но и	10	12
10	как и	4	12
11	и на	5	11
12	точки зрения	11	11
13	а не	2	11
14	не в	4	10
15	прежде всего	8	9
16	в том	17	9
17	в большинстве	3	9
18	в самом	3	9
19	и к	6	9
20	в его	4	9
21	с точки	9	9
22	большинстве случаев	2	8
23	до сих	5	8
24	конечно не	5	8
25	сих пор	5	8
26	или в	3	8
27	и с	7	7
28	по себе	2	7
29	еще не	3	7
30	в себе	9	7
31	никогда не	5	6
32	ни в	2	6
33	но это	2	6
34	друг друга	3	6
35	к себе	2	6
36	но в	2	6
37	что он	6	6
38	то же	11	6
39	все это	6	6
40	только в	5	6
41	с самим	2	5
42	же время	10	5
43	при этом	5	5
44	друг с	14	5
45	в котором	2	5
46	к нему	2	5
47	жизни и	4	5
48	по отношению	2	5
49	в то	10	5
50	так как	4	5
51	у него	2	5
52	о том	7	5
53	если же	2	5
54	во всех	5	5
55	с другом	14	5
56	что в	4	4
57	в этих	2	4
58	да и	3	4
59	в их	4	4
60	таким образом	11	4
61	все эти	2	4
62	и наконец	2	4
63	должно быть	3	4
64	людей и	2	4
65	потому что	5	4
66	во всем	4	4
67	мы можем	2	4
68	любовь к	2	4
69	том что	9	4
70	но не	4	4
71	совершенно не	2	4
72	том же	2	4
73	он не	5	4
74	все же	4	4
75	то что	13	4
76	приводит к	4	4
77	уже не	2	4
78	самом деле	7	4
79	на себя	2	4
80	себя и	5	3
81	из этих	3	3
82	не могут	4	3
83	на то	5	3
84	в мире	4	3
85	в своем	6	3
86	более или	4	3
87	но для	2	3
88	но если	3	3
89	себе и	4	3
90	то это	3	3
91	и для	6	3
92	не к	2	3
93	так же	2	3
94	и только	5	3
95	и даже	2	3
96	в конце	3	3
97	их в	2	3
98	себя как	2	3
99	если бы	6	3
100	и во	3	3
101	по существу	5	3
102	и при	6	3
103	так чтобы	3	3
104	и что	2	3
105	она не	2	3
106	было бы	5	3
107	мы уже	2	3
108	в своей	5	3
109	и о	2	3
110	что и	3	3
111	себя в	4	3
112	или менее	4	3
113	что же	4	3
114	только на	2	3
115	отличается от	2	3
116	тем что	3	3
117	в этой	4	3
118	и т.д	4	3
119	если только	2	2
120	он сам	3	2
121	сама по	2	2
122	должна быть	2	2
123	для этого	3	2
124	вопрос о	5	2
125	или иной	5	2
126	к тому	7	2
127	для нас	2	2
128	следовательно и	2	2
129	так что	2	2
130	и как	3	2
131	для него	6	2
132	той или	3	2
133	и является	2	2
134	если в	6	2
135	и тем	2	2
136	на том	3	2
137	но она	2	2
138	целый ряд	2	2
139	отношения к	2	2
140	в других	2	2
141	не было	3	2
142	лишь в	3	2
143	и по	3	2
144	а в	5	2
145	в результате	2	2
146	остается в	2	2
147	самим собой	12	2
148	о котором	3	2
149	с ним	2	2
150	между тем	5	2
151	с этим	2	2
152	а следовательно	3	2
153	с нею	3	2
154	бы ни	2	2
155	о которых	3	2
156	одна из	3	2
157	все что	4	2
158	есть и	2	2
159	указывает на	2	2
160	там и	2	2
161	себя на	2	2
162	в корне	4	2
163	только к	3	2
164	на почве	2	2
165	вместе с	4	2
166	что такое	2	2
167	хотя бы	5	2
168	можно было	4	2
169	в данном	7	2
170	этот вопрос	2	2
171	во всяком	9	2
172	в другом	3	2
173	отношении к	2	2
174	а между	5	2
