N	2gram	Tiupa_Anal_2	Formalny
1	и в	16	38
2	в этом	18	27
3	т е	2	26
4	может быть	6	23
5	и его	4	21
6	таким образом	2	20
7	и не	12	20
8	в самом	6	16
9	прежде всего	3	15
10	не в	4	15
11	не может	4	14
12	но и	12	13
13	языка и	2	12
14	в пределах	9	12
15	в поэзии	2	12
16	в том	12	11
17	вовсе не	2	11
18	в его	2	10
19	как и	14	9
20	при этом	10	9
21	не только	16	9
22	отнюдь не	8	8
23	что и	3	8
24	так и	15	8
25	тем что	3	8
26	точки зрения	4	8
27	что в	2	7
28	по себе	2	7
29	для него	4	7
30	по существу	2	7
31	в своей	2	7
32	этом отношении	3	7
33	как мы	3	7
34	лишь в	9	7
35	уже не	4	7
36	с точки	2	7
37	художественного произведения	2	6
38	в результате	3	6
39	то что	7	6
40	в этой	9	6
41	было бы	3	6
42	вместе с	2	6
43	в их	3	6
44	то же	4	6
45	а не	10	6
46	как раз	4	6
47	могут быть	10	6
48	он не	2	6
49	только в	4	6
50	а в	3	6
51	в общем	2	5
52	ни о	3	5
53	если бы	3	5
54	или иного	3	5
55	именно в	3	5
56	же время	2	5
57	по преимуществу	4	5
58	во всех	4	5
59	и для	2	5
60	еще более	2	5
61	сводится к	3	5
62	говорить о	6	5
63	в то	2	5
64	бы в	3	5
65	как о	3	4
66	не столько	3	4
67	на фоне	3	4
68	к этому	2	4
69	к тому	7	4
70	его от	3	4
71	в сторону	5	4
72	в сущности	4	4
73	того или	3	4
74	не о	2	4
75	как бы	10	4
76	и к	5	4
77	из них	3	4
78	как в	4	4
79	другой стороны	2	4
80	и даже	9	4
81	не следует	2	4
82	ничего не	9	4
83	но в	6	4
84	одного из	3	3
85	место в	3	3
86	была бы	2	3
87	с другой	6	3
88	а как	2	3
89	значительной степени	2	3
90	к предмету	2	3
91	не есть	2	3
92	в целом	8	3
93	литературного произведения	16	3
94	и их	2	3
95	и до	2	3
96	только на	3	3
97	все это	4	3
98	в значительной	2	3
99	того что	2	3
100	особенно в	7	3
101	роль в	2	3
102	или в	3	3
103	и на	6	3
104	речи и	2	3
105	хотя и	4	3
106	он и	2	3
107	и все	3	3
108	его в	2	3
109	сюжета и	3	3
110	это было	2	3
111	произведения в	5	2
112	борьбы с	3	2
113	между двумя	4	2
114	никогда не	3	2
115	состоит в	8	2
116	в этих	2	2
117	в качестве	11	2
118	столь же	4	2
119	или даже	2	2
120	в конце	4	2
121	на котором	2	2
122	его как	2	2
123	том что	12	2
124	должна была	2	2
125	но не	4	2
126	она не	2	2
127	что на	3	2
128	борьба с	3	2
129	едва ли	3	2
130	совпадает с	4	2
131	в котором	2	2
132	для нее	2	2
133	даже в	2	2
134	не так	4	2
135	он был	2	2
136	один из	2	2
137	и тем	4	2
138	этом смысле	2	2
139	во второй	4	2
140	всего в	2	2
141	со стороны	3	2
142	приводит к	3	2
143	в ритме	2	2
144	на этом	4	2
145	превращается в	2	2
146	тем самым	4	2
147	не имеет	2	2
148	отличие от	2	2
149	в таком	2	2
150	с ними	3	2
151	и то	3	2
152	сказать что	2	2
153	между тем	2	2
154	он в	4	2
155	в отличие	2	2
156	к его	2	2
157	же является	2	2
158	как это	6	2
159	с ним	2	2
160	произведения как	2	2
