N	2gram	Vygotskiy__1	Vladivir
1	и в	31	30
2	то что	32	20
3	в этом	12	20
4	у него	4	19
5	в том	30	18
6	и не	16	18
7	и с	2	14
8	что он	7	13
9	в конце	3	13
10	том что	16	12
11	что в	23	12
12	там же	2	12
13	не только	13	12
14	в его	6	11
15	а в	6	11
16	как мы	2	11
17	сказать что	7	11
18	и даже	6	10
19	не было	3	10
20	не в	11	9
21	было бы	6	9
22	все же	5	9
23	потому что	10	9
24	не может	17	9
25	в то	5	9
26	в своем	3	8
27	вместе с	8	8
28	но и	2	8
29	что же	2	8
30	в связи	2	8
31	но в	3	8
32	не менее	2	7
33	никогда не	8	7
34	точки зрения	15	7
35	и все	5	7
36	ни в	9	7
37	до конца	6	7
38	может быть	22	7
39	для нас	5	7
40	а не	13	7
41	как это	4	7
42	то есть	26	7
43	хотя и	3	6
44	к этому	4	6
45	прежде всего	4	6
46	и к	3	6
47	тем не	2	6
48	у нас	4	6
49	то время	5	6
50	только в	14	6
51	всяком случае	6	6
52	во всяком	8	6
53	в себе	4	6
54	жизни и	3	6
55	и его	7	6
56	о чем	2	6
57	и то	2	5
58	по себе	9	5
59	как и	16	5
60	так что	5	5
61	при этом	19	5
62	того же	2	5
63	но что	2	5
64	тот же	2	5
65	в своей	3	5
66	как бы	5	5
67	в котором	4	5
68	так и	3	5
69	все это	8	5
70	с этим	3	5
71	это мы	2	5
72	и что	8	5
73	того что	10	5
74	в результате	4	5
75	так как	18	5
76	с ним	2	5
77	из этого	2	5
78	совсем не	3	4
79	вот что	2	4
80	с этой	4	4
81	вовсе не	6	4
82	его в	2	4
83	мы знаем	3	4
84	в этой	3	4
85	в целом	5	4
86	и если	4	4
87	что это	6	4
88	несмотря на	5	4
89	и о	4	4
90	он не	3	4
91	в нем	2	4
92	не есть	3	4
93	в этих	4	4
94	него в	2	4
95	со стороны	4	4
96	то же	5	4
97	так же	12	4
98	той же	3	4
99	по поводу	2	4
100	но это	3	4
101	с в	3	4
102	о том	7	4
103	в которой	4	4
104	отношение к	2	4
105	под влиянием	3	3
106	уже в	3	3
107	в них	2	3
108	из этих	6	3
109	точно так	3	3
110	это в	2	3
111	быть в	2	3
112	что и	13	3
113	по существу	4	3
114	и как	2	3
115	что я	4	3
116	более или	2	3
117	но не	3	3
118	никак нельзя	2	3
119	и для	5	3
120	том же	2	3
121	никак не	4	3
122	с точки	2	3
123	или менее	2	3
124	как в	9	3
125	им в	3	3
126	в отличие	3	3
127	таким образом	20	3
128	те же	4	3
129	и вот	3	3
130	уже не	2	3
131	наконец в	2	3
132	отличие от	4	3
133	в таком	3	3
134	и это	3	3
135	конце концов	3	3
136	когда мы	3	3
137	в области	11	3
138	не то	2	3
139	в русском	2	2
140	к нему	2	2
141	с тем	3	2
142	казалось бы	2	2
143	уже и	2	2
144	и есть	5	2
145	мыслей и	2	2
146	себе представить	2	2
147	он же	2	2
148	и от	2	2
149	тогда когда	5	2
150	мы видели	2	2
151	в настоящее	2	2
152	к тому	4	2
153	есть для	2	2
154	без всякого	2	2
155	только тогда	7	2
156	из его	3	2
157	в последнее	4	2
158	и может	2	2
159	само по	5	2
160	настоящее время	2	2
161	она не	5	2
162	в самом	11	2
163	в сущности	10	2
164	в частности	3	2
165	том чтобы	7	2
166	на то	10	2
167	и потому	2	2
168	для того	6	2
169	в виду	4	2
170	время как	5	2
171	будто бы	2	2
172	даже в	2	2
173	к числу	2	2
174	гораздо более	2	2
175	его и	3	2
176	и психологии	2	2
177	есть нечто	2	2
178	я хотел	2	2
179	как к	2	2
180	в трех	2	2
181	заключается в	7	2
182	того чтобы	7	2
183	и очень	2	2
184	в чем	2	2
185	и по	3	2
186	разницы между	3	2
187	его не	2	2
188	что для	2	2
189	и ту	2	2
190	приходит к	2	2
191	нас в	2	2
192	в своих	4	2
193	мысли и	2	2
194	их в	2	2
195	и во	2	2
196	с и	5	2
197	последнее время	2	2
198	как будто	5	2
199	что эти	3	2
200	как он	2	2
201	или как	2	2
202	к этой	2	2
203	ничего не	2	2
204	мы не	12	2
