N	2gram	Ircho_Kome_1	StatiiOP
1	в и	2	130
2	и в	22	44
3	в том	11	36
4	и т	9	30
5	что в	6	30
6	том что	12	29
7	т д	4	21
8	в этом	3	21
9	вовсе не	2	19
10	то что	2	18
11	не только	10	18
12	было бы	2	17
13	а в	6	17
14	о том	8	17
15	и не	8	16
16	т е	13	15
17	может быть	9	15
18	в области	2	14
19	как в	5	13
20	не в	6	12
21	в первой	2	12
22	у нас	3	11
23	в этой	7	11
24	точки зрения	4	11
25	ясно что	4	10
26	что он	6	10
27	но и	11	10
28	но в	4	10
29	только в	3	10
30	в отношении	6	9
31	с другой	5	9
32	по изд	2	9
33	в то	10	9
34	как и	9	9
35	т п	5	9
36	во второй	3	9
37	так и	5	9
38	в его	5	9
39	все же	3	8
40	из них	10	8
41	не может	2	8
42	и его	8	8
43	прежде всего	5	7
44	по поводу	4	7
45	в самом	2	7
46	сих пор	2	7
47	до сих	2	7
48	другой стороны	5	7
49	таким образом	8	7
50	этом отношении	3	7
51	что они	4	7
52	потому что	5	6
53	но это	2	6
54	что и	4	6
55	со стороны	2	6
56	именно в	4	6
57	во всяком	2	6
58	всяком случае	2	6
59	не менее	3	5
60	такой же	2	5
61	так же	3	5
62	в котором	4	5
63	в нем	4	5
64	в целом	3	5
65	все это	5	5
66	то же	6	5
67	и даже	5	5
68	и по	6	5
69	тем что	4	5
70	могут быть	3	5
71	г в	4	5
72	стр и	2	5
73	уже о	2	5
74	так как	4	5
75	речь идет	3	4
76	в частности	3	4
77	столь же	2	4
78	вопрос о	3	4
79	же время	4	4
80	должна была	2	4
81	в качестве	4	4
82	как раз	3	4
83	на то	3	4
84	даже не	2	4
85	это человек	2	4
86	что у	2	4
87	как будто	2	4
88	как это	3	4
89	в которой	6	4
90	к которому	3	4
91	во время	5	3
92	для себя	2	3
93	и с	3	3
94	в конце	6	3
95	в тех	3	3
96	ни в	6	3
97	он был	2	3
98	в г	11	3
99	да и	3	3
100	в начале	3	3
101	же как	3	3
102	но не	2	3
103	того же	2	3
104	и без	2	3
105	еще не	2	3
106	даже в	3	3
107	и тем	2	3
108	отношению к	3	3
109	в истории	5	3
110	по меньшей	2	3
111	по отношению	3	3
112	меньшей мере	2	3
113	в виде	3	3
114	с одной	3	3
115	в чем	3	3
116	в результате	4	3
117	к сожалению	2	3
118	что касается	2	3
119	в другом	4	3
120	связанные с	2	3
121	будто бы	2	3
122	между тем	5	3
123	уже в	5	2
124	совсем не	2	2
125	и можно	2	2
126	г и	3	2
127	и во	2	2
128	современного читателя	2	2
129	г как	2	2
130	раз в	2	2
131	ли не	4	2
132	идет о	3	2
133	при этом	5	2
134	то время	5	2
135	одной стороны	3	2
136	и сам	3	2
137	несмотря на	4	2
138	в сущности	2	2
139	между прочим	2	2
140	за пределы	2	2
141	а также	4	2
142	ни одной	2	2
143	к числу	2	2
144	тем не	2	2
145	отношение к	3	2
146	такого рода	6	2
147	в первую	2	2
148	судя по	2	2
149	на него	4	2
150	также в	2	2
151	первую очередь	3	2
152	и и	3	2
153	для этого	2	2
154	еще и	2	2
155	и у	3	2
156	в других	2	2
157	мы не	3	2
158	следующие слова	2	2
159	ничего не	3	2
160	в своих	2	2
161	а то	2	2
162	у него	3	2
163	он не	3	2
164	но он	2	2
165	в себе	2	2
166	в сознании	3	2
167	по своей	2	2
168	как правило	3	2
169	и все	3	2
170	его в	3	2
171	к нему	2	2
172	время как	4	2
173	е в	2	2
