N	2gram	Trubetskoy_1	StatiiOP
1	и в	23	44
2	в том	30	36
3	что в	8	30
4	том что	19	29
5	в этом	12	21
6	вовсе не	2	19
7	то что	18	18
8	не только	7	18
9	было бы	3	17
10	а в	3	17
11	о том	7	17
12	и не	8	16
13	может быть	16	15
14	в данном	3	14
15	в области	4	14
16	не в	8	12
17	у нас	3	11
18	в этой	6	11
19	самом деле	12	11
20	того чтобы	8	11
21	точки зрения	13	11
22	ясно что	8	10
23	для того	8	10
24	что он	7	10
25	но и	9	10
26	но в	4	10
27	только в	6	10
28	с другой	6	9
29	если бы	8	9
30	в то	6	9
31	как и	9	9
32	того что	6	9
33	также и	2	9
34	так и	10	9
35	в его	5	9
36	во всех	10	8
37	все же	13	8
38	из них	5	8
39	не может	17	8
40	это не	3	8
41	с точки	8	8
42	я не	2	7
43	прежде всего	3	7
44	в самом	8	7
45	для нас	3	7
46	сих пор	8	7
47	до сих	8	7
48	другой стороны	5	7
49	таким образом	31	7
50	что они	2	7
51	потому что	9	6
52	из этих	8	6
53	так что	5	6
54	для него	2	6
55	что и	7	6
56	данном случае	3	6
57	что же	2	6
58	именно в	5	6
59	на самом	7	6
60	при чем	6	6
61	во всяком	2	6
62	хотя бы	4	6
63	всяком случае	2	6
64	не менее	7	5
65	никогда не	4	5
66	такой же	2	5
67	так же	8	5
68	что мы	4	5
69	совершенно не	3	5
70	в котором	2	5
71	в нем	3	5
72	в целом	5	5
73	жизни и	2	5
74	все это	11	5
75	то же	4	5
76	этой области	4	5
77	и по	3	5
78	в которых	2	5
79	и то	4	5
80	все эти	19	5
81	так как	7	5
82	на вопрос	4	4
83	что это	5	4
84	в частности	2	4
85	можно ли	2	4
86	столь же	5	4
87	гораздо более	2	4
88	представление о	3	4
89	вопрос о	3	4
90	же время	2	4
91	но все	5	4
92	тем более	3	4
93	и что	8	4
94	никто не	2	4
95	но если	2	4
96	как бы	10	4
97	на то	9	4
98	не было	2	4
99	что у	2	4
100	и сейчас	4	4
101	заключается в	2	4
102	во втором	2	4
103	этот вопрос	2	4
104	как будто	5	4
105	в которой	5	4
106	в основе	2	3
107	а с	4	3
108	по этому	2	3
109	тому что	2	3
110	точку зрения	2	3
111	для себя	2	3
112	же касается	2	3
113	и с	5	3
114	с этой	3	3
115	и так	2	3
116	в конце	4	3
117	должна быть	5	3
118	этих двух	2	3
119	в тех	3	3
120	очень мало	2	3
121	в начале	2	3
122	то в	2	3
123	же как	3	3
124	чем в	3	3
125	но не	2	3
126	того же	9	3
127	и без	5	3
128	еще не	5	3
129	и для	6	3
130	общего с	2	3
131	в ней	3	3
132	из двух	2	3
133	даже в	3	3
134	отношению к	9	3
135	в истории	3	3
136	по отношению	9	3
137	ничего общего	3	3
138	и только	2	3
139	в виде	4	3
140	что для	4	3
141	с одной	3	3
142	что оно	3	3
143	но с	2	3
144	о которой	2	3
145	лишь в	5	3
146	должны быть	3	3
147	тем же	2	3
148	в таком	4	3
149	как к	5	3
150	культуры в	10	3
151	в результате	9	3
152	что касается	6	3
153	в другом	2	3
154	и вообще	3	3
155	если это	2	3
156	между тем	12	3
157	с этим	11	3
158	может не	3	2
159	что все	5	2
160	всех этих	4	2
161	но на	2	2
162	при таком	2	2
163	в этих	3	2
164	в своем	10	2
165	с которыми	2	2
166	его собственной	4	2
167	представляет собою	2	2
168	в такой	4	2
169	этом случае	4	2
170	по существу	6	2
171	и более	2	2
172	есть в	2	2
173	при этом	9	2
174	быть и	5	2
175	свои силы	2	2
176	то время	2	2
177	что при	6	2
178	чем у	8	2
179	ни один	3	2
180	что с	5	2
181	она не	2	2
182	одной стороны	2	2
183	и сам	2	2
184	несмотря на	6	2
185	в сущности	2	2
186	в сторону	2	2
187	между прочим	2	2
188	но для	2	2
189	и потому	3	2
190	этого слова	2	2
191	и уже	2	2
192	тем не	4	2
193	об эволюции	4	2
194	отношение к	4	2
195	можно назвать	3	2
196	конечно не	3	2
197	на него	2	2
198	и их	5	2
199	что как	4	2
200	целый ряд	4	2
201	для этого	7	2
202	то очевидно	3	2
203	о них	2	2
204	а потому	5	2
205	из того	4	2
206	в пользу	5	2
207	тем самым	3	2
208	так или	5	2
209	и у	4	2
210	по его	2	2
211	он должен	2	2
212	и те	2	2
213	или иначе	5	2
214	не знает	2	2
215	в своих	2	2
216	их в	2	2
217	у него	5	2
218	одно из	3	2
219	он не	3	2
220	что эта	4	2
221	в себе	5	2
222	в сознании	6	2
223	говорить о	2	2
224	по своей	7	2
225	о котором	7	2
226	все в	2	2
227	и все	7	2
228	его в	5	2
229	при помощи	3	2
230	и это	3	2
231	к нему	2	2
232	гораздо больше	3	2
233	то есть	2	2
