N	2gram	Losev_Prob_2	FransuaR
1	и в	35	29
2	то есть	39	21
3	таким образом	4	20
4	и не	37	16
5	и все	5	13
6	в этой	9	13
7	как и	5	12
8	но в	6	12
9	так и	7	11
10	и на	5	11
11	в этом	17	11
12	то же	5	10
13	как мы	5	10
14	мы уже	3	10
15	в то	6	10
16	не только	24	10
17	вовсе не	37	9
18	в конце	7	9
19	но и	16	9
20	все эти	7	9
21	и с	10	9
22	его в	3	9
23	прежде всего	11	8
24	в его	7	8
25	как бы	4	8
26	в них	2	7
27	еще и	5	7
28	так же	5	7
29	в том	12	7
30	так как	7	7
31	это и	3	5
32	и о	4	5
33	далеко не	4	5
34	и по	3	5
35	сказать что	24	5
36	перед нами	2	4
37	в нашем	3	4
38	что он	4	4
39	но это	6	4
40	по своему	5	4
41	еще не	10	4
42	и есть	4	4
43	конце концов	7	4
44	и др	2	4
45	один из	3	4
46	то что	38	4
47	конечно не	2	4
48	все это	4	4
49	на самом	4	4
50	с другой	6	4
51	также и	12	4
52	в результате	4	4
53	тем что	4	4
54	точки зрения	2	4
55	в плане	2	4
56	том числе	2	3
57	тому как	3	3
58	всех этих	4	3
59	в частности	5	3
60	в качестве	2	3
61	в своем	4	3
62	самого начала	2	3
63	и здесь	4	3
64	все же	8	3
65	но как	6	3
66	с самого	3	3
67	том что	19	3
68	и как	4	3
69	имеется в	3	3
70	более или	4	3
71	мы можем	6	3
72	ведь это	2	3
73	и сам	2	3
74	тот же	4	3
75	того что	12	3
76	той же	2	3
77	и их	3	3
78	по преимуществу	2	3
79	он не	2	3
80	к нему	2	3
81	здесь не	2	3
82	или менее	4	3
83	другой стороны	5	3
84	и свои	2	3
85	одновременно и	3	3
86	при этом	3	3
87	того чтобы	2	3
88	для того	3	3
89	и даже	11	3
90	роль в	2	3
91	и вполне	4	3
92	в ней	2	3
93	же и	2	3
94	подобно тому	2	3
95	в себе	5	3
96	на эту	2	3
97	до наших	2	2
98	уже в	3	2
99	бы не	3	2
100	связи с	5	2
101	уже и	3	2
102	время и	2	2
103	числе и	2	2
104	в этих	4	2
105	большую роль	2	2
106	другими словами	6	2
107	это в	2	2
108	но мы	3	2
109	к тому	3	2
110	и к	3	2
111	на первый	4	2
112	уже давно	5	2
113	подобного рода	4	2
114	но только	4	2
115	ни в	6	2
116	да и	10	2
117	из этого	2	2
118	и тот	3	2
119	что они	3	2
120	есть в	4	2
121	но не	4	2
122	на нем	2	2
123	кроме того	5	2
124	одной стороны	5	2
125	не может	13	2
126	о чем	6	2
127	о своем	2	2
128	и мы	2	2
129	может быть	18	2
130	хотя и	3	2
131	уже не	8	2
132	а также	2	2
133	в виду	8	2
134	и для	6	2
135	на этой	2	2
136	ни с	2	2
137	в их	3	2
138	как раз	8	2
139	с одной	5	2
140	в той	2	2
141	всякого рода	4	2
142	мы здесь	3	2
143	и наконец	3	2
144	на свете	4	2
145	как на	2	2
146	в слове	3	2
147	или в	2	2
148	в своих	3	2
149	и то	10	2
150	их в	4	2
151	и при	2	2
152	в основе	3	2
153	даже и	18	2
154	что из	2	2
155	как будто	6	2
156	только в	14	2
157	один и	2	2
158	о том	18	2
159	если же	3	2
160	и это	5	2
161	нет ничего	2	2
162	здесь только	3	2
