N	2gram	Losev_Prob_5	Myshleni
1	с помощью	2	42
2	и в	30	25
3	в том	12	23
4	том что	17	20
5	и речи	2	20
6	что в	5	17
7	так же	5	17
8	таким образом	13	17
9	с тем	5	16
10	как и	7	15
11	то что	18	15
12	в его	12	15
13	в этом	17	14
14	вместе с	7	14
15	может быть	7	13
16	так как	6	12
17	в качестве	4	12
18	что они	3	10
19	как бы	6	10
20	и не	12	10
21	и что	6	10
22	того что	3	10
23	было бы	4	10
24	что и	6	10
25	только в	9	10
26	связи с	7	9
27	как в	2	9
28	мы не	2	9
29	ни в	4	9
30	того чтобы	2	8
31	тем что	2	8
32	как мы	2	8
33	уже в	2	7
34	все эти	2	7
35	по себе	2	7
36	по своей	2	7
37	для того	3	7
38	мы можем	5	7
39	в области	2	7
40	не менее	5	6
41	с другой	6	6
42	не в	7	6
43	и у	5	6
44	один из	2	6
45	не может	5	6
46	в связи	7	6
47	и на	6	6
48	потому что	13	6
49	от этого	3	6
50	что он	7	6
51	в отношении	3	6
52	в силу	5	6
53	но не	7	6
54	того же	4	6
55	со всеми	2	6
56	не только	18	6
57	все же	9	6
58	точки зрения	10	6
59	можно было	2	6
60	так и	7	5
61	именно в	3	5
62	тем не	5	5
63	и как	6	5
64	одной стороны	3	5
65	при этом	4	5
66	с одной	3	5
67	человека и	4	5
68	и к	4	5
69	о том	12	5
70	в этой	10	5
71	и другое	3	5
72	факт что	2	5
73	не могут	2	4
74	в частности	4	4
75	никогда не	7	4
76	в своем	11	4
77	в какой	2	4
78	прежде всего	6	4
79	на то	2	4
80	в смысле	4	4
81	к тому	2	4
82	не мог	4	4
83	всяком случае	2	4
84	время как	3	4
85	отнюдь не	4	4
86	из них	2	4
87	но и	13	4
88	то и	2	4
89	а в	6	4
90	сказать что	9	4
91	в то	4	4
92	с ним	3	4
93	мы имеем	2	4
94	тогда когда	4	4
95	и все	9	4
96	то время	3	4
97	еще не	3	4
98	он не	3	4
99	тем же	3	4
100	во всяком	2	4
101	как с	2	4
102	с этой	2	3
103	в свою	2	3
104	и сам	4	3
105	в самом	5	3
106	вслед за	2	3
107	в котором	2	3
108	и их	5	3
109	который в	9	3
110	другой стороны	6	3
111	по отношению	2	3
112	но только	3	3
113	в результате	7	3
114	между тем	2	3
115	обстоятельство что	2	3
116	его в	6	3
117	и которые	2	3
118	по этому	2	3
119	к этому	2	3
120	наряду с	2	3
121	а с	4	3
122	когда он	2	3
123	в виде	10	3
124	того как	5	3
125	то же	2	2
126	все время	3	2
127	мы будем	2	2
128	со всей	2	2
129	для нас	10	2
130	так что	11	2
131	но все	4	2
132	мы и	2	2
133	смысле слова	3	2
134	в нашей	2	2
135	такого рода	2	2
136	в новое	3	2
137	хотя и	8	2
138	в роли	2	2
139	в нем	6	2
140	и только	2	2
141	на его	2	2
142	в начале	3	2
143	однако в	3	2
144	в них	2	2
145	в одном	3	2
146	все еще	4	2
147	этом смысле	3	2
148	ясно что	4	2
149	об этом	4	2
150	же в	3	2
151	в таком	2	2
152	о котором	3	2
153	все что	2	2
154	но тем	2	2
155	указывает на	3	2
156	тот же	3	2
157	стороны он	2	2
158	бы с	2	2
159	а также	3	2
160	еще в	5	2
161	отношению к	2	2
162	не будет	2	2
163	в своей	22	2
164	внимание на	3	2
165	уже не	6	2
166	едва ли	4	2
167	и для	6	2
168	и его	6	2
169	или в	4	2
170	и то	5	2
171	в себе	4	2
172	в чем	2	2
