N	2gram	Vygotskiy__2	Dialekti
1	и не	10	30
2	может быть	18	20
3	и в	32	19
4	не только	12	19
5	по себе	12	18
6	и т	10	17
7	а не	7	16
8	т д	2	15
9	в себе	2	15
10	то что	21	14
11	что она	16	14
12	и даже	5	14
13	в том	37	14
14	как бы	6	14
15	так как	12	14
16	потому что	21	14
17	вовсе не	2	13
18	но и	10	12
19	то же	13	12
20	значит что	3	12
21	точки зрения	17	12
22	и все	4	12
23	что это	8	10
24	ни в	2	10
25	как и	10	10
26	и как	7	10
27	в нем	4	10
28	так и	3	10
29	том что	21	10
30	это не	2	10
31	сказать что	7	10
32	никогда не	9	9
33	не может	17	9
34	это значит	3	8
35	она не	2	8
36	есть нечто	2	8
37	с точки	10	8
38	не в	8	8
39	в этом	13	8
40	в своей	3	8
41	есть не	4	7
42	как это	4	7
43	но это	2	7
44	но что	2	7
45	и к	3	7
46	совершенно не	4	7
47	что в	20	7
48	время как	3	7
49	и то	3	7
50	как будто	7	7
51	в поэзии	3	7
52	так что	3	7
53	что он	13	6
54	что не	3	6
55	что они	7	6
56	отнюдь не	5	6
57	в то	5	6
58	но не	2	6
59	того что	8	6
60	жизни и	4	6
61	и вообще	2	6
62	не потому	2	6
63	тогда когда	3	6
64	с другой	3	5
65	же время	2	5
66	по своему	3	5
67	в самом	12	5
68	и следовательно	2	5
69	что и	17	5
70	и это	4	5
71	как раз	5	5
72	и что	22	5
73	в смысле	3	5
74	и его	7	5
75	жизнь и	3	5
76	но как	3	5
77	только в	7	5
78	о том	6	5
79	от смысла	2	5
80	и с	4	5
81	в виду	3	5
82	ясно что	7	4
83	та же	3	4
84	в одном	2	4
85	не могут	3	4
86	в ее	2	4
87	все же	4	4
88	при этом	13	4
89	то время	3	4
90	еще не	2	4
91	к нему	2	4
92	он не	6	4
93	хотя бы	3	4
94	от того	4	4
95	все это	5	4
96	другой стороны	2	4
97	как нечто	2	4
98	и только	2	4
99	таким образом	21	4
100	что оно	2	4
101	и вот	3	4
102	заключается в	12	4
103	самом деле	16	4
104	и по	4	4
105	есть только	5	4
106	то или	2	4
107	а в	4	4
108	в таком	2	4
109	могут быть	4	4
110	но он	3	4
111	в каком	3	4
112	и когда	4	4
113	как он	2	4
114	поэзии и	7	4
115	как только	2	3
116	сам по	4	3
117	не менее	8	3
118	вещей и	2	3
119	и более	4	3
120	же как	4	3
121	же мы	3	3
122	все время	6	3
123	в этих	2	3
124	и от	2	3
125	была бы	2	3
126	а только	3	3
127	об этом	3	3
128	но только	4	3
129	даны в	2	3
130	в этой	6	3
131	что если	6	3
132	сейчас же	5	3
133	только как	3	3
134	было бы	11	3
135	и мы	6	3
136	и из	6	3
137	себе и	2	3
138	не значит	2	3
139	сами по	3	3
140	из них	4	3
141	то как	3	3
142	и их	3	3
143	с этим	4	3
144	не было	2	3
145	мы имеем	4	3
146	мы находим	2	3
147	во внимание	2	3
148	должны быть	3	3
149	что этот	2	3
150	в данном	4	3
151	его с	2	3
152	это только	3	3
153	когда мы	2	3
154	в чем	4	3
155	ничего не	4	3
156	это было	3	3
157	если она	2	2
158	что же	3	2
159	зависит от	2	2
160	это может	2	2
161	само по	3	2
162	в узком	2	2
163	в частности	3	2
164	понятно что	2	2
165	что у	5	2
166	в какой	2	2
167	в состоянии	2	2
168	и говорить	2	2
169	в конце	3	2
170	на самом	5	2
171	если мы	12	2
172	то это	3	2
173	к тому	7	2
174	что на	4	2
175	тем не	4	2
176	только потому	2	2
177	а я	2	2
178	мы видим	4	2
179	более и	2	2
180	с тем	11	2
181	очевидно что	2	2
182	что с	3	2
183	до сих	5	2
184	и часто	2	2
185	в общем	3	2
186	мы в	3	2
187	на его	2	2
188	в сущности	7	2
189	несмотря на	4	2
190	в искусстве	21	2
191	в ней	5	2
192	всяком случае	2	2
193	когда я	2	2
194	если в	2	2
195	сих пор	5	2
196	на все	5	2
197	как не	2	2
198	во всех	3	2
199	на него	2	2
200	данном случае	4	2
201	жизни с	3	2
202	в каждом	2	2
203	в их	3	2
204	тому что	4	2
205	так же	18	2
206	не на	2	2
207	т п	8	2
208	смысл и	2	2
209	например в	3	2
210	того как	4	2
211	с ее	3	2
212	как в	9	2
213	форм и	2	2
214	того и	2	2
215	а потому	2	2
216	в очень	2	2
217	бы и	3	2
218	в своих	9	2
219	и совершенно	3	2
220	как нельзя	2	2
221	также и	2	2
222	их в	2	2
223	и при	2	2
224	между тем	4	2
225	не как	3	2
226	тем что	9	2
227	на который	2	2
228	мы получаем	2	2
229	мы должны	3	2
230	же самое	6	2
231	того или	3	2
232	во всяком	2	2
233	явлений и	2	2
234	все эти	7	2
235	ни на	3	2
236	в которой	2	2
237	что по	2	2
238	которые не	3	2
239	но в	3	2
240	в жизни	4	2
241	том как	2	2
242	вместе с	2	2
243	на этом	3	2
