N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	56
2	то есть	10	24
3	в романе	13	21
4	в его	8	18
5	таким образом	3	17
6	романе рабле	5	15
7	все эти	5	15
8	в этом	22	14
9	рабле и	5	14
10	в том	10	13
11	так и	7	13
12	у рабле	18	13
13	и его	12	12
14	он был	2	12
15	в то	5	12
16	вещей и	7	11
17	в этих	3	11
18	до конца	2	11
19	как бы	10	11
20	и т.п	2	11
21	в них	7	11
22	то же	8	11
23	же время	4	10
24	еще не	6	10
25	мы уже	9	10
26	и до	2	10
27	в эпоху	4	10
28	рабле в	11	9
29	только в	11	9
30	но и	9	9
31	и не	9	9
32	том что	4	8
33	по своему	2	8
34	в сущности	2	8
35	не только	11	8
36	и др	5	8
37	в нем	5	8
38	во всех	11	8
39	сих пор	2	8
40	и их	4	8
41	все это	6	8
42	и даже	3	8
43	до сих	2	8
44	и с	6	8
45	в частности	5	7
46	четвертой книги	7	7
47	у него	9	7
48	в большинстве	3	7
49	уже говорили	4	7
50	как мы	6	7
51	и на	7	7
52	все они	3	6
53	прежде всего	14	6
54	вовсе не	13	6
55	мы видим	2	6
56	в этой	2	6
57	в той	2	6
58	эпохи и	2	6
59	потому что	8	6
60	точки зрения	10	6
61	связи с	8	6
62	и все	6	6
63	большинстве случаев	3	6
64	но в	10	6
65	но не	5	5
66	никогда не	6	5
67	в отношении	2	5
68	в пределах	5	5
69	как и	8	5
70	есть и	4	5
71	рабле но	2	5
72	и другие	3	5
73	он не	5	5
74	один из	2	5
75	мы видели	2	5
76	что в	5	5
77	не было	3	5
78	роль в	3	5
79	во время	10	5
80	между вещами	3	5
81	так сказать	7	5
82	что все	2	4
83	не был	2	4
84	и более	2	4
85	рабле не	5	4
86	в духе	2	4
87	переходим к	3	4
88	в главе	7	4
89	в себе	4	4
90	и вещей	3	4
91	они были	2	4
92	в качестве	3	4
93	и к	2	4
94	конечно не	4	4
95	наконец в	2	4
96	и потому	2	4
97	в совершенно	3	4
98	и несколько	2	4
99	с одной	2	4
100	при этом	6	4
101	и других	2	4
102	того чтобы	8	4
103	в основе	6	4
104	их в	4	4
105	вещи и	2	4
106	романа рабле	5	4
107	ту же	2	4
108	о том	4	4
109	в эпизоде	7	4
110	в особенности	6	4
111	так как	6	4
112	эти образы	2	3
113	том числе	3	3
114	ii гл	12	3
115	новое и	3	3
116	всех этих	7	3
117	в своем	5	3
118	вещами и	3	3
119	в образе	4	3
120	в литературе	2	3
121	так что	4	3
122	здесь в	6	3
123	кроме того	3	3
124	не были	2	3
125	может быть	7	3
126	не мог	2	3
127	в некоторых	2	3
128	третьей книги	5	3
129	и о	2	3
130	а также	3	3
131	что и	3	3
132	то что	7	3
133	эпизоде с	4	3
134	в форме	3	3
135	в их	3	3
136	не на	3	3
137	в связи	8	3
138	там где	2	3
139	с помощью	3	3
140	здесь мы	3	3
141	уже не	3	3
142	и наконец	6	3
143	времени в	7	3
144	не в	9	3
145	мы наблюдаем	3	3
146	и почти	2	3
147	другом месте	2	3
148	рядом с	2	3
149	и самый	2	3
150	но он	2	3
151	в другом	3	3
152	во все	2	3
153	слова и	3	3
154	все его	4	3
155	в средние	3	2
156	первый план	2	2
157	отчасти и	3	2
158	друг другу	2	2
159	характерно что	2	2
160	на котором	2	2
161	по всему	3	2
162	с другой	2	2
163	это не	2	2
164	гаргантюа и	2	2
165	уже в	4	2
166	и во	6	2
167	средние века	3	2
168	в одном	7	2
169	человека и	4	2
170	и явлений	6	2
171	к этому	3	2
172	этих форм	5	2
173	значение и	4	2
174	что он	3	2
175	смерти героев	3	2
176	можно сказать	2	2
177	похож на	2	2
178	iii гл	4	2
179	второй книги	2	2
180	и как	3	2
181	но это	2	2
182	брат жан	2	2
183	в борьбе	3	2
184	совсем не	2	2
185	особое значение	2	2
186	а на	2	2
187	числе и	2	2
188	для него	3	2
189	было бы	2	2
190	картина мира	2	2
191	из них	8	2
192	картины мира	2	2
193	а в	3	2
194	к ним	2	2
195	хотя и	3	2
196	вернемся к	3	2
197	между ними	2	2
198	что на	3	2
199	в котором	4	2
200	значение имеет	2	2
201	со смехом	3	2
202	точка зрения	3	2
203	его жизни	4	2
204	все же	6	2
205	в мире	4	2
206	вместе с	9	2
207	романа в	2	2
208	этих образов	2	2
209	смерти и	4	2
210	целый ряд	3	2
211	так же	2	2
212	не может	2	2
213	кн ii	14	2
214	у всех	2	2
215	а не	4	2
216	для того	8	2
217	и для	9	2
218	с точки	8	2
219	его в	6	2
220	рабле мы	2	2
221	смеха и	2	2
222	с горчицей	2	2
223	с такою	2	2
224	в данном	2	2
225	с этой	4	2
226	и совершенно	3	2
227	людей и	2	2
228	также и	4	2
229	в которых	3	2
230	что они	4	2
231	далеко не	2	2
232	кн iii	4	2
233	почти все	3	2
234	эпоху возрождения	3	2
235	с тем	2	2
236	мира и	9	2
237	с ним	4	2
238	не могли	3	2
239	и стиль	2	2
