N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	65
2	то есть	20	45
3	и др	2	24
4	как бы	5	22
5	и не	11	22
6	и т.п	12	17
7	в сущности	2	16
8	в том	23	16
9	в этом	15	15
10	но в	8	14
11	в нем	9	13
12	прежде всего	11	11
13	и на	5	11
14	том числе	2	10
15	и его	2	10
16	и потому	3	10
17	не только	28	10
18	но и	14	10
19	так и	8	10
20	в эпоху	5	9
21	в его	7	9
22	во всех	5	9
23	по своему	3	8
24	в своем	6	8
25	в основе	7	8
26	здесь в	2	8
27	и даже	3	8
28	за пределы	2	8
29	числе и	2	7
30	точки зрения	3	7
31	только в	7	7
32	никогда не	2	6
33	том что	19	6
34	все же	3	6
35	как мы	2	6
36	времени и	3	6
37	в значительной	2	6
38	еще не	14	6
39	при этом	13	6
40	может быть	17	6
41	в году	2	6
42	сказать что	3	6
43	в литературе	2	6
44	с его	4	5
45	в одном	2	5
46	в частности	9	5
47	жизни в	2	5
48	в них	4	5
49	потому что	4	5
50	отличие от	5	5
51	на протяжении	2	5
52	есть в	2	5
53	или иной	5	5
54	для него	4	5
55	в своей	5	5
56	той или	3	5
57	и одновременно	2	5
58	как в	10	5
59	как и	16	5
60	в своих	3	5
61	между тем	4	5
62	и все	2	5
63	связи с	4	4
64	или меньшей	2	4
65	это в	2	4
66	и к	4	4
67	не в	7	4
68	в этой	2	4
69	большей или	2	4
70	отношение к	4	4
71	в самом	3	4
72	из них	3	4
73	мысли и	2	4
74	в их	5	4
75	в отличие	5	4
76	так сказать	2	4
77	но одновременно	2	3
78	что в	4	3
79	не является	4	3
80	это не	3	3
81	и во	2	3
82	в тех	2	3
83	что он	4	3
84	в ее	3	3
85	речевого общения	12	3
86	в ряду	2	3
87	о нем	2	3
88	по своей	11	3
89	то что	5	3
90	не может	9	3
91	разного рода	2	3
92	в себя	5	3
93	в форме	2	3
94	уже не	4	3
95	с другой	10	3
96	в себе	7	3
97	и вообще	2	3
98	далеко не	10	3
99	но как	2	3
100	в виду	2	3
101	мира в	3	3
102	ни к	6	2
103	но не	11	2
104	к тому	5	2
105	и без	2	2
106	в противоположность	2	2
107	или даже	2	2
108	представления о	2	2
109	но при	3	2
110	можно сказать	5	2
111	так например	2	2
112	основе своей	2	2
113	более того	2	2
114	литературы в	2	2
115	одной стороны	9	2
116	и он	2	2
117	например в	2	2
118	на его	4	2
119	значительной степени	2	2
120	народного творчества	2	2
121	при всей	3	2
122	хотя и	2	2
123	для своего	2	2
124	в целом	4	2
125	в процессе	5	2
126	приводит к	2	2
127	отношения к	2	2
128	одновременно и	2	2
129	с одной	9	2
130	того что	3	2
131	что не	4	2
132	и по	2	2
133	одним из	2	2
134	роль в	7	2
135	или в	2	2
136	к себе	2	2
137	различия между	3	2
138	на ранних	2	2
139	могут быть	4	2
140	существенную роль	3	2
141	о том	8	2
142	бы быть	3	2
143	в особенности	4	2
144	это было	2	2
