N	2gram	Bakhtin_Pr_3	Formalny
1	и в	34	38
2	в этом	16	27
3	т е	12	26
4	может быть	19	23
5	и его	16	21
6	таким образом	5	20
7	и не	29	20
8	в самом	8	16
9	прежде всего	15	15
10	не в	9	15
11	и т	8	14
12	не может	19	14
13	в нем	19	13
14	но и	12	13
15	в пределах	6	12
16	с его	6	11
17	с тем	5	11
18	в том	3	11
19	вовсе не	11	11
20	в его	22	10
21	с другими	4	10
22	и с	15	9
23	как и	18	9
24	при этом	4	9
25	не только	10	9
26	т п	6	9
27	отнюдь не	2	8
28	что и	5	8
29	все же	7	8
30	так и	6	8
31	самом деле	13	8
32	тем что	4	8
33	точки зрения	8	8
34	что в	7	7
35	по себе	3	7
36	для него	13	7
37	слова и	10	7
38	в своей	3	7
39	как мы	7	7
40	лишь в	5	7
41	уже не	2	7
42	с точки	4	7
43	не было	2	6
44	все время	5	6
45	то что	11	6
46	и ее	2	6
47	в ней	3	6
48	было бы	2	6
49	вместе с	4	6
50	то же	14	6
51	все эти	4	6
52	а не	9	6
53	как такового	3	6
54	как раз	4	6
55	он не	15	6
56	только в	6	6
57	а в	5	6
58	хотя бы	5	6
59	в общем	4	5
60	если бы	4	5
61	что он	23	5
62	это и	2	5
63	же время	12	5
64	в слове	5	5
65	в реальном	3	5
66	во всех	2	5
67	что же	8	5
68	с этим	2	5
69	и только	2	5
70	т д	2	5
71	и для	8	5
72	еще более	2	5
73	сводится к	3	5
74	всего этого	2	5
75	более того	2	5
76	говорит он	3	5
77	говорить о	3	5
78	в то	12	5
79	бы в	3	5
80	и должно	2	5
81	во всяком	5	5
82	всяком случае	5	5
83	не как	3	4
84	раз и	3	4
85	к тому	5	4
86	мы видели	3	4
87	что они	6	4
88	в большинстве	2	4
89	в сторону	2	4
90	здесь и	2	4
91	в сущности	11	4
92	дело идет	5	4
93	того или	2	4
94	не о	4	4
95	как бы	27	4
96	и к	12	4
97	в высшей	3	4
98	из них	5	4
99	вот как	3	4
100	как в	4	4
101	другой стороны	3	4
102	входит в	2	4
103	что оно	2	4
104	что не	7	4
105	и наконец	5	4
106	и даже	7	4
107	даже и	4	4
108	высшей степени	3	4
109	там где	7	4
110	ничего не	4	4
111	так как	4	4
112	но в	16	4
113	всех этих	2	3
114	с другой	4	3
115	а как	2	3
116	мы знаем	2	3
117	и как	3	3
118	его нельзя	2	3
119	но все	5	3
120	но именно	2	3
121	например в	2	3
122	не является	2	3
123	его с	4	3
124	в целом	5	3
125	жизни и	3	3
126	быть и	2	3
127	только на	4	3
128	все это	16	3
129	и прежде	4	3
130	так в	2	3
131	на самом	11	3
132	большинстве случаев	3	3
133	к нему	14	3
134	материалом для	2	3
135	такой же	3	3
136	того что	5	3
137	особенно в	2	3
138	не входит	2	3
139	каждый из	2	3
140	и на	6	3
141	хотя и	3	3
142	он и	5	3
143	как к	4	3
144	слова в	7	3
145	и все	19	3
146	его в	4	3
147	что это	5	3
148	так сказать	2	3
149	не то	2	3
150	это было	3	3
151	со всею	2	2
152	между двумя	2	2
153	уже в	3	2
154	самого начала	8	2
155	в виноградова	2	2
156	никогда не	8	2
157	тому что	2	2
158	для этого	3	2
159	столь же	2	2
160	это не	5	2
161	установкой на	3	2
162	в одной	3	2
163	в такой	3	2
164	в конце	5	2
165	и лишь	2	2
166	в ее	3	2
167	до конца	3	2
168	было и	2	2
169	как его	2	2
170	с самого	8	2
171	том что	3	2
172	но это	4	2
173	то в	2	2
174	должна была	2	2
175	от него	6	2
176	но не	4	2
177	совсем не	3	2
178	но как	4	2
179	было в	2	2
180	ее как	3	2
181	к другому	20	2
182	к другим	2	2
183	без исключения	3	2
184	совпадает с	2	2
185	же и	2	2
186	лишь о	3	2
187	все без	2	2
188	конце концов	3	2
189	слова как	2	2
190	в котором	3	2
191	даже в	5	2
192	один из	2	2
193	есть только	3	2
194	этом смысле	4	2
195	отношение к	6	2
196	ни в	4	2
197	а к	2	2
198	тому чтобы	2	2
199	как она	2	2
200	на этом	4	2
201	то ни	4	2
202	находится в	2	2
203	в той	2	2
204	же степени	2	2
205	должно быть	3	2
206	быть даже	3	2
207	отличие от	2	2
208	только так	2	2
209	с ними	6	2
210	и то	3	2
211	их в	3	2
212	сказать что	2	2
213	между тем	3	2
214	он в	4	2
215	и от	5	2
216	в отличие	2	2
217	и это	4	2
218	этими двумя	2	2
219	функции в	3	2
220	в чем	5	2
221	потому что	12	2
222	в которой	2	2
223	с ним	8	2
224	та же	2	2
225	в плане	6	2
226	слово в	2	2
227	в виду	3	2
