N	2gram	Vygotskiy__1	Analitik
1	не только	16	22
2	и в	23	18
3	как и	14	14
4	так и	5	14
5	в этом	17	14
6	но и	14	13
7	и его	6	13
8	в частности	2	12
9	том что	21	12
10	в качестве	9	12
11	и не	9	12
12	при этом	4	11
13	а в	2	10
14	как бы	11	10
15	может быть	14	9
16	что в	14	9
17	а не	3	9
18	в том	24	9
19	с его	4	8
20	и даже	2	8
21	с другой	10	7
22	но не	4	7
23	в его	14	7
24	отношению к	7	7
25	как раз	4	7
26	по отношению	7	7
27	к тому	4	6
28	не в	4	6
29	для него	2	6
30	в этой	7	6
31	он не	5	6
32	в их	3	6
33	о том	6	6
34	никогда не	2	5
35	не является	9	5
36	в конце	2	5
37	прежде всего	10	5
38	в свою	4	5
39	в самом	7	5
40	другой стороны	9	5
41	в сущности	6	5
42	лишь в	6	5
43	уже не	2	5
44	той же	2	5
45	в слове	2	5
46	в результате	4	5
47	между тем	9	5
48	представляет собой	11	5
49	перед нами	5	4
50	о чем	2	4
51	в своем	3	4
52	столь же	6	4
53	в одном	4	4
54	по себе	5	4
55	что он	7	4
56	можно сказать	5	4
57	и к	4	4
58	и как	5	4
59	свою очередь	3	4
60	все же	3	4
61	приводит к	4	4
62	таким образом	26	4
63	в заключительной	3	4
64	тем самым	5	4
65	и на	8	4
66	в данном	2	4
67	уже в	3	3
68	не столько	4	3
69	из этих	3	3
70	ключ к	2	3
71	к этому	4	3
72	в ее	2	3
73	что они	3	3
74	было бы	4	3
75	же время	2	3
76	указывает на	2	3
77	как говорит	2	3
78	в целом	20	3
79	данном случае	2	3
80	как в	4	3
81	все это	6	3
82	который в	3	3
83	то же	8	3
84	этом отношении	4	3
85	именно в	6	3
86	его не	3	3
87	мы не	7	3
88	ничего не	3	3
89	с этим	6	3
90	точки зрения	26	3
91	говорить о	2	3
92	во всем	3	3
93	в то	7	3
94	ответ на	3	3
95	едва ли	2	3
96	как это	2	3
97	в противоположность	2	2
98	бы и	2	2
99	могут быть	3	2
100	для всех	4	2
101	говоря словами	3	2
102	все эти	4	2
103	в них	2	2
104	поэтому в	2	2
105	и от	3	2
106	как уже	7	2
107	есть не	2	2
108	и ее	7	2
109	несмотря на	2	2
110	с тем	7	2
111	обе эти	3	2
112	одной стороны	9	2
113	со всеми	2	2
114	в общем	3	2
115	могли бы	6	2
116	значительной степени	2	2
117	иначе говоря	2	2
118	и той	2	2
119	хотя и	2	2
120	об этом	3	2
121	и потому	2	2
122	всяком случае	3	2
123	по своей	5	2
124	даже в	2	2
125	один из	2	2
126	не с	2	2
127	то что	17	2
128	в первом	2	2
129	когда он	2	2
130	во всех	3	2
131	вместе с	9	2
132	что она	4	2
133	не может	12	2
134	отношения к	3	2
135	на примере	2	2
136	с одной	8	2
137	одной и	2	2
138	и вот	2	2
139	самом деле	3	2
140	в значительной	2	2
141	с точки	18	2
142	сказать что	11	2
143	во всяком	3	2
144	мы можем	6	2
145	тем что	6	2
146	одну из	4	2
147	нуждается в	2	2
148	в себе	6	2
149	что мы	5	2
150	только в	6	2
151	и т.д	5	2
152	вопроса о	2	2
153	этого слова	4	2
154	и все	5	2
155	дело в	2	2
156	там где	2	2
157	но в	5	2
158	в новом	3	2
