N	2gram	Losev_Prob_5	Dialekti
1	и не	12	30
2	а не	5	18
3	может быть	7	17
4	ничего не	2	17
5	то что	18	16
6	и в	30	15
7	как бы	6	14
8	так как	6	14
9	точки зрения	10	14
10	того что	3	13
11	по себе	2	13
12	это не	2	12
13	прежде всего	6	11
14	в том	12	11
15	не может	5	11
16	ясно что	4	11
17	и все	9	11
18	в этом	17	11
19	потому что	13	10
20	том что	17	10
21	было бы	4	9
22	в виду	3	9
23	мы не	2	9
24	и что	6	9
25	то же	2	9
26	уже не	6	9
27	с точки	8	9
28	ни в	4	8
29	не в	7	8
30	что иное	3	8
31	иное как	3	8
32	не что	3	8
33	в себе	4	8
34	и о	5	8
35	не только	18	8
36	в чем	2	8
37	что в	5	7
38	что именно	2	7
39	крайней мере	4	7
40	не просто	5	7
41	по крайней	4	7
42	что он	7	7
43	как и	7	7
44	и его	6	7
45	или в	4	7
46	и вообще	9	7
47	только в	9	7
48	так что	11	6
49	хотя и	8	6
50	и тем	3	6
51	а именно	12	6
52	и даже	14	6
53	в результате	7	6
54	сказать что	9	6
55	вовсе не	8	6
56	в то	4	6
57	что и	6	6
58	я не	2	5
59	так и	7	5
60	в своем	11	5
61	на то	2	5
62	можно сказать	6	5
63	того чтобы	2	5
64	в ней	3	5
65	в нем	6	5
66	но только	3	5
67	таким образом	13	5
68	именно в	3	5
69	и на	6	5
70	о том	12	5
71	мы имеем	2	5
72	тогда когда	4	5
73	учение о	3	5
74	в смысле	4	5
75	только тогда	3	5
76	для того	3	5
77	и для	6	5
78	оказывается что	4	4
79	и как	6	4
80	в этой	10	4
81	что они	3	4
82	есть в	2	4
83	именно о	2	4
84	один из	2	4
85	жизни и	2	4
86	но и	13	4
87	тех или	2	4
88	так же	5	4
89	также и	12	4
90	и с	5	4
91	в одном	3	4
92	с тем	5	4
93	отнюдь не	4	4
94	этом смысле	3	4
95	то ни	2	4
96	еще не	3	4
97	как раз	5	4
98	хотя бы	2	4
99	в силу	5	4
100	в его	12	4
101	только для	2	3
102	не всегда	3	3
103	и нет	2	3
104	в свою	2	3
105	и тут	2	3
106	все эти	2	3
107	свободы и	4	3
108	есть только	3	3
109	даже и	4	3
110	что здесь	2	3
111	об его	2	3
112	с ним	3	3
113	но в	9	3
114	от этого	3	3
115	к этому	2	3
116	об этом	4	3
117	у нас	7	3
118	в своей	22	3
119	иной раз	2	3
120	нет никакого	3	3
121	говорит о	7	3
122	при помощи	6	3
123	когда он	2	3
124	как в	2	3
125	что не	2	3
126	и притом	5	3
127	в сравнении	3	3
128	в данном	2	3
129	и то	5	3
130	мы можем	5	3
131	в виде	10	3
132	едва ли	4	3
133	в области	2	3
134	не менее	5	2
135	в противоположность	3	2
136	не могут	2	2
137	прежде чем	2	2
138	мы будем	2	2
139	в частности	4	2
140	и без	2	2
141	в отношении	3	2
142	с этой	2	2
143	точно так	3	2
144	человека и	4	2
145	представление о	2	2
146	именно для	4	2
147	хорошо знает	2	2
148	без всякого	2	2
149	да и	2	2
150	но все	4	2
151	как о	4	2
152	кроме того	2	2
153	в нашей	2	2
154	при этом	4	2
155	в самом	5	2
156	никогда не	7	2
157	в котором	2	2
158	из них	2	2
159	и их	5	2
160	другой стороны	6	2
161	то и	2	2
162	и только	2	2
163	мы находим	7	2
164	не мог	4	2
165	тоже не	2	2
166	нисколько не	5	2
167	однако в	3	2
168	в них	2	2
169	в ее	3	2
170	все же	9	2
171	со всей	2	2
172	не будет	2	2
173	в качестве	4	2
174	все что	2	2
175	равно как	2	2
176	в целях	2	2
177	конечно не	2	2
178	никак не	8	2
179	тем не	5	2
180	вместе с	7	2
181	ее в	2	2
182	и тогда	2	2
183	бы не	3	2
184	того как	5	2
185	сравнении с	3	2
186	жизнь и	3	2
187	что этот	5	2
188	во всяком	2	2
189	тем что	2	2
190	но для	2	2
191	как будто	3	2
192	и другое	3	2
193	в которой	5	2
