N	2gram	Bakhtin_Pr_4	Dialekti
1	и не	27	27
2	а не	11	26
3	точки зрения	11	25
4	и в	46	24
5	не только	14	23
6	что такое	2	21
7	по себе	7	20
8	не может	19	19
9	ничего не	2	17
10	и что	3	15
11	то что	4	14
12	с точки	9	14
13	может быть	23	13
14	таким образом	4	13
15	и даже	3	13
16	что он	6	13
17	вовсе не	9	13
18	есть и	2	12
19	не менее	2	11
20	что же	3	11
21	в сущности	7	10
22	ни в	6	9
23	то это	3	9
24	но и	12	9
25	прежде всего	9	8
26	так что	2	8
27	и как	2	8
28	отличается от	3	8
29	что мы	2	8
30	том что	4	8
31	в этом	16	8
32	если же	5	8
33	что в	4	7
34	никогда не	6	7
35	и нет	4	7
36	в самом	9	7
37	потому что	4	7
38	в виду	4	7
39	как и	12	7
40	только на	3	7
41	как раз	7	7
42	должна быть	2	6
43	кроме того	4	6
44	но если	3	6
45	все это	6	6
46	и только	3	6
47	и с	7	6
48	о том	5	6
49	так как	5	6
50	если бы	3	6
51	превращается в	4	6
52	и все	9	6
53	об этом	2	6
54	что и	3	6
55	то же	6	6
56	самом деле	4	6
57	и пр	2	6
58	в том	9	5
59	но это	6	5
60	хотя и	6	5
61	жизни и	5	5
62	и его	6	5
63	в то	5	5
64	вопрос о	2	5
65	и к	9	5
66	было бы	3	5
67	он не	4	5
68	так и	4	5
69	уже не	4	5
70	мы не	4	5
71	сам по	3	5
72	только в	6	5
73	если только	2	4
74	с другой	3	4
75	это не	5	4
76	не могут	3	4
77	или иной	2	4
78	сама по	2	4
79	к тому	2	4
80	хотя бы	2	4
81	так же	3	4
82	сказать что	2	4
83	а что	4	4
84	сознания и	2	4
85	нет и	2	4
86	у нас	2	4
87	мыслить и	2	4
88	конечно не	8	4
89	о нем	6	4
90	если оно	2	4
91	при всем	2	4
92	жизнь и	3	4
93	мы и	3	4
94	и это	3	4
95	для него	2	4
96	перед нами	12	3
97	не было	2	3
98	все же	4	3
99	все время	2	3
100	за пределы	5	3
101	в своем	3	3
102	в одной	2	3
103	его как	2	3
104	не в	10	3
105	есть в	6	3
106	она не	3	3
107	же время	5	3
108	в нем	17	3
109	то и	2	3
110	все эти	4	3
111	должно быть	4	3
112	друг друга	6	3
113	и на	11	3
114	с этим	2	3
115	именно как	2	3
116	он и	4	3
117	мы уже	3	3
118	во всем	4	3
119	себя как	3	3
120	тем что	3	3
121	он есть	2	3
122	на себя	4	3
123	на то	3	3
124	одна из	2	3
125	все что	2	3
126	и о	3	3
127	сами по	2	3
128	но она	2	3
129	как бы	19	3
130	раз и	4	3
131	к нему	5	3
132	той же	3	3
133	в слове	3	3
134	не знает	4	3
135	и этим	3	3
136	но на	2	2
137	же как	2	2
138	и говорить	2	2
139	из этих	3	2
140	о себе	5	2
141	для нас	2	2
142	лишь как	2	2
143	есть конечно	2	2
144	на этом	3	2
145	еще не	7	2
146	при этом	5	2
147	будет все	2	2
148	например в	4	2
149	но для	3	2
150	и следовательно	2	2
151	той или	2	2
152	у меня	3	2
153	и является	2	2
154	самосознания и	2	2
155	себя и	3	2
156	совершенно не	4	2
157	и тем	2	2
158	жизнь не	2	2
159	другой стороны	3	2
160	целый ряд	2	2
161	для этого	2	2
162	того и	2	2
163	же он	2	2
164	еще и	4	2
165	только и	2	2
166	они не	2	2
167	да что	3	2
168	и по	2	2
169	а в	2	2
170	же и	4	2
171	людей и	4	2
172	также и	3	2
173	никак не	3	2
174	их в	3	2
175	и здесь	4	2
176	ко второму	2	2
177	бы в	3	2
178	слово в	6	2
179	но в	6	2
180	с его	5	2
181	у него	5	2
182	и во	3	2
183	в особом	2	2
184	бытия и	3	2
185	в их	4	2
186	в условиях	3	2
187	по существу	3	2
188	так чтобы	3	2
189	но не	4	2
190	ведь это	3	2
191	почему же	2	2
192	вы и	2	2
193	только к	2	2
194	себя в	3	2
195	так в	2	2
196	следовательно и	2	2
197	все равно	2	2
198	или к	2	2
199	и они	2	2
200	как мы	12	2
201	и он	6	2
202	и для	3	2
203	или в	8	2
204	в данном	2	2
205	во всяком	2	2
206	могут быть	2	2
207	в себе	7	2
208	в его	9	2
