N	2gram	Medvedev_F_3	Marksizm
1	может быть	25	28
2	и пр	15	25
3	и в	27	19
4	как бы	8	19
5	и не	30	19
6	не может	24	18
7	в процессе	15	18
8	точки зрения	16	17
9	то же	15	16
10	и его	19	16
11	как мы	8	15
12	в этом	18	15
13	таким образом	18	14
14	лишь в	9	14
15	в сущности	2	14
16	так сказать	5	14
17	не только	9	13
18	с точки	14	13
19	связи с	5	13
20	высказывание как	5	12
21	высказывания и	5	11
22	в нем	15	11
23	если бы	12	11
24	вовсе не	28	11
25	не в	12	10
26	в пределах	8	10
27	но и	10	10
28	том что	4	10
29	так и	21	10
30	при этом	8	9
31	в основе	3	9
32	языка как	2	9
33	как и	14	9
34	на почве	2	9
35	самом деле	16	9
36	а не	17	9
37	высказывание в	3	8
38	отнюдь не	8	8
39	же время	7	8
40	не является	5	8
41	по отношению	3	8
42	в то	7	8
43	с его	2	8
44	отношению к	3	8
45	только в	8	8
46	никогда не	5	7
47	в связи	4	7
48	высказывания как	3	7
49	в том	7	7
50	его в	7	7
51	но в	6	7
52	и более	3	7
53	прежде всего	4	7
54	одна из	2	7
55	внутренней речи	2	7
56	в языке	2	7
57	на самом	14	7
58	и для	6	7
59	в таком	2	7
60	язык как	2	6
61	в смысле	4	6
62	к тому	4	6
63	ни в	8	6
64	и как	4	6
65	того чтобы	5	6
66	в самом	11	6
67	и следовательно	3	6
68	с помощью	8	6
69	ни было	5	6
70	в направлении	5	6
71	же самое	3	6
72	и все	8	6
73	между тем	7	6
74	более того	6	6
75	мы уже	3	6
76	во всех	3	6
77	слова и	4	6
78	социальной группы	2	6
79	если мы	7	6
80	для того	4	6
81	хотя бы	6	6
82	мы можем	4	6
83	то ни	4	5
84	в большинстве	4	5
85	или иной	2	5
86	является не	2	5
87	смысле слова	2	5
88	так же	9	5
89	и на	3	5
90	большинстве случаев	5	5
91	к другому	2	5
92	к этому	2	5
93	того же	3	5
94	совершенно не	7	5
95	данного высказывания	3	5
96	в его	7	5
97	мы ни	2	5
98	этого слова	2	5
99	все же	6	5
100	целого высказывания	3	5
101	в той	3	5
102	в данном	6	5
103	должна быть	3	4
104	данной социальной	6	4
105	тому что	3	4
106	в отношении	2	4
107	это не	3	4
108	является лишь	4	4
109	в формах	2	4
110	то что	8	4
111	и тем	3	4
112	мы видели	4	4
113	бы то	4	4
114	и их	5	4
115	ведь если	2	4
116	того что	3	4
117	сказать что	3	4
118	бы в	6	4
119	в единстве	5	4
120	как раз	8	4
121	смысле этого	2	4
122	следует что	4	4
123	из одного	2	4
124	что он	6	4
125	было бы	6	4
126	в данной	2	4
127	конечно не	4	4
128	в основном	2	4
129	только на	4	4
130	в точном	2	4
131	тем же	7	4
132	в слове	4	4
133	и ее	6	4
134	в себе	3	4
135	ничего не	2	4
136	учение о	2	3
137	в данную	2	3
138	в этих	3	3
139	характерно что	2	3
140	в какой	3	3
141	столь же	3	3
142	с другой	6	3
143	оценка и	5	3
144	и от	11	3
145	именно для	2	3
146	да и	4	3
147	как система	2	3
148	же слова	2	3
149	высшей степени	2	3
150	конкретного высказывания	3	3
151	в этой	2	3
152	конкретной исторической	2	3
153	направлении к	4	3
154	в ней	5	3
155	за пределы	2	3
156	со всею	2	3
157	в котором	2	3
158	какой бы	2	3
159	его и	3	3
160	в каком	2	3
161	все эти	6	3
162	социального общения	9	3
