N	2gram	Tiupa_Anal_3	Marksizm
1	точки зрения	3	34
2	может быть	9	26
3	и не	12	26
4	не может	2	24
5	с точки	2	20
6	и в	18	19
7	и его	13	19
8	таким образом	4	17
9	в этом	14	16
10	как бы	10	15
11	прежде всего	5	13
12	как и	14	12
13	так и	14	11
14	и для	2	11
15	в самом	5	10
16	в нем	2	10
17	в слове	5	10
18	и т.п	5	10
19	самом деле	2	10
20	для него	6	9
21	лишь в	5	9
22	в результате	5	9
23	только в	2	9
24	при этом	11	8
25	в контексте	2	8
26	но и	13	8
27	не только	22	8
28	все же	4	8
29	то что	2	8
30	без исключения	3	8
31	в каждом	3	7
32	все эти	2	7
33	но в	2	7
34	в ее	3	7
35	во всех	2	7
36	то же	3	7
37	а не	9	7
38	в том	9	6
39	в пределах	4	6
40	другой стороны	5	6
41	и здесь	2	6
42	отнюдь не	4	6
43	того же	5	6
44	в его	7	6
45	и того	3	6
46	мы не	3	6
47	так сказать	2	6
48	ничего не	3	6
49	с другой	7	5
50	одного и	3	5
51	в конце	5	5
52	именно в	3	5
53	не в	6	5
54	те же	2	5
55	в начале	6	5
56	и потому	2	5
57	и все	2	5
58	к этому	3	5
59	по преимуществу	2	5
60	в отличие	2	5
61	входит в	2	5
62	во всяком	2	5
63	отличие от	2	5
64	что в	9	4
65	не менее	4	4
66	в ней	2	4
67	не является	5	4
68	не столько	3	4
69	а в	10	4
70	и на	4	4
71	сказать что	2	4
72	с этим	3	4
73	по себе	4	4
74	всех без	3	4
75	еще не	6	4
76	было бы	3	4
77	не будет	3	4
78	как в	3	4
79	в данном	4	4
80	далеко не	4	4
81	этом отношении	3	3
82	и от	2	3
83	и ту	2	3
84	или иной	5	3
85	можно сказать	4	3
86	и как	4	3
87	в дальнейшем	2	3
88	в большинстве	2	3
89	же время	3	3
90	все это	3	3
91	по отношению	7	3
92	не было	3	3
93	между тем	5	3
94	нуждается в	2	3
95	в то	3	3
96	его в	3	3
97	и к	4	3
98	том что	12	3
99	совершенно не	2	3
100	в сущности	5	3
101	он не	6	3
102	не есть	4	3
103	в первом	2	3
104	это и	2	3
105	сводится к	2	3
106	и ее	2	3
107	сама по	2	2
108	в частности	12	2
109	никогда не	5	2
110	в своем	4	2
111	одной и	2	2
112	тем не	2	2
113	свою очередь	4	2
114	в свою	5	2
115	и той	2	2
116	для всех	2	2
117	всяком случае	2	2
118	с ее	3	2
119	в первой	8	2
120	как к	2	2
121	во втором	4	2
122	и даже	8	2
123	одну из	2	2
124	из этих	3	2
125	о том	6	2
126	не как	2	2
127	что он	4	2
128	в себе	2	2
129	в романе	2	2
130	то в	2	2
131	одна из	2	2
132	в качестве	12	2
133	тех пор	2	2
134	к тому	6	2
135	этого слова	2	2
136	что и	5	2
137	отношению к	7	2
138	бы и	2	2
139	и прежде	2	2
140	как раз	7	2
141	что не	3	2
142	мира и	2	2
143	и он	2	2
144	той же	5	2
145	мы можем	2	2
146	тем что	2	2
147	могут быть	2	2
148	могла бы	2	2
149	и т.д	2	2
150	в русской	7	2
151	там где	2	2
