N	3gram	Vygotskiy__3	Marksizm
1	не может быть	2	13
2	в связи с	5	7
3	и того же	4	5
4	одного и того	4	5
5	в отличие от	6	5
6	с другой стороны	3	5
7	с самого начала	6	4
8	в этом отношении	3	3
9	в высшей степени	6	3
10	в том что	17	3
11	для того чтобы	7	3
12	смысле этого слова	4	2
13	и той же	2	2
14	так же как	6	2
15	на первый план	2	2
16	в свою очередь	2	2
17	же как и	4	2
18	можно было бы	5	2
19	тем не менее	5	2
20	во всяком случае	4	2
21	в этом смысле	2	2
22	внутренней речи и	2	2
23	по отношению к	2	2
24	одной и той	2	2
