N	2gram	Propp_Isto_4	Myslijsy
1	потому что	6	46
2	в том	3	32
3	и в	26	30
4	может быть	14	28
5	то же	8	23
6	не только	15	21
7	только в	3	21
8	для нас	3	20
9	но и	12	19
10	том что	3	18
11	то что	16	18
12	того что	2	18
13	что в	14	17
14	не есть	2	17
15	по себе	2	16
16	в себе	2	16
17	не в	5	15
18	и не	9	15
19	а не	6	15
20	таким образом	10	14
21	что и	9	13
22	так как	9	13
23	точно так	5	12
24	вместе с	6	12
25	а в	8	12
26	если бы	2	12
27	этого слова	2	11
28	так и	10	11
29	как и	7	10
30	как в	7	10
31	и что	5	10
32	в этом	7	10
33	из этих	3	9
34	только тогда	3	9
35	было бы	2	9
36	в нем	2	9
37	от того	2	8
38	только что	3	8
39	что мы	3	8
40	и то	6	8
41	смысле этого	2	7
42	с другой	4	7
43	вовсе не	4	7
44	как мы	5	7
45	так что	2	7
46	с тем	2	7
47	но не	5	7
48	в языке	2	7
49	тем что	5	7
50	что он	10	6
51	но это	3	6
52	с этим	2	6
53	из них	2	6
54	например в	3	6
55	то это	5	6
56	те же	3	6
57	указывает на	4	6
58	не может	6	6
59	уже не	5	6
60	не имеет	3	6
61	уже в	2	5
62	не могут	2	5
63	и как	5	5
64	в своем	2	5
65	еще не	6	5
66	и тем	2	5
67	не менее	2	5
68	есть только	3	5
69	сказать что	2	5
70	и т	27	5
71	что я	2	5
72	что это	2	4
73	мы видели	6	4
74	все это	2	4
75	все что	4	4
76	в его	5	4
77	относится к	3	4
78	не к	2	4
79	другой стороны	4	4
80	на это	2	4
81	и его	10	4
82	или же	3	4
83	он не	7	4
84	и наоборот	2	4
85	и по	5	4
86	того как	4	4
87	мы должны	5	4
88	и при	3	4
89	этого не	2	3
90	и есть	2	3
91	могут быть	6	3
92	и все	2	3
93	в образе	3	3
94	к этому	5	3
95	связь с	12	3
96	тем не	2	3
97	есть в	2	3
98	мы можем	6	3
99	такое же	4	3
100	до сих	5	3
101	при этом	3	3
102	что она	3	3
103	как бы	3	3
104	в целом	2	3
105	на него	3	3
106	т д	24	3
107	дает нам	4	3
108	к нему	6	3
109	в силу	5	3
110	так же	18	3
111	на которой	2	3
112	или в	3	3
113	и на	2	3
114	его в	9	3
115	там где	3	3
116	том как	2	3
117	сих пор	5	3
118	прибавить что	4	3
119	перед нами	3	2
120	что ни	3	2
121	во время	7	2
122	но все	5	2
123	об этом	7	2
124	бы мы	2	2
125	связи с	3	2
126	его с	2	2
127	так например	2	2
128	в одном	5	2
129	не всегда	6	2
130	а как	2	2
131	в некотором	2	2
132	показывает что	10	2
133	его к	3	2
134	на то	3	2
135	не дает	2	2
136	от них	2	2
137	отношение к	2	2
138	ему в	2	2
139	на котором	3	2
140	сливается с	2	2
141	мы видим	6	2
142	в этой	2	2
143	что они	6	2
144	от него	2	2
145	у него	5	2
146	она не	3	2
147	и тот	2	2
148	и если	3	2
149	или на	2	2
150	на его	3	2
151	выше мы	2	2
152	он говорит	2	2
153	мы уже	5	2
154	но этот	2	2
155	даже в	4	2
156	но мы	3	2
157	все же	9	2
158	же в	3	2
159	в свой	2	2
160	в своей	4	2
161	в форме	2	2
162	так в	4	2
163	что есть	2	2
164	тогда как	4	2
165	в других	2	2
166	в виде	2	2
167	это и	5	2
168	к своему	3	2
169	этой стороны	2	2
170	и даже	4	2
171	в которых	4	2
172	тут же	2	2
173	с этой	2	2
174	их в	7	2
175	ни в	2	2
176	связь между	2	2
177	о том	4	2
178	что эта	3	2
179	в области	2	2
180	и с	5	2
