N	2gram	Losev_Dial_2	slovoVRo
1	и в	19	39
2	может быть	20	37
3	и т	17	35
4	и его	5	33
5	т п	2	33
6	не только	19	24
7	и не	30	22
8	но и	12	21
9	не может	9	20
10	в нем	10	19
11	все это	4	16
12	в этом	8	16
13	так и	10	15
14	а не	16	14
15	как в	2	13
16	во всех	2	12
17	в истории	2	11
18	вовсе не	13	10
19	не в	8	9
20	и с	5	9
21	прежде всего	8	8
22	себя в	2	8
23	таким образом	4	8
24	точки зрения	12	8
25	при этом	4	7
26	еще не	4	7
27	как бы	14	7
28	никогда не	9	7
29	в этих	3	7
30	и потому	5	7
31	и даже	14	7
32	как мы	3	7
33	могут быть	4	7
34	с ним	4	7
35	и к	7	6
36	все же	4	6
37	как и	10	6
38	в своем	4	6
39	но не	6	6
40	она не	8	6
41	в сущности	2	6
42	жизни и	6	6
43	все эти	2	6
44	но в	2	6
45	не могут	4	5
46	с другой	5	5
47	это не	10	5
48	и все	12	5
49	и слова	3	5
50	по себе	18	5
51	том что	10	5
52	но все	2	5
53	только в	5	5
54	в том	14	5
55	например в	2	5
56	и их	3	5
57	той или	4	5
58	с одной	2	5
59	уже не	3	5
60	с ними	2	5
61	конечно не	6	5
62	не менее	3	4
63	всех этих	3	4
64	ни в	10	4
65	же время	5	4
66	зависимости от	2	4
67	в смысле	5	4
68	в узком	2	4
69	в зависимости	2	4
70	его не	2	4
71	то же	12	4
72	что оно	4	4
73	в той	3	4
74	в таком	4	4
75	а в	4	4
76	в то	6	4
77	или прямо	2	4
78	его в	3	4
79	так как	14	4
80	или как	3	4
81	если она	2	3
82	смысла и	2	3
83	перед нами	2	3
84	что в	7	3
85	хотя бы	4	3
86	и от	3	3
87	человека и	2	3
88	должна быть	5	3
89	сама по	7	3
90	что и	5	3
91	но это	7	3
92	связи с	4	3
93	на этом	2	3
94	и как	10	3
95	и часто	2	3
96	в ней	2	3
97	к нему	4	3
98	в некоторых	2	3
99	быть и	4	3
100	и остается	2	3
101	бы и	2	3
102	с точки	8	3
103	сказать что	10	3
104	между тем	2	3
105	может иметь	3	3
106	говорить о	5	3
107	в чем	3	3
108	как это	7	3
109	во всяком	2	3
110	может не	4	2
111	в данном	3	2
112	уже в	4	2
113	не было	3	2
114	в сфере	2	2
115	и более	3	2
116	независимо от	4	2
117	но он	4	2
118	того как	2	2
119	тогда когда	6	2
120	только о	2	2
121	в себе	15	2
122	что он	6	2
123	без всякого	4	2
124	с ее	2	2
125	в одно	5	2
126	более или	2	2
127	и нет	2	2
128	себе как	3	2
129	только и	2	2
130	мы уже	8	2
131	в поэзии	7	2
132	или на	2	2
133	нем и	2	2
134	за пределы	4	2
135	же и	9	2
136	всяком случае	2	2
137	даже в	3	2
138	но мы	2	2
139	сих пор	2	2
140	на его	2	2
141	то что	14	2
142	вместе с	2	2
143	на него	2	2
144	или менее	2	2
145	а именно	5	2
146	в их	2	2
147	кроме того	3	2
148	смысл и	2	2
149	в связи	4	2
150	далее в	2	2
151	с этим	3	2
152	может и	2	2
153	т д	15	2
154	в виде	2	2
155	именно в	2	2
156	это и	3	2
157	они не	3	2
158	или в	2	2
159	на мир	2	2
160	также и	2	2
161	в результате	2	2
162	и при	2	2
163	он не	4	2
164	нуждается в	3	2
165	но как	5	2
166	в другом	4	2
167	о том	5	2
168	как он	4	2
169	бы только	2	2
170	в области	2	2
171	в одном	4	2
172	до сих	2	2
