N	2gram	Losev_Prob_4	Russkaja
1	не может	5	22
2	и не	28	19
3	в том	20	17
4	в этом	9	17
5	и в	20	14
6	то что	15	13
7	таким образом	8	11
8	то же	7	11
9	точки зрения	14	11
10	но и	14	10
11	в то	4	10
12	том что	12	9
13	не только	24	9
14	в себе	12	9
15	с точки	11	9
16	может быть	9	9
17	во всяком	8	9
18	прежде всего	11	8
19	того чтобы	2	8
20	ни к	2	7
21	отнюдь не	10	7
22	к тому	3	7
23	и если	5	7
24	не будет	2	7
25	самом деле	3	7
26	в данном	6	7
27	мы должны	3	7
28	о том	5	7
29	и с	7	7
30	если бы	8	6
31	на самом	5	6
32	что он	8	6
33	и к	3	6
34	с тем	4	6
35	для него	3	6
36	для того	3	6
37	для всех	3	6
38	всяком случае	4	6
39	все это	9	6
40	в своем	3	6
41	и для	4	6
42	между собой	2	5
43	жизни в	2	5
44	хотя бы	7	5
45	и на	3	5
46	или иной	13	5
47	при этом	6	5
48	было бы	14	5
49	конечно не	3	5
50	в своей	4	5
51	он не	2	5
52	в нем	5	5
53	во всех	4	5
54	и только	4	5
55	из которых	3	5
56	а в	4	5
57	потому что	15	5
58	только в	23	5
59	но не	5	4
60	что в	3	4
61	как и	6	4
62	более или	2	4
63	как бы	4	4
64	себе и	3	4
65	все же	2	4
66	себя в	2	4
67	жизни и	5	4
68	в корне	2	4
69	вместе с	5	4
70	или менее	2	4
71	в совершенно	2	4
72	на земле	2	4
73	не в	13	4
74	смотреть на	2	4
75	можно было	4	4
76	и то	2	4
77	в этой	4	4
78	во всем	2	4
79	в его	3	4
80	его в	2	4
81	идет речь	2	4
82	так как	5	4
83	для них	2	3
84	что это	2	3
85	можно ли	3	3
86	именно в	7	3
87	в конце	2	3
88	при условии	2	3
89	о которых	2	3
90	всех этих	6	3
91	да и	5	3
92	и как	3	3
93	в другом	3	3
94	то в	2	3
95	что они	2	3
96	так чтобы	2	3
97	в качестве	10	3
98	еще не	7	3
99	несмотря на	4	3
100	в самом	2	3
101	ни одна	2	3
102	том чтобы	2	3
103	одной из	4	3
104	той или	14	3
105	но если	6	3
106	и потому	7	3
107	и этот	3	3
108	для этого	2	3
109	то это	3	3
110	что и	3	3
111	не есть	12	3
112	и т	4	3
113	из них	3	3
114	все они	3	3
115	данном случае	5	3
116	только к	3	3
117	не было	3	3
118	в значительной	2	3
119	и по	2	3
120	друг друга	2	3
121	или в	5	3
122	приходит к	2	3
123	тем что	3	3
124	и во	4	3
125	в виде	22	3
126	говорить о	2	3
127	связи с	3	3
128	из этого	3	3
129	и ни	5	3
130	в сознании	3	3
131	всю эту	2	2
132	только для	3	2
133	этого не	2	2
134	сама по	2	2
135	и более	3	2
136	от нас	2	2
137	и есть	4	2
138	в частности	2	2
139	по этому	2	2
140	в меру	2	2
141	но даже	4	2
142	были бы	3	2
143	другом случае	2	2
144	и от	6	2
145	с этим	4	2
146	точно так	3	2
147	представить себе	2	2
148	ясно что	7	2
149	или иного	3	2
150	по себе	11	2
151	ни в	17	2
152	уже не	5	2
153	так что	6	2
154	это есть	3	2
155	но это	6	2
156	является не	2	2
157	вся эта	2	2
158	указывает на	4	2
159	отличается от	4	2
160	совершенно не	3	2
161	и о	5	2
162	в ней	7	2
163	и является	3	2
164	в котором	2	2
165	для себя	2	2
166	и тем	7	2
167	на этой	2	2
168	не к	2	2
169	для нас	6	2
170	но она	3	2
171	и тогда	2	2
172	даже если	3	2
173	если не	3	2
174	все эти	16	2
175	не просто	16	2
176	только на	2	2
177	и что	2	2
178	тем самым	4	2
179	а не	7	2
180	значительной мере	2	2
181	и наконец	4	2
182	и даже	9	2
183	не так	3	2
184	к нему	3	2
185	так же	5	2
186	в других	2	2
187	в таком	6	2
188	в результате	8	2
189	мы можем	3	2
190	не тем	2	2
191	даже и	13	2
192	бы для	2	2
193	в начале	3	2
194	того или	3	2
195	как будто	11	2
196	в этих	5	2
197	с ним	4	2
198	в области	3	2
199	но в	8	2
