N	2gram	Vygotskiy__3	VelikijI
1	и не	10	20
2	и в	38	16
3	то что	35	9
4	так как	6	9
5	в истории	2	8
6	что они	4	7
7	а не	7	7
8	как бы	14	5
9	но и	5	5
10	все это	3	5
11	того что	4	5
12	что все	3	4
13	и я	2	4
14	что он	11	4
15	в нем	4	4
16	как и	8	4
17	в котором	6	4
18	мы хотим	3	4
19	что не	3	4
20	потому что	14	4
21	в этом	13	4
22	в ней	15	4
23	и все	10	4
24	в его	5	4
25	должна быть	5	3
26	что в	20	3
27	в этих	2	3
28	в них	3	3
29	в конце	2	3
30	ни в	3	3
31	в том	25	3
32	не в	12	3
33	но это	3	3
34	тот же	3	3
35	и мы	13	3
36	к тому	6	3
37	во всех	4	3
38	никогда не	4	3
39	то это	2	3
40	что и	4	3
41	в своей	5	3
42	тому что	6	3
43	отвращение к	3	3
44	и что	18	3
45	к чему	6	3
46	не имеет	6	3
47	хотя бы	2	3
48	и для	4	3
49	их в	2	3
50	все эти	4	3
51	но в	3	3
52	не могут	2	2
53	с тем	8	2
54	его к	2	2
55	под этим	2	2
56	для нас	8	2
57	том что	14	2
58	одна из	4	2
59	не к	3	2
60	конечно не	4	2
61	для него	2	2
62	когда в	4	2
63	того чтобы	9	2
64	и во	2	2
65	не только	12	2
66	не могли	4	2
67	один из	6	2
68	но мы	2	2
69	и т	14	2
70	ее в	4	2
71	т д	4	2
72	а с	2	2
73	тем что	3	2
74	мы не	5	2
75	уже не	2	2
76	материалом для	2	2
77	не так	3	2
78	а в	7	2
79	с ним	2	2
80	я говорю	3	2
81	и то	8	2
82	между тем	7	2
83	только в	4	2
84	и это	8	2
85	мы слышим	2	2
86	во всяком	2	2
