N	2gram	Medvedev_F_3	Vladivir
1	и в	27	31
2	не только	9	24
3	а к	2	22
4	но и	10	19
5	то что	8	18
6	и не	30	17
7	и даже	2	15
8	он был	4	14
9	том что	4	14
10	что в	8	14
11	в этом	18	14
12	и с	3	14
13	что он	6	12
14	в его	7	12
15	но в	6	12
16	с его	2	11
17	в том	7	11
18	потому что	7	11
19	о том	4	11
20	никогда не	5	9
21	как мы	8	9
22	только в	8	9
23	в конце	3	9
24	в дальнейшем	5	8
25	в то	7	8
26	так как	9	8
27	уже в	4	7
28	о нем	3	7
29	как раз	8	7
30	и его	19	7
31	как это	4	7
32	сказать что	3	7
33	мы уже	3	7
34	он и	3	6
35	к этому	2	6
36	можно сказать	3	6
37	у нас	3	6
38	того же	3	6
39	и потому	5	6
40	может быть	25	6
41	в котором	2	6
42	так и	21	6
43	не может	24	6
44	то же	15	6
45	и что	3	6
46	то он	3	6
47	все это	7	5
48	вовсе не	28	5
49	не в	12	5
50	и от	11	5
51	что и	2	5
52	жизни и	4	5
53	что же	5	5
54	в своих	6	5
55	же время	7	4
56	в своем	2	4
57	и все	8	4
58	и теперь	6	4
59	этом смысле	2	4
60	в нем	15	4
61	главным образом	2	4
62	для нас	3	4
63	в себе	3	4
64	да и	4	4
65	как и	14	4
66	и как	4	4
67	мы и	3	4
68	в этой	2	4
69	совсем не	5	4
70	никак не	3	4
71	еще в	3	4
72	в своей	6	4
73	ни с	2	4
74	в истории	5	4
75	в нас	2	4
76	как он	2	4
77	дело в	2	4
78	в россии	2	4
79	мы увидим	2	3
80	в общем	2	3
81	к тому	4	3
82	отнюдь не	8	3
83	с другой	6	3
84	раз и	3	3
85	в жизни	11	3
86	как в	4	3
87	но не	5	3
88	но это	2	3
89	что они	5	3
90	ничего не	2	3
91	и из	2	3
92	за пределы	2	3
93	конце концов	2	3
94	все же	6	3
95	в целом	4	3
96	вместе с	6	3
97	только на	4	3
98	другой стороны	5	3
99	в отношении	2	3
100	в связи	4	3
101	и речи	2	3
102	таким образом	18	3
103	человека как	2	3
104	все эти	6	3
105	уже не	3	3
106	и очень	2	3
107	и притом	2	3
108	жизнь и	3	3
109	что этот	2	3
110	и на	3	3
111	это можно	2	3
112	то мы	3	3
113	к его	3	3
114	здесь не	2	3
115	и действительно	2	3
116	место в	10	2
117	по учению	2	2
118	тем что	5	2
119	нисколько не	2	2
120	с тем	7	2
121	не менее	7	2
122	нет и	3	2
123	в них	3	2
124	хотя бы	6	2
125	на все	2	2
126	ясно что	3	2
127	одной из	2	2
128	тем не	2	2
129	мы знаем	4	2
130	ни в	8	2
131	это и	2	2
132	от него	2	2
133	на этом	2	2
134	учение о	2	2
135	еще не	6	2
136	при этом	8	2
137	того что	3	2
138	было бы	6	2
139	кажется что	2	2
140	совершенно не	7	2
141	ними и	2	2
142	в самом	11	2
143	конечно не	4	2
144	одним из	3	2
145	всяком случае	6	2
146	даже в	2	2
147	и т	11	2
148	из них	2	2
149	дело не	2	2
150	из этого	4	2
151	который был	2	2
152	со стороны	4	2
153	что она	2	2
154	именно так	5	2
155	т д	6	2
156	и для	6	2
157	россии и	2	2
158	лишь в	9	2
159	того чтобы	5	2
160	для того	4	2
161	той же	3	2
162	в философии	2	2
163	в результате	5	2
164	во всяком	6	2
165	знаем что	2	2
166	точки зрения	16	2
167	в каком	2	2
168	из этих	2	2
169	мы должны	2	2
170	и это	2	2
171	в полной	2	2
