N	2gram	Voloshinov_1	Komedia
1	и в	38	26
2	и не	14	14
3	к тому	4	12
4	так и	6	12
5	и его	7	12
6	в том	2	11
7	тому же	2	11
8	может быть	13	11
9	но и	13	10
10	в этом	10	10
11	том что	3	9
12	если бы	4	9
13	вместе с	5	9
14	ясно что	2	8
15	было бы	7	8
16	и на	6	7
17	из них	3	7
18	не только	27	7
19	что и	3	7
20	ли не	2	7
21	то что	8	6
22	еще не	3	6
23	в нем	4	6
24	того чтобы	7	6
25	потому что	5	6
26	и здесь	3	6
27	в то	9	6
28	о том	4	6
29	таким образом	7	6
30	с его	7	5
31	с тем	8	5
32	независимо от	5	5
33	в которой	7	5
34	к этому	2	5
35	что он	2	5
36	в качестве	4	5
37	один из	4	5
38	с этим	2	5
39	для того	9	5
40	и с	5	5
41	место в	2	4
42	уже в	5	4
43	в частности	3	4
44	в этих	2	4
45	тому что	5	4
46	что у	3	4
47	и от	7	4
48	прежде всего	21	4
49	как мы	9	4
50	как и	10	4
51	в целом	4	4
52	одной из	2	4
53	хотя и	3	4
54	в его	6	4
55	все же	7	4
56	в самом	4	4
57	в середине	2	4
58	и для	3	4
59	можно было	4	4
60	точки зрения	10	4
61	в начале	3	4
62	только в	6	4
63	что это	4	4
64	так как	7	4
65	как это	5	4
66	его в	4	4
67	между тем	3	4
68	это слово	2	4
69	для всех	2	3
70	представить себе	3	3
71	так называемой	4	3
72	вопрос о	2	3
73	того времени	4	3
74	в тех	3	3
75	мы найдем	2	3
76	жизни и	3	3
77	но все	4	3
78	связи с	3	3
79	но не	2	3
80	во всех	6	3
81	же время	7	3
82	для нас	3	3
83	и сам	2	3
84	из которых	3	3
85	да и	4	3
86	в ней	8	3
87	в котором	3	3
88	себя в	4	3
89	друг другу	2	3
90	в своей	2	3
91	и их	5	3
92	все это	4	3
93	при всем	2	3
94	в связи	2	3
95	той же	5	3
96	то же	14	3
97	ответ на	2	3
98	не было	2	3
99	как в	2	3
100	к нему	2	3
101	друг друга	2	3
102	а в	5	3
103	или в	2	3
104	человека в	2	3
105	тем что	2	3
106	не может	12	3
107	в этой	6	3
108	но в	5	3
109	и поэтому	3	3
110	мы можем	7	3
111	в голову	3	2
112	все время	5	2
113	в какой-то	2	2
114	отнюдь не	10	2
115	однако в	2	2
116	в нашем	5	2
117	не всегда	2	2
118	в какой	2	2
119	это не	3	2
120	в так	2	2
121	в конце	6	2
122	в одном	3	2
123	с собой	2	2
124	вовсе не	2	2
125	и жизнь	2	2
126	что именно	3	2
127	нет и	3	2
128	даже на	2	2
129	и к	4	2
130	об этом	3	2
131	в ее	3	2
132	не в	6	2
133	должна была	2	2
134	тот же	2	2
135	по своему	3	2
136	а на	2	2
137	только потому	2	2
138	связанных с	3	2
139	как не	2	2
140	от того	3	2
141	он не	2	2
142	как бы	28	2
143	которые в	2	2
144	не является	5	2
145	хотя бы	18	2
146	и это	7	2
147	в мире	2	2
148	отношение к	2	2
149	не говоря	2	2
150	сих пор	2	2
151	всего в	3	2
152	целый ряд	3	2
153	все больше	2	2
154	если не	3	2
155	еще более	2	2
156	в той	5	2
157	с самого	4	2
158	бы и	2	2
159	да еще	2	2
160	роль в	3	2
161	мы не	9	2
162	теперь в	3	2
163	чуть ли	2	2
164	на это	4	2
165	и все	4	2
166	бы в	5	2
167	мы имеем	2	2
168	в виду	3	2
