N	2gram	Bakhtin_Pr_4	Vvedenie
1	и в	46	32
2	в том	9	31
3	в этом	16	30
4	может быть	23	26
5	том что	4	26
6	не только	14	22
7	таким образом	4	19
8	также и	3	18
9	то что	4	16
10	потому что	4	15
11	так как	5	15
12	не может	19	14
13	в самом	9	13
14	в нем	17	13
15	о том	5	13
16	в общем	2	12
17	в их	4	12
18	и не	27	12
19	в его	9	12
20	только в	6	12
21	как мы	12	11
22	что такое	2	11
23	в данном	2	11
24	языка и	2	10
25	что в	4	10
26	но в	6	9
27	и как	2	9
28	между тем	2	9
29	этом смысле	2	9
30	по себе	7	9
31	то же	6	9
32	в той	3	9
33	не менее	2	8
34	с другой	3	8
35	это не	5	8
36	не в	10	8
37	прежде всего	9	7
38	вопрос о	2	7
39	в большей	2	7
40	точки зрения	11	7
41	о котором	2	7
42	но не	4	7
43	было бы	3	7
44	все же	4	7
45	самом деле	4	7
46	можно было	2	7
47	не могут	3	6
48	из этих	3	6
49	до сих	8	6
50	смысле слова	2	6
51	же время	5	6
52	но и	12	6
53	все это	6	6
54	и даже	3	6
55	широком смысле	2	6
56	в то	5	6
57	как он	3	6
58	вовсе не	9	6
59	как и	12	6
60	сих пор	8	6
61	хотя бы	2	6
62	и его	6	6
63	этот вопрос	2	6
64	тем что	3	6
65	и это	3	6
66	уже в	4	5
67	так что	2	5
68	на этот	2	5
69	но если	3	5
70	как бы	19	5
71	и тем	2	5
72	а как	2	5
73	другой стороны	3	5
74	одним из	3	5
75	в которых	2	5
76	сказать что	2	5
77	об этом	2	5
78	есть и	2	5
79	на почве	2	5
80	вместе с	2	5
81	а не	11	5
82	могут быть	2	5
83	в каждом	6	4
84	времени и	2	4
85	в котором	5	4
86	по мере	4	4
87	здесь нет	3	4
88	по отношению	5	4
89	еще и	4	4
90	и что	3	4
91	а в	2	4
92	но ведь	2	4
93	мы имеем	3	4
94	от этого	2	4
95	что он	6	4
96	еще не	7	4
97	отношению к	5	4
98	в своей	3	4
99	как раз	7	4
100	связи между	2	4
101	уже не	4	4
102	и для	3	4
103	речь в	2	4
104	той же	3	4
105	во всяком	2	4
106	в себе	7	4
107	и т.д	3	4
108	он сам	2	3
109	сама по	2	3
110	в этих	4	3
111	или меньшей	2	3
112	в конце	3	3
113	бы и	2	3
114	можно сказать	4	3
115	к тому	2	3
116	да и	4	3
117	в строгом	2	3
118	в известной	2	3
119	но все	2	3
120	в этой	3	3
121	на этом	3	3
122	большей или	2	3
123	до конца	4	3
124	при этом	5	3
125	хотя и	6	3
126	именно как	2	3
127	в виду	4	3
128	себе что	2	3
129	то это	3	3
130	к нему	5	3
131	отношение к	3	3
132	на том	2	3
133	в своем	3	3
134	все эти	4	3
135	и других	4	3
136	свое время	2	3
137	так же	3	3
138	и на	11	3
139	в результате	2	3
140	языка в	2	3
141	уже после	3	3
142	если бы	3	3
143	не как	3	3
144	стороны и	2	3
145	в различных	3	3
146	и к	9	3
147	строгом смысле	2	3
148	так чтобы	3	3
149	в одном	11	3
150	своей природе	2	3
151	в сущности	7	3
152	в свое	2	3
153	что и	3	3
154	дело в	3	3
155	своего рода	4	3
156	что же	3	3
157	но с	2	3
158	в центре	3	3
159	все время	2	2
160	же как	2	2
161	должна быть	2	2
162	и другие	3	2
163	никогда не	6	2
164	для этого	2	2
165	в отношении	3	2
166	или иной	2	2
167	не нужно	2	2
168	но это	6	2
169	и сам	5	2
170	не к	3	2
171	значение в	2	2
172	но дело	2	2
173	не было	2	2
174	с помощью	3	2
175	этих случаях	2	2
176	должно быть	4	2
177	рядом с	5	2
178	только так	2	2
179	и совершенно	2	2
180	и с	7	2
181	и так	2	2
182	с этим	2	2
183	он и	4	2
184	той или	2	2
185	и здесь	4	2
186	единого и	2	2
187	бы в	3	2
188	так и	4	2
189	могло бы	2	2
190	романов достоевского	2	2
191	о которых	2	2
192	у нас	2	2
193	по существу	3	2
194	его к	2	2
195	и при	3	2
196	того же	3	2
197	во всех	5	2
198	что мы	2	2
199	жизни и	5	2
200	мы уже	3	2
201	себе и	3	2
202	том же	4	2
203	этого слова	2	2
204	и до	3	2
205	него в	3	2
206	мысли и	2	2
207	только на	3	2
208	в языке	2	2
209	того как	2	2
210	между ними	10	2
211	с точки	9	2
212	мы не	4	2
213	мы можем	4	2
214	в другом	2	2
215	если же	5	2
216	здесь не	4	2
217	одна из	2	2
218	ничего не	2	2
219	не могли	2	2
