N	2gram	Voloshinov_1	Hudozhes
1	том что	5	16
2	и в	15	14
3	так и	10	13
4	а не	2	12
5	в том	4	12
6	не только	5	12
7	при этом	7	12
8	прежде всего	11	11
9	в этом	13	11
10	в себе	4	11
11	для него	5	10
12	в своей	9	10
13	у него	3	9
14	что он	8	9
15	как и	6	9
16	в качестве	2	9
17	то же	7	9
18	как в	3	8
19	то что	10	8
20	же время	5	8
21	отношению к	9	8
22	по отношению	11	8
23	между тем	2	8
24	в этой	5	8
25	в то	6	8
26	в его	9	8
27	ничего не	2	8
28	это не	2	7
29	к тому	4	7
30	уже не	5	7
31	не в	4	7
32	еще не	7	7
33	как бы	11	7
34	не может	13	7
35	именно в	3	7
36	а в	6	7
37	никогда не	7	6
38	что в	6	6
39	читателя в	3	6
40	было бы	6	6
41	жизни в	3	6
42	человека в	3	6
43	не менее	3	5
44	с его	8	5
45	в этих	2	5
46	к себе	3	5
47	об этом	4	5
48	может быть	13	5
49	только в	6	5
50	но и	4	5
51	во второй	5	5
52	жизни и	5	5
53	по мнению	6	5
54	самом деле	7	5
55	и его	15	5
56	потому что	4	5
57	ни в	6	5
58	точки зрения	13	5
59	но в	9	5
60	тому что	3	4
61	в своем	2	4
62	и все	4	4
63	можно сказать	4	4
64	и к	7	4
65	тем не	2	4
66	она не	2	4
67	мы уже	5	4
68	в самом	6	4
69	и о	3	4
70	в ней	5	4
71	один из	4	4
72	что она	2	4
73	в я	2	4
74	себя в	2	4
75	как раз	2	4
76	в центре	3	4
77	не было	4	4
78	того что	2	4
79	он не	4	4
80	с ним	12	4
81	и с	7	4
82	но не	5	3
83	если бы	3	3
84	отнюдь не	2	3
85	в следующей	5	3
86	с этим	6	3
87	и смерти	2	3
88	как мы	10	3
89	в ее	4	3
90	как его	2	3
91	на этом	5	3
92	что при	2	3
93	в нем	4	3
94	все же	5	3
95	следующей главе	3	3
96	со стороны	2	3
97	приводит к	2	3
98	и для	2	3
99	этом отношении	2	3
100	все эти	9	3
101	того чтобы	2	3
102	и даже	2	3
103	с точки	10	3
104	и по	5	3
105	в таком	3	3
106	в своих	4	3
107	однако и	2	3
108	и на	3	3
109	будто бы	2	3
110	его в	8	3
111	в человеке	5	2
112	себя и	3	2
113	уже знаем	3	2
114	матери и	2	2
115	в одной	2	2
116	и потому	8	2
117	в себя	5	2
118	по себе	2	2
119	мы знаем	7	2
120	жизни так	3	2
121	одна из	3	2
122	и что	3	2
123	в целом	2	2
124	до конца	5	2
125	только на	2	2
126	в него	2	2
127	его жизни	6	2
128	каждого человека	2	2
129	сих пор	3	2
130	на него	4	2
131	что же	4	2
132	как по	2	2
133	приходит в	2	2
134	все это	5	2
135	не знает	3	2
136	и не	16	2
137	на самом	2	2
138	они не	2	2
139	вся жизнь	2	2
140	должно быть	2	2
141	той же	2	2
142	с ними	4	2
143	другому человеку	2	2
144	с ее	3	2
145	характер и	2	2
146	в первый	4	2
147	не следует	2	2
148	так сказать	3	2
149	я и	6	2
150	мы не	4	2
151	до сих	3	2
