N	2gram	Tiupa_Anal_2	Problema
1	то есть	9	46
2	в его	2	43
3	и не	12	42
4	и в	16	38
5	эстетического объекта	3	37
6	не может	4	27
7	может быть	6	26
8	как бы	10	22
9	по отношению	4	21
10	отнюдь не	8	19
11	отношению к	4	19
12	и его	4	16
13	в этом	18	15
14	прежде всего	3	13
15	только в	4	13
16	за пределы	4	12
17	но не	4	12
18	художественного произведения	2	11
19	во всех	4	11
20	и для	2	11
21	в их	3	10
22	таким образом	2	10
23	в поэзии	2	9
24	но и	12	9
25	не имеет	2	9
26	его в	2	9
27	не только	16	9
28	место в	3	8
29	в том	12	8
30	точки зрения	4	8
31	произведения как	2	8
32	было бы	3	8
33	для нее	2	8
34	то что	7	8
35	что в	2	7
36	с другой	6	7
37	вообще не	2	7
38	не в	4	7
39	в самом	6	7
40	эстетический анализ	2	7
41	объекта и	2	7
42	между тем	2	7
43	как и	14	7
44	еще не	2	7
45	в своей	2	7
46	как мы	3	7
47	в пределах	9	6
48	а в	3	6
49	на основе	2	6
50	не есть	2	6
51	с точки	2	6
52	отношения к	2	6
53	ничего не	9	6
54	то же	4	5
55	в своем	4	5
56	при этом	10	5
57	имеет место	4	5
58	никогда не	3	5
59	с ним	2	5
60	произведения в	5	5
61	так и	15	5
62	в отличие	2	5
63	а не	10	5
64	могут быть	10	5
65	отличие от	2	5
66	не менее	4	4
67	в нашем	3	4
68	в конечном	3	4
69	другой стороны	2	4
70	данном случае	5	4
71	с ними	3	4
72	сказать что	2	4
73	в то	2	4
74	о том	7	4
75	в произведении	2	4
76	но в	6	4
77	конечном счете	2	4
78	не с	4	4
79	как в	4	4
80	тем самым	4	4
81	можно было	3	4
82	в данном	8	4
83	композиционная форма	4	4
84	в себе	7	4
85	композиционных форм	2	3
86	и иной	2	3
87	вследствие этого	2	3
88	тем не	3	3
89	его как	2	3
90	имеем дело	3	3
91	же время	2	3
92	одной стороны	4	3
93	несмотря на	3	3
94	с действительностью	2	3
95	хотя и	4	3
96	и тем	4	3
97	в целом	8	3
98	все это	4	3
99	и другими	2	3
100	с одной	5	3
101	и даже	9	3
102	и на	6	3
103	а как	2	3
104	если бы	3	3
105	и все	3	3
106	этом смысле	2	3
107	на фоне	3	3
108	и к	5	3
109	том что	12	3
110	говорить о	6	3
111	все что	2	3
112	одной из	3	3
113	он не	2	3
114	на него	2	3
115	приводит к	3	3
116	в мире	6	3
117	в таком	2	3
118	не знает	3	3
119	едва ли	3	3
120	на этом	4	2
121	в частности	16	2
122	в этих	2	2
123	столь же	4	2
124	что все	2	2
125	была бы	2	2
126	на то	2	2
127	или иной	3	2
128	можно сказать	4	2
129	с самим	3	2
130	в значительной	2	2
131	по поводу	3	2
132	совпадает с	4	2
133	той или	3	2
134	в котором	2	2
135	ни с	2	2
136	особенно в	7	2
137	этом отношении	3	2
138	лишь в	9	2
139	того что	2	2
140	не следует	2	2
141	к его	2	2
142	того или	3	2
143	как это	6	2
144	мы имеем	3	2
145	художественного восприятия	2	2
146	себе не	2	2
147	и во	2	2
148	к этому	2	2
149	вовсе не	2	2
150	или иного	3	2
151	по существу	2	2
152	здесь в	2	2
153	имеют место	2	2
154	она не	2	2
155	что и	3	2
156	себя в	2	2
157	момент его	2	2
158	в двух	2	2
159	в себя	4	2
160	к своему	2	2
161	и он	2	2
162	художественного впечатления	17	2
163	или в	3	2
164	тем что	3	2
165	или точнее	2	2
166	в таких	2	2
