N	2gram	Losev_Prob_3	Marksizm
1	точки зрения	5	34
2	может быть	28	26
3	и не	35	26
4	не может	7	24
5	с точки	2	20
6	и в	44	19
7	и его	5	19
8	таким образом	9	17
9	в этом	17	16
10	как бы	9	15
11	в процессе	2	14
12	прежде всего	3	13
13	языка и	4	13
14	как мы	8	13
15	как и	10	12
16	так и	10	11
17	если мы	16	11
18	и для	2	11
19	связи с	8	11
20	в самом	3	10
21	в нем	9	10
22	в слове	2	10
23	ни было	3	10
24	самом деле	3	10
25	для него	3	9
26	в результате	2	9
27	только в	19	9
28	при этом	4	8
29	в контексте	2	8
30	бы то	4	8
31	но и	10	8
32	то ни	6	8
33	друг друга	2	8
34	до сих	2	8
35	не только	14	8
36	все же	6	8
37	то что	23	8
38	сих пор	2	8
39	в связи	7	7
40	все эти	7	7
41	так же	5	7
42	но в	12	7
43	в ее	4	7
44	во всех	2	7
45	то же	13	7
46	а не	18	7
47	слова как	2	7
48	в том	21	6
49	кроме того	3	6
50	является не	2	6
51	в настоящее	2	6
52	другой стороны	5	6
53	и здесь	5	6
54	настоящее время	2	6
55	отнюдь не	10	6
56	того же	2	6
57	в его	9	6
58	мы не	7	6
59	ничего не	3	6
60	с другой	7	5
61	в конце	5	5
62	именно в	2	5
63	не в	13	5
64	в начале	2	5
65	и потому	7	5
66	знака к	2	5
67	и все	3	5
68	вовсе не	37	5
69	за пределы	5	5
70	в отличие	2	5
71	знак и	3	5
72	хотя бы	3	5
73	знака и	4	5
74	этот вопрос	3	5
75	во всяком	9	5
76	ничего общего	7	5
77	ясно что	6	5
78	отличие от	3	5
79	что в	8	4
80	не менее	10	4
81	в отношении	2	4
82	в ней	5	4
83	не является	11	4
84	от того	2	4
85	не столько	2	4
86	а в	5	4
87	сказать что	16	4
88	чем же	4	4
89	что слово	2	4
90	с этим	2	4
91	по себе	25	4
92	в условиях	3	4
93	еще не	5	4
94	было бы	8	4
95	не будем	2	4
96	что же	8	4
97	как в	5	4
98	только на	5	4
99	в данном	9	4
100	он является	3	3
101	и есть	5	3
102	формы и	3	3
103	и от	9	3
104	а как	2	3
105	здесь в	3	3
106	или иной	8	3
107	можно сказать	6	3
108	всякий знак	12	3
109	и как	3	3
110	но именно	2	3
111	не имеют	4	3
112	действительности но	2	3
113	в котором	2	3
114	знак как	3	3
115	из них	2	3
116	все это	5	3
117	не было	5	3
118	конце концов	3	3
119	того что	8	3
120	к другой	2	3
121	не имеет	9	3
122	с другими	3	3
123	только при	4	3
124	в то	9	3
125	же самое	9	3
126	его в	3	3
127	нет ничего	6	3
128	в каком	4	3
129	и к	6	3
130	этом случае	5	3
131	она может	2	3
132	том что	12	3
133	и при	2	3
134	мы должны	7	3
135	совершенно не	4	3
136	общего с	3	3
137	мы говорили	2	3
138	он не	8	3
139	не есть	35	3
140	в своей	5	3
141	быть и	3	3
142	это и	7	3
143	на самом	7	3
144	имеет свою	3	3
145	и следовательно	2	3
146	на этот	4	3
147	но все	3	3
148	является в	2	3
149	эта последняя	2	3
150	и ее	3	3
151	знак в	4	3
152	слова и	3	3
153	и это	9	3
154	в которой	2	3
155	сама по	8	2
156	же как	3	2
157	в частности	2	2
158	никогда не	6	2
159	тому что	4	2
160	в своем	5	2
161	же деле	4	2
162	что все	2	2
163	первый план	2	2
164	именно здесь	2	2
165	тем не	10	2
166	ни в	8	2
167	как она	2	2
168	знака с	3	2
169	к проблеме	2	2
170	но если	6	2
171	и является	4	2
172	в виду	10	2
173	всяком случае	6	2
174	в нашем	5	2
175	с ее	2	2
176	жизни и	6	2
177	мы скажем	2	2
178	и только	6	2
179	от знака	2	2
180	не просто	23	2
181	это так	2	2
182	и даже	14	2
183	можно было	4	2
184	с этой	3	2
185	ведь в	2	2
186	это является	3	2
187	же и	4	2
188	о том	6	2
189	так как	9	2
190	бы в	2	2
191	и с	9	2
192	в основе	2	2
193	ни к	3	2
194	и более	2	2
195	для них	2	2
196	если бы	3	2
197	имеет значение	6	2
198	и во	2	2
199	и знак	2	2
200	быть в	2	2
201	что он	9	2
202	в себе	8	2
203	художественный образ	9	2
204	у нас	10	2
205	то в	3	2
206	самом же	4	2
207	от него	2	2
208	в качестве	3	2
209	там и	3	2
210	она не	3	2
211	другими словами	6	2
212	мы уже	4	2
213	деле если	2	2
214	к тому	3	2
215	ни о	3	2
216	на первый	4	2
217	этого слова	5	2
218	что и	9	2
219	и сама	2	2
220	как раз	8	2
221	из которых	2	2
222	что такое	3	2
223	в таком	5	2
224	или в	4	2
225	образ и	3	2
226	мы можем	6	2
227	тем что	4	2
228	которой она	3	2
229	могут быть	2	2
230	в другом	2	2
231	и вообще	8	2
232	данного знака	2	2
233	жизни но	2	2
234	как оно	3	2
235	таком случае	4	2
236	из этого	3	2
237	в чем	4	2
238	из него	2	2
