N	2gram	Tiupa_Anal_3	Istorich
1	и в	18	25
2	что он	4	22
3	вместе с	2	22
4	может быть	9	17
5	мы имеем	5	14
6	не только	22	13
7	но и	13	13
8	в его	7	12
9	и не	12	11
10	уже не	5	11
11	все же	4	10
12	в этом	14	10
13	тем что	2	10
14	с другой	7	9
15	его в	3	9
16	и его	13	9
17	таким образом	4	9
18	с тем	2	8
19	что в	9	8
20	том что	12	8
21	еще не	6	8
22	связь с	2	8
23	другой стороны	5	8
24	все эти	2	8
25	и на	4	8
26	в частности	12	7
27	в качестве	12	7
28	как и	14	7
29	то что	2	7
30	одной стороны	2	7
31	в нем	2	7
32	с одной	2	7
33	в иной	2	7
34	и здесь	2	7
35	представляет собой	5	7
36	только в	2	7
37	о том	6	7
38	это не	2	6
39	прежде всего	5	6
40	что и	5	6
41	себя в	4	6
42	как в	3	6
43	не может	2	6
44	и он	2	6
45	не в	6	6
46	могут быть	2	6
47	в том	9	6
48	там где	2	6
49	с этим	3	5
50	но не	7	5
51	например в	2	5
52	в ней	2	5
53	с появлением	2	5
54	входит в	2	5
55	мы не	3	5
56	не менее	4	4
57	не как	2	4
58	не всегда	3	4
59	тем не	2	4
60	в ее	3	4
61	в дальнейшем	2	4
62	в пределах	4	4
63	все это	3	4
64	то же	3	4
65	он не	6	4
66	никогда не	5	3
67	и как	4	3
68	и все	2	3
69	в целом	3	3
70	в свою	5	3
71	в этой	6	3
72	в то	3	3
73	в себя	2	3
74	если в	3	3
75	на себя	2	3
76	в форме	2	3
77	в особенности	3	3
78	его не	3	3
79	а в	10	3
80	в данном	4	3
81	в русской	7	3
82	героя и	4	3
83	перед нами	4	2
84	уже в	3	2
85	к этому	3	2
86	по себе	4	2
87	можно сказать	4	2
88	об этом	2	2
89	о которых	2	2
90	же в	2	2
91	одна из	2	2
92	очевидно что	2	2
93	того же	5	2
94	и сам	4	2
95	несмотря на	2	2
96	во сне	3	2
97	как бы	10	2
98	и потому	2	2
99	даже в	2	2
100	один из	2	2
101	отношению к	7	2
102	когда он	2	2
103	во всех	2	2
104	данном случае	3	2
105	со стороны	9	2
106	говорит о	2	2
107	совершенно не	2	2
108	по отношению	7	2
109	и для	2	2
110	самом деле	2	2
111	а не	9	2
112	и по	2	2
113	роль в	3	2
114	так в	3	2
115	то в	2	2
116	сказать что	2	2
117	обратим внимание	2	2
118	точки зрения	3	2
119	во всем	3	2
120	что мы	2	2
121	в свое	2	2
122	ничего не	3	2
123	о чем	4	2
124	мы можем	2	2
