N	2gram	Medvedev_F_2	Myshleni
1	в том	11	33
2	том что	2	27
3	точки зрения	8	26
4	в развитии	2	26
5	то что	6	20
6	в этом	27	19
7	с точки	7	18
8	того что	3	17
9	и в	38	15
10	не только	9	15
11	речи и	3	15
12	что в	7	14
13	таким образом	20	14
14	и речи	5	13
15	говорит он	5	12
16	что он	5	12
17	того чтобы	3	12
18	в самом	16	11
19	в процессе	9	11
20	в целом	3	10
21	но и	13	10
22	было бы	6	10
23	для того	3	10
24	мы не	3	10
25	может быть	23	9
26	не является	3	9
27	не может	14	9
28	в сущности	4	9
29	связи с	13	9
30	так и	8	8
31	к действительности	3	8
32	никогда не	2	8
33	не в	15	8
34	если бы	5	8
35	к тому	4	7
36	мы знаем	3	7
37	высшей степени	4	7
38	и не	20	7
39	в высшей	4	7
40	потому что	2	7
41	как бы	4	7
42	по себе	7	7
43	он не	6	7
44	во всяком	5	7
45	едва ли	2	7
46	что это	3	6
47	в теории	4	6
48	как мы	7	6
49	в этой	6	6
50	в виду	2	6
51	мы видели	4	6
52	в связи	10	6
53	с другой	3	6
54	сказать что	2	6
55	в истории	6	6
56	как это	2	6
57	но в	4	6
58	по этому	2	6
59	в зависимости	3	6
60	вовсе не	11	6
61	в учении	2	6
62	и к	4	6
63	как и	9	6
64	зависимости от	3	6
65	вместе с	6	6
66	если мы	5	6
67	самом деле	8	6
68	всяком случае	5	6
69	что эта	2	6
70	там где	4	6
71	это не	2	5
72	уже в	2	5
73	представление о	2	5
74	и др	3	5
75	и их	3	5
76	с помощью	10	5
77	и даже	4	5
78	по существу	7	5
79	приводит к	2	5
80	то же	6	5
81	во всей	2	5
82	этот вопрос	2	5
83	независимо от	4	4
84	прежде всего	15	4
85	из этих	3	4
86	является для	2	4
87	от его	2	4
88	все это	3	4
89	что оно	4	4
90	не имеет	2	4
91	а в	6	4
92	их в	2	4
93	и с	9	4
94	в предисловии	2	4
95	при помощи	2	4
96	так как	4	4
97	с его	11	4
98	к этому	4	4
99	все же	8	4
100	в качестве	2	4
101	в своей	7	4
102	даже в	2	4
103	как в	4	4
104	как раз	6	4
105	предисловии к	2	4
106	хотя бы	6	4
107	и его	21	4
108	только в	6	4
109	в которой	2	4
110	все время	6	3
111	для этого	2	3
112	что именно	2	3
113	что они	4	3
114	очевидно что	2	3
115	для него	7	3
116	при этом	9	3
117	в общем	5	3
118	из них	4	3
119	и до	3	3
120	со стороны	2	3
121	языка и	12	3
122	и только	5	3
123	что для	2	3
124	этом отношении	7	3
125	все эти	6	3
126	они не	4	3
127	лишь в	7	3
128	и по	2	3
129	с другими	10	3
130	в результате	6	3
131	в основе	5	3
132	с ним	2	3
133	ничем не	2	3
134	и все	3	3
135	речи но	2	3
136	здесь и	4	3
137	с этим	5	3
138	состоит в	2	3
139	идет о	2	3
140	но не	2	3
141	должны были	2	3
142	и значением	3	3
143	на самом	3	3
144	тем самым	2	3
145	а не	6	3
146	или в	3	3
147	он в	2	3
148	в отличие	2	3
149	и ее	6	3
150	и это	2	3
151	отличие от	2	3
152	ничего не	4	3
153	этом пункте	2	2
154	не могут	7	2
155	же как	3	2
156	в этих	2	2
157	перед нами	2	2
158	столь же	2	2
159	как например	2	2
160	в такой	2	2
161	же это	2	2
162	что на	2	2
163	ни в	2	2
164	и как	3	2
165	но все	3	2
166	и более	2	2
167	и другое	2	2
168	на язык	2	2
169	в ином	3	2
170	в котором	2	2
171	его с	3	2
172	и тем	2	2
173	могут быть	6	2
174	в некоторых	4	2
175	в их	6	2
176	и других	2	2
177	о языке	4	2
178	должно быть	2	2
179	в других	7	2
180	не следует	4	2
181	в применении	2	2
182	в первый	5	2
183	говорить о	5	2
184	но ведь	3	2
185	однако и	3	2
186	от этого	3	2
187	и теперь	4	2
188	как увидим	2	2
189	отнюдь не	8	2
190	следует что	3	2
191	этих двух	2	2
192	этом смысле	2	2
193	к его	2	2
194	для всего	2	2
195	именно в	5	2
196	в его	10	2
197	что и	8	2
198	ее в	2	2
199	во всех	5	2
200	находится в	2	2
201	языка у	4	2
202	что же	5	2
203	и для	5	2
204	тому чтобы	2	2
205	тем что	8	2
206	своем развитии	2	2
207	не то	3	2
