N	2gram	Trubetskoy_1	Komedia
1	и в	14	22
2	том что	9	12
3	в том	17	11
4	но и	10	11
5	не только	9	10
6	из них	3	10
7	в то	10	10
8	как и	4	9
9	и т	3	9
10	может быть	9	9
11	таким образом	11	8
12	и не	19	8
13	о том	7	8
14	в этой	4	7
15	что в	4	6
16	в конце	3	6
17	что он	6	6
18	к тому	7	6
19	ни в	2	6
20	и по	3	6
21	то же	11	6
22	не в	4	6
23	а в	5	6
24	во время	2	5
25	прежде всего	8	5
26	о которых	3	5
27	при этом	5	5
28	в его	4	5
29	все это	6	5
30	и даже	2	5
31	потому что	5	5
32	между тем	5	5
33	именно в	3	4
34	в их	4	4
35	ясно что	2	4
36	несмотря на	3	4
37	в другом	3	4
38	что они	3	4
39	в качестве	3	4
40	же время	10	4
41	участие в	2	4
42	в котором	2	4
43	в нем	5	4
44	что и	3	4
45	тем что	3	4
46	и вот	2	4
47	в результате	2	4
48	точки зрения	11	4
49	конце концов	3	4
50	так как	4	4
51	но в	2	4
52	мы можем	2	4
53	место в	2	3
54	главным образом	3	3
55	вопрос о	5	3
56	на то	5	3
57	и как	3	3
58	их к	2	3
59	одной из	3	3
60	в начале	2	3
61	в частности	2	3
62	и о	2	3
63	у него	2	3
64	да и	3	3
65	он не	5	3
66	речь идет	2	3
67	все же	4	3
68	на основании	2	3
69	так же	2	3
70	по отношению	2	3
71	в течение	2	3
72	и на	5	3
73	в этом	17	3
74	и с	7	3
75	в виде	3	3
76	только в	5	3
77	его в	4	3
78	в сознании	3	3
79	одному из	2	2
80	для них	3	2
81	для всех	6	2
82	то ни	4	2
83	и во	3	2
84	указывает на	2	2
85	из всех	2	2
86	одна из	3	2
87	собой и	3	2
88	но не	4	2
89	именно на	2	2
90	до сих	5	2
91	еще не	3	2
92	было бы	5	2
93	в самом	3	2
94	всяком случае	6	2
95	для себя	2	2
96	и тем	2	2
97	видеть в	2	2
98	то что	13	2
99	бы то	4	2
100	не к	2	2
101	вместе с	4	2
102	ее в	2	2
103	все что	4	2
104	со стороны	4	2
105	или менее	4	2
106	даже не	2	2
107	для этого	3	2
108	не может	22	2
109	даже если	2	2
110	в других	2	2
111	из которых	5	2
112	к нему	2	2
113	в силу	2	2
114	или в	3	2
115	путь к	4	2
116	но это	2	2
117	во всяком	9	2
118	время когда	2	2
119	на себя	2	2
120	в своих	6	2
121	в себе	9	2
122	как будто	2	2
123	если они	2	2
124	в области	2	2
125	ли это	4	2
126	у других	2	2
127	сих пор	5	2
