N	2gram	Propp_Isto_1	RusskieA
1	и в	28	29
2	т е	10	24
3	что в	12	22
4	том что	7	22
5	в том	9	22
6	как бы	2	18
7	и другие	4	14
8	может быть	25	13
9	так как	6	13
10	во время	3	12
11	там же	2	12
12	как и	4	11
13	одна из	2	11
14	в этом	8	11
15	все это	4	10
16	в лесу	8	10
17	и с	4	10
18	не только	12	10
19	о том	9	9
20	в некоторых	2	9
21	а в	7	9
22	во многих	2	9
23	показывает что	3	8
24	или на	3	8
25	но и	10	8
26	ее в	5	8
27	его в	6	8
28	мы видели	2	7
29	как в	2	7
30	или в	5	7
31	представляют собой	6	7
32	с тем	4	6
33	мы не	10	6
34	в обряде	3	6
35	еще не	7	6
36	для нас	13	6
37	вместе с	6	6
38	таким образом	8	6
39	при этом	3	6
40	и на	4	6
41	на нее	2	6
42	мы имеем	13	6
43	этот обряд	2	6
44	потому что	4	5
45	это не	7	5
46	к этому	2	5
47	то что	9	5
48	и что	10	5
49	но не	5	5
50	с ней	2	5
51	для этого	3	5
52	и т	25	5
53	не может	15	5
54	т д	22	5
55	будто бы	3	5
56	но в	8	5
57	видели что	3	4
58	именно в	3	4
59	не все	4	4
60	тогда когда	2	4
61	вопрос о	5	4
62	а затем	2	4
63	уже не	3	4
64	по существу	5	4
65	так что	4	4
66	не в	9	4
67	этих случаях	2	4
68	из них	3	4
69	же как	2	4
70	это представление	2	4
71	так же	7	4
72	то и	2	4
73	то же	12	4
74	на них	2	4
75	а не	15	4
76	их в	5	4
77	в виде	2	4
78	как это	3	4
79	что от	2	3
80	на этом	3	3
81	тем что	3	3
82	должен был	3	3
83	в этих	7	3
84	в качестве	5	3
85	и от	2	3
86	не всегда	8	3
87	на первый	2	3
88	в ее	2	3
89	живет в	2	3
90	что здесь	5	3
91	в лес	8	3
92	того что	4	3
93	было бы	7	3
94	что она	5	3
95	но если	2	3
96	в котором	3	3
97	во всех	2	3
98	не будем	5	3
99	связь с	4	3
100	а именно	4	3
101	в свете	2	3
102	в отличие	2	3
103	все эти	4	3
104	и по	3	3
105	или даже	3	3
106	как мы	3	3
107	выше мы	3	3
108	между тем	2	3
109	в этой	6	3
110	в таких	2	3
111	что это	8	3
112	отличие от	2	3
113	не менее	6	2
114	связь между	3	2
115	связи с	4	2
116	об этом	4	2
117	могут быть	4	2
118	никогда не	14	2
119	по этому	2	2
120	связанные с	2	2
121	между собой	4	2
122	с другой	6	2
123	в стороне	3	2
124	представления о	3	2
125	на природу	2	2
126	в образе	3	2
127	прежде всего	10	2
128	как уже	2	2
129	представлений о	3	2
130	что и	6	2
131	в целях	3	2
132	царство мертвых	5	2
133	нас не	3	2
134	говорит о	2	2
135	и как	2	2
136	одним из	2	2
137	этого обряда	5	2
138	вывод что	2	2
139	то время	3	2
140	здесь в	2	2
141	связано с	2	2
142	одной стороны	4	2
143	для объяснения	2	2
144	и пр	4	2
145	на эту	3	2
146	тем не	6	2
147	не совсем	3	2
148	из этого	2	2
149	еще в	2	2
150	как оно	2	2
151	один из	4	2
152	должен быть	3	2
153	не с	3	2
154	с обрядами	3	2
155	все же	10	2
156	том чтобы	2	2
157	дело не	5	2
158	там и	3	2
159	в форме	3	2
160	в их	3	2
161	две формы	2	2
162	этому поводу	2	2
163	мертвых и	2	2
164	того как	3	2
165	а с	2	2
166	должны были	2	2
167	с одной	4	2
168	там где	4	2
169	этот вопрос	7	2
170	представлениями о	3	2
171	здесь мы	7	2
172	мы здесь	3	2
173	из которых	3	2
174	с религией	3	2
175	и для	4	2
176	должно быть	2	2
177	можно было	5	2
178	право на	2	2
179	воздействовать на	2	2
180	так в	4	2
181	а иногда	2	2
182	в руки	3	2
183	с этим	4	2
184	это время	2	2
185	на улицу	2	2
186	во всем	3	2
187	в то	3	2
188	видно что	6	2
189	смерть и	2	2
190	так чтобы	2	2
191	представляет собой	4	2
192	когда мы	2	2
193	леса в	2	2
194	не можем	3	2
