N	2gram	Potebnia_M_1	Myshleni
1	в том	26	42
2	том что	16	35
3	таким образом	13	25
4	точки зрения	8	24
5	в этом	15	24
6	и в	39	20
7	что в	22	19
8	заключается в	3	18
9	понятий в	2	16
10	то же	6	16
11	то что	10	15
12	не только	21	15
13	как мы	2	13
14	с другой	7	12
15	при этом	6	12
16	в их	2	12
17	потому что	52	12
18	может быть	27	12
19	в целом	2	11
20	так же	5	11
21	в его	5	11
22	мы должны	3	11
23	с точки	3	11
24	того что	8	10
25	в истории	7	10
26	так как	21	10
27	мы видим	4	10
28	если мы	3	10
29	и то	3	10
30	в себе	13	10
31	только в	25	10
32	слова в	2	9
33	и как	6	9
34	одной стороны	3	9
35	но и	20	9
36	другой стороны	5	9
37	с одной	3	9
38	между тем	5	9
39	могли бы	2	9
40	как и	9	9
41	того же	3	9
42	что и	6	9
43	понятия и	3	9
44	и не	18	8
45	и тем	3	8
46	и что	10	8
47	тогда когда	9	8
48	этом смысле	4	8
49	было бы	12	8
50	вместе с	8	8
51	в собственном	2	7
52	и более	2	7
53	как бы	6	7
54	что мы	4	7
55	в своей	3	7
56	тем самым	4	7
57	а не	21	7
58	того чтобы	2	7
59	тем что	9	7
60	могут быть	9	7
61	одного и	2	6
62	к одному	2	6
63	к тому	4	6
64	мы видели	4	6
65	в самом	3	6
66	не может	22	6
67	сказать что	3	6
68	с тем	5	6
69	и развития	2	6
70	той же	3	6
71	никогда не	4	5
72	это не	7	5
73	на то	2	5
74	в действительности	4	5
75	увидим что	4	5
76	говорит он	4	5
77	только не	2	5
78	если бы	14	5
79	и его	5	5
80	с этим	7	5
81	все же	6	5
82	и того	2	5
83	о том	2	5
84	так и	13	5
85	как в	10	5
86	одной и	3	5
87	для того	3	5
88	мы можем	2	5
89	пути развития	2	5
90	слова и	4	5
91	тому что	3	4
92	в своем	3	4
93	словом и	2	4
94	для нас	9	4
95	и той	3	4
96	указывают на	2	4
97	по мере	6	4
98	и только	2	4
99	что оно	2	4
100	этой теории	4	4
101	друг друга	5	4
102	с этой	2	4
103	в сознании	3	4
104	и с	3	4
105	тех и	2	4
106	его к	2	4
107	и при	3	4
108	в смысле	4	4
109	из основных	2	4
110	в сущности	2	4
111	только что	2	4
112	ключ к	2	4
113	тем же	2	4
114	что понятие	3	4
115	не в	15	4
116	и для	5	4
117	во всяком	3	4
118	образом что	2	4
119	не могут	4	3
120	не менее	6	3
121	в этих	7	3
122	и от	3	3
123	точно так	11	3
124	что все	3	3
125	на все	2	3
126	слова то	2	3
127	а только	4	3
128	слова мы	3	3
129	так что	16	3
130	в этой	3	3
131	не имеют	5	3
132	которые мы	5	3
133	от того	4	3
134	в виду	2	3
135	со стороны	8	3
136	развития и	3	3
137	и других	4	3
138	столь же	3	3
139	должно быть	7	3
140	к одной	3	3
141	тем как	3	3
142	к которому	3	3
143	но в	9	3
144	и во	3	3
145	в другую	2	3
146	бы в	4	3
147	во всем	4	3
148	чем в	2	3
149	но не	8	3
150	в один	2	3
151	слова не	2	3
152	на этот	2	3
153	связи с	3	3
154	ничего общего	2	3
155	в которой	2	3
156	на деле	4	3
157	мы будем	2	2
158	должна быть	3	2
159	в другой	3	2
160	все более	3	2
161	мы называем	2	2
162	в каждом	4	2
163	прежде всего	4	2
164	теории и	2	2
165	что на	6	2
166	находятся в	3	2
167	что если	3	2
168	свою очередь	4	2
169	в свою	4	2
170	для него	4	2
171	что это	3	2
172	предметов и	2	2
173	одним из	2	2
174	в ней	7	2
175	но вместе	2	2
176	в нем	20	2
177	не по	4	2
178	по мнению	3	2
179	иначе как	2	2
180	не имеет	5	2
181	а в	5	2
182	во многих	2	2
183	мы постараемся	2	2
184	в мысли	8	2
185	из этих	4	2
186	но как	3	2
187	в начале	2	2
188	самого себя	4	2
189	том смысле	4	2
190	когда мы	2	2
191	и которые	2	2
192	под влиянием	2	2
193	нисколько не	2	2
194	что слово	3	2
195	представить себе	3	2
196	по законам	2	2
197	стороны и	2	2
198	мыслью и	2	2
199	таким же	2	2
200	показывает что	3	2
201	со словом	3	2
202	что при	5	2
203	еще не	6	2
204	мы в	2	2
205	видеть в	2	2
206	том же	2	2
207	никак не	2	2
208	не есть	10	2
209	мысли и	9	2
210	только на	3	2
211	к мысли	2	2
212	в языке	33	2
213	связь между	2	2
214	тогда как	2	2
215	того как	6	2
216	если не	2	2
217	в слове	8	2
218	в таком	5	2
219	тому как	4	2
220	подобно тому	3	2
221	в каком	6	2
222	более и	2	2
223	вопроса о	2	2
224	и это	3	2
225	которое мы	2	2
226	которые не	2	2
227	из него	2	2
