N	2gram	Vinokur_St_2	FransuaR
1	и в	29	45
2	и не	9	15
3	не только	19	14
4	в этом	21	14
5	но в	8	14
6	в его	13	13
7	и его	6	13
8	как бы	5	12
9	во время	2	12
10	что в	19	12
11	в своем	9	11
12	в романе	4	11
13	то же	2	11
14	в то	2	11
15	прежде всего	5	10
16	в том	27	10
17	в нем	4	10
18	но и	19	10
19	как и	2	10
20	и с	4	10
21	вовсе не	6	8
22	в ней	7	8
23	и др	2	8
24	таким образом	10	8
25	так же	3	8
26	с его	2	7
27	в конце	2	7
28	он был	2	7
29	том что	27	7
30	не в	4	7
31	что и	2	7
32	все это	11	7
33	также и	2	7
34	потому что	9	7
35	что он	13	6
36	в этой	2	6
37	он не	9	6
38	так и	9	6
39	того чтобы	6	6
40	для того	7	6
41	связи с	4	6
42	так как	2	6
43	в них	2	6
44	и к	4	5
45	одной из	3	5
46	но это	3	5
47	например в	3	5
48	одним из	6	5
49	хотя и	4	5
50	как раз	8	5
51	не может	2	5
52	этом отношении	9	5
53	все эти	2	5
54	на самом	3	5
55	самом деле	3	5
56	и как	2	5
57	и на	6	5
58	его в	2	5
59	же как	3	4
60	об этом	6	4
61	и здесь	3	4
62	его как	2	4
63	тому же	3	4
64	но не	3	4
65	по своему	2	4
66	ничего не	4	4
67	кроме того	4	4
68	по поводу	8	4
69	своего рода	5	4
70	в самом	7	4
71	первой части	2	4
72	в общем	3	4
73	и о	4	4
74	а также	2	4
75	в их	3	4
76	не мог	3	4
77	а не	5	4
78	и даже	3	4
79	его не	3	4
80	как на	9	4
81	сказать что	2	4
82	с этим	3	4
83	точки зрения	5	4
84	только в	2	4
85	о том	17	4
86	и это	2	4
87	как это	2	4
88	это было	2	4
89	не менее	3	3
90	и другие	2	3
91	от его	2	3
92	как в	3	3
93	вообще не	3	3
94	но они	2	3
95	в одной	2	3
96	в одном	6	3
97	что на	3	3
98	находим в	2	3
99	ни в	3	3
100	по существу	2	3
101	того же	2	3
102	для него	4	3
103	в своей	7	3
104	до сих	6	3
105	не могло	3	3
106	вместе с	7	3
107	сих пор	5	3
108	связь с	2	3
109	не было	3	3
110	еще и	3	3
111	именно в	4	3
112	в течение	6	3
113	в году	3	3
114	того что	5	3
115	на этот	2	3
116	и он	3	3
117	не имеет	2	3
118	но он	3	3
119	в другом	4	3
120	как он	2	3
121	дело в	4	3
122	там где	2	3
123	почти все	2	3
124	о чем	5	3
125	совершенно так	2	2
126	с тем	7	2
127	борьба с	2	2
128	хотя бы	3	2
129	в духе	2	2
130	к этому	4	2
131	к тому	10	2
132	в отношении	2	2
133	народа в	2	2
134	в г	7	2
135	раз в	2	2
136	отличие от	2	2
137	конечно в	2	2
138	в начале	3	2
139	то что	11	2
140	в качестве	5	2
141	из его	2	2
142	так например	7	2
143	было бы	5	2
144	что это	3	2
145	несмотря на	2	2
146	может быть	2	2
147	том же	2	2
148	это время	2	2
149	еще в	2	2
150	даже в	2	2
151	нет и	2	2
152	все же	6	2
153	что эта	3	2
154	в отличие	2	2
155	в особенности	2	2
156	при этом	2	2
157	в период	2	2
158	в истории	2	2
159	и что	6	2
160	в значительной	2	2
161	с точки	2	2
162	другом месте	2	2
163	взглянуть на	2	2
164	в данном	2	2
165	не столько	7	2
166	конечно и	2	2
167	сцены в	2	2
168	между тем	5	2
169	и вообще	2	2
170	возвышенное в	2	2
171	это очень	2	2
172	в эту	3	2
173	подчеркнуть что	3	2
