N	3gram	Bakhtin_Pr_3	FransuaR
1	в средние века	10	8
2	то же время	5	6
3	в то же	5	6
4	жизни и смерти	2	5
5	с точки зрения	2	5
6	мы уже говорили	2	5
7	на священные тексты	2	4
8	до сих пор	5	4
9	нужно сказать что	2	3
10	или меньшей степени	2	3
11	и во всех	3	3
12	большей или меньшей	3	3
13	священные тексты и	2	3
14	в известной мере	2	3
15	как мы уже	3	3
16	о том что	2	3
17	в большей или	2	3
18	можно сказать что	4	2
19	мы еще вернемся	3	2
20	по сравнению с	4	2
21	в собственном смысле	2	2
22	сих пор еще	2	2
23	до наших дней	3	2
24	и в то	2	2
25	в эпоху возрождения	5	2
26	во всех других	2	2
