N	2gram	Potebnia_M_1	KulturaY
1	и т	6	33
2	в том	26	30
3	и в	39	24
4	потому что	52	23
5	том что	16	21
6	т п	4	18
7	что в	22	17
8	того чтобы	2	17
9	для того	3	16
10	было бы	12	15
11	т д	4	14
12	в этом	15	14
13	точки зрения	8	14
14	может быть	27	13
15	языка в	6	12
16	все же	6	12
17	таким образом	13	12
18	в его	5	12
19	и не	18	12
20	не в	15	11
21	только в	25	11
22	вовсе не	5	10
23	в самом	3	10
24	у нас	2	10
25	не только	21	10
26	хотя бы	2	10
27	если бы	14	9
28	то что	10	9
29	прежде всего	4	9
30	язык как	7	9
31	отношению к	13	9
32	того что	8	9
33	с точки	3	9
34	о том	2	9
35	так как	21	9
36	а только	4	8
37	языка и	17	8
38	по отношению	13	8
39	в языке	33	8
40	то же	6	8
41	уже не	2	8
42	а не	21	8
43	тем что	9	8
44	о языке	3	8
45	не менее	6	7
46	в них	3	7
47	с другой	7	7
48	связи с	3	7
49	история языка	3	7
50	как бы	6	7
51	вместе с	8	7
52	что язык	16	7
53	не может	22	7
54	это не	7	7
55	бы в	4	7
56	так и	13	7
57	тогда когда	9	6
58	при этом	6	6
59	на себе	2	6
60	только потому	3	6
61	в ней	7	6
62	язык есть	17	6
63	но и	20	6
64	что же	2	6
65	другой стороны	5	6
66	в которой	2	6
67	с тем	5	5
68	что это	3	5
69	по крайней	2	5
70	к тому	4	5
71	языка как	5	5
72	крайней мере	2	5
73	но не	8	5
74	еще не	6	5
75	что не	10	5
76	и что	10	5
77	но уже	2	5
78	истории языка	2	5
79	в виду	2	5
80	язык в	8	5
81	а потому	10	5
82	к языку	2	5
83	не потому	2	5
84	а в	5	5
85	и его	5	5
86	во всяком	3	5
87	между тем	5	5
88	речи и	10	5
89	так сказать	2	5
90	с ним	3	5
91	и с	3	5
92	в этих	7	4
93	и потому	5	4
94	на то	2	4
95	в нем	20	4
96	же в	2	4
97	есть в	2	4
98	того же	3	4
99	на язык	7	4
100	в таких	2	4
101	что и	6	4
102	не есть	10	4
103	тем не	6	4
104	в целом	2	4
105	со стороны	8	4
106	как в	10	4
107	с этим	7	4
108	того как	6	4
109	в самой	3	4
110	тем самым	4	4
111	так что	16	4
112	так же	5	4
113	из этих	4	4
114	слова и	4	4
115	там где	4	4
116	под влиянием	2	3
117	нисколько не	2	3
118	как на	3	3
119	если не	2	3
120	для этого	2	3
121	этом смысле	4	3
122	была бы	2	3
123	из одного	3	3
124	его к	2	3
125	то это	5	3
126	в первом	5	3
127	в г	2	3
128	только тогда	5	3
129	в этой	3	3
130	свою очередь	4	3
131	очевидно что	3	3
132	что слово	3	3
133	со словом	3	3
134	в свою	4	3
135	мы увидим	3	3
136	мере того	3	3
137	и может	2	3
138	и если	2	3
139	в сущности	2	3
140	не имеют	5	3
141	по мере	6	3
142	в истории	7	3
143	оно не	3	3
144	тому что	3	3
145	в своем	3	3
146	не было	4	3
147	что оно	2	3
148	в их	2	3
149	и даже	4	3
150	в таком	5	3
151	несмотря на	5	3
152	должно быть	7	3
153	той же	3	3
154	должна быть	3	3
155	и то	3	3
156	языка не	5	3
157	то мы	2	3
158	хотя и	3	3
159	даже и	2	3
160	нуждается в	2	3
161	в себе	13	3
162	он есть	2	3
163	в одном	8	3
164	к которому	3	3
165	том как	3	3
166	не все	2	2
167	том и	2	2
168	и более	2	2
169	для них	2	2
170	и есть	2	2
171	никогда не	4	2
172	иначе как	2	2
173	в стороне	4	2
174	с этой	2	2
175	одного и	2	2
176	и все	3	2
177	но с	2	2
178	что все	3	2
179	в каждом	4	2
180	значение и	2	2
181	не могут	4	2
182	вопрос о	4	2
183	по себе	10	2
184	в собственном	2	2
185	если мы	3	2
186	в смысле	4	2
187	слова но	2	2
188	в то	4	2
189	для нас	9	2
190	и того	2	2
191	как и	9	2
192	и как	6	2
193	но все	2	2
194	и при	3	2
195	что если	3	2
196	же время	4	2
197	когда в	3	2
198	явлений в	2	2
199	если б	2	2
200	языка то	4	2
201	между прочим	2	2
202	в своей	3	2
203	одним из	2	2
204	между собою	6	2
205	том же	2	2
206	никак не	2	2
207	но если	2	2
208	относится к	3	2
209	тем более	2	2
210	в состоянии	3	2
211	и тем	3	2
212	были бы	3	2
213	но язык	2	2
214	языке есть	3	2
215	так например	3	2
216	то и	7	2
217	как например	2	2
218	он не	3	2
219	и для	5	2
220	в разных	2	2
221	то оно	2	2
222	в слове	8	2
223	не мог	3	2
224	во втором	5	2
225	должны быть	7	2
226	на этот	2	2
227	не имеет	5	2
228	доказывает что	2	2
229	увидим что	4	2
230	во многих	2	2
231	когда мы	2	2
232	или в	2	2
233	иное как	2	2
234	в более	4	2
235	одно из	3	2
236	в каком	6	2
237	что можно	3	2
238	есть наука	4	2
239	о котором	3	2
240	видно что	2	2
241	нужно было	3	2
242	могли бы	2	2
243	заключается в	3	2
244	ли в	2	2
245	тогда как	2	2
246	и должно	2	2
247	с языком	2	2
248	но в	9	2
