N	2gram	Potebnia_M_4	Formalny
1	и не	18	30
2	вовсе не	7	28
3	и в	23	27
4	может быть	26	25
5	не может	11	24
6	так и	6	21
7	и его	2	19
8	таким образом	24	18
9	в этом	23	18
10	а не	12	17
11	точки зрения	4	16
12	самом деле	3	16
13	в нем	7	15
14	в процессе	3	15
15	то же	14	15
16	между ними	4	15
17	на самом	3	14
18	как и	14	14
19	с точки	3	14
20	не в	11	12
21	если бы	13	12
22	в самом	3	11
23	художественное произведение	2	11
24	и т	7	11
25	но и	11	10
26	не могут	2	10
27	в действительности	3	9
28	лишь в	3	9
29	так как	14	9
30	не только	10	9
31	так же	4	9
32	что в	17	8
33	при этом	15	8
34	как бы	5	8
35	и все	4	8
36	то что	29	8
37	как мы	2	8
38	только в	15	8
39	не менее	5	7
40	в том	23	7
41	же время	3	7
42	все это	5	7
43	потому что	33	7
44	в искусстве	3	7
45	в то	4	7
46	его в	4	7
47	между тем	9	7
48	с тем	7	7
49	в его	5	7
50	если мы	2	7
51	там где	3	7
52	с другой	2	6
53	всяком случае	3	6
54	т д	3	6
55	все эти	3	6
56	в своих	2	6
57	бы в	2	6
58	но в	8	6
59	что он	4	6
60	еще не	3	6
61	было бы	8	6
62	хотя бы	4	6
63	и для	2	6
64	в данном	4	6
65	во всяком	5	6
66	вместе с	6	6
67	независимо от	6	5
68	никогда не	3	5
69	в каждом	3	5
70	того чтобы	4	5
71	и их	3	5
72	друг друга	2	5
73	в ней	2	5
74	в истории	4	5
75	большинстве случаев	2	5
76	и потому	10	5
77	что же	5	5
78	т п	4	5
79	тому как	2	5
80	тем что	10	5
81	связи с	3	5
82	если же	4	5
83	так сказать	5	5
84	уже в	5	4
85	в смысле	3	4
86	к тому	3	4
87	да и	4	4
88	и как	2	4
89	в большинстве	2	4
90	для того	6	4
91	данном случае	2	4
92	со стороны	3	4
93	о том	8	4
94	мы можем	10	4
95	тогда когда	8	4
96	по себе	11	4
97	бы ни	2	4
98	не есть	9	4
99	в ее	2	4
100	том что	12	4
101	она не	2	4
102	конечно не	2	4
103	как в	7	4
104	только на	4	4
105	в слове	22	4
106	мы не	8	4
107	связь между	3	4
108	могут быть	7	4
109	подобно тому	2	4
110	слова и	5	4
111	из этого	2	4
112	бы и	5	3
113	что это	7	3
114	в этих	3	3
115	тому что	2	3
116	столь же	2	3
117	это не	7	3
118	формы в	3	3
119	те же	3	3
120	можно сказать	4	3
121	для нас	14	3
122	мы и	2	3
123	того что	14	3
124	в виду	3	3
125	и тем	4	3
126	по отношению	10	3
127	той же	3	3
128	и что	7	3
129	в которых	3	3
130	и на	3	3
131	не следует	2	3
132	их в	3	3
133	сказать что	8	3
134	и с	4	3
135	а что	2	3
136	и следовательно	3	3
137	к его	2	3
138	от его	2	3
139	и более	4	3
140	в них	3	3
141	у нас	2	3
142	равно как	2	3
143	же самое	4	3
144	мы уже	3	3
145	оно не	2	3
146	отношению к	8	3
147	в той	4	3
148	уже не	3	3
149	то мы	3	3
150	внутренней формы	10	3
151	то он	2	3
152	в себе	14	3
153	в поэзии	3	3
154	но так	2	2
155	человека и	3	2
156	но это	3	2
157	очевидно что	7	2
158	не можем	5	2
159	известной степени	3	2
160	в котором	4	2
161	и др	2	2
162	нам кажется	2	2
163	проявляется в	2	2
164	дело не	2	2
165	от того	4	2
166	что она	2	2
167	допустим что	5	2
168	в своем	8	2
169	в нас	3	2
170	и только	3	2
171	можно только	2	2
172	но эта	2	2
173	в самой	2	2
174	эта связь	2	2
175	именно на	2	2
176	и даже	2	2
177	от одного	3	2
178	может иметь	2	2
179	из виду	2	2
180	из этих	2	2
181	слово в	4	2
182	возможно только	3	2
183	только не	3	2
184	из нее	2	2
185	превращается в	2	2
186	не как	2	2
187	же что	2	2
188	из одного	3	2
189	говорить о	5	2
190	и притом	2	2
191	то в	3	2
192	от него	2	2
193	мы должны	2	2
194	не от	3	2
195	и из	3	2
196	в сущности	2	2
197	таким же	5	2
198	виду что	2	2
199	не значит	2	2
200	этого слова	7	2
201	даже в	2	2
202	сами по	2	2
203	что и	7	2
204	тем не	4	2
205	но уже	3	2
206	так в	3	2
207	в языке	16	2
208	бы не	3	2
209	человека в	2	2
210	и сами	2	2
211	до известной	2	2
212	поэтическом произведении	2	2
213	лишь тогда	3	2
214	в таком	4	2
215	это можно	2	2
216	в каком	4	2
217	отношения между	2	2
218	ту же	3	2
219	и это	2	2
220	в области	2	2
