N	2gram	Vygotskiy__5	Vladivir
1	и в	16	40
2	то что	26	28
3	и не	12	25
4	не только	16	25
5	учение о	2	24
6	у него	6	24
7	но и	6	18
8	в том	18	18
9	том что	15	18
10	еще и	3	18
11	что в	16	17
12	в этом	25	16
13	так что	4	14
14	в его	11	14
15	не может	18	14
16	точки зрения	18	13
17	вовсе не	2	13
18	только в	10	13
19	сказать что	13	12
20	никогда не	5	11
21	таким образом	19	11
22	потому что	21	11
23	о том	8	11
24	прежде всего	3	10
25	это есть	4	10
26	то это	2	10
27	и потому	2	10
28	не есть	4	10
29	и его	3	10
30	не менее	3	9
31	и с	3	9
32	и то	4	9
33	в своей	2	9
34	в своем	5	8
35	в этой	6	8
36	для него	5	8
37	может быть	9	8
38	так же	15	8
39	и что	12	8
40	он не	8	8
41	как мы	10	8
42	а не	10	8
43	что все	6	7
44	к тому	6	7
45	а только	4	7
46	и как	3	7
47	а в	3	7
48	в своих	2	7
49	так как	16	7
50	с тем	3	7
51	того что	16	7
52	в то	5	7
53	что и	3	7
54	вместе с	4	7
55	как и	8	7
56	и здесь	2	6
57	это значит	5	6
58	и даже	2	6
59	и на	6	6
60	и от	2	6
61	по себе	7	6
62	то в	3	6
63	во всем	2	6
64	в смысле	3	6
65	так и	7	6
66	хотя бы	5	6
67	с точки	9	6
68	но это	3	6
69	значит что	5	6
70	с другой	4	5
71	тому же	2	5
72	не говорит	2	5
73	но если	6	5
74	эти три	2	5
75	должно быть	8	5
76	отношения к	2	5
77	в отношении	9	5
78	все эти	4	5
79	в ней	2	5
80	в истории	2	5
81	в одном	3	5
82	что он	25	5
83	у нас	2	5
84	еще в	3	5
85	только на	2	5
86	можно было	5	5
87	тем что	5	5
88	ничего общего	3	5
89	ничего не	5	5
90	тому что	5	4
91	вопрос о	12	4
92	такой же	4	4
93	что если	4	4
94	до конца	3	4
95	в самом	4	4
96	в котором	2	4
97	от того	3	4
98	не имеет	4	4
99	в результате	4	4
100	мы должны	8	4
101	как это	8	4
102	не с	2	4
103	по существу	3	4
104	чем в	3	4
105	но не	10	4
106	то время	4	4
107	еще не	4	4
108	было бы	10	4
109	никак не	3	4
110	говорит о	3	4
111	то же	8	4
112	а с	2	4
113	если мы	7	4
114	учения о	2	4
115	все же	3	4
116	но в	6	4
117	я не	2	3
118	же как	7	3
119	в качестве	4	3
120	это не	4	3
121	мы знаем	3	3
122	но все	2	3
123	является не	2	3
124	одной стороны	3	3
125	при этом	4	3
126	как бы	5	3
127	в виду	2	3
128	и тем	3	3
129	в нем	7	3
130	к нему	3	3
131	мы видели	3	3
132	то как	3	3
133	с одной	3	3
134	именно в	4	3
135	как на	3	3
136	или не	2	3
137	же самое	4	3
138	с каким	2	3
139	если бы	8	3
140	само по	2	3
141	же в	2	3
142	с их	4	3
143	за пределы	4	3
144	ее в	3	3
145	в отличие	2	3
146	находится в	2	3
147	того чтобы	17	3
148	не в	6	3
149	во всяком	2	3
150	в чем	3	3
151	отличие от	2	3
152	не могут	4	2
153	мы будем	2	2
154	должна быть	5	2
155	в этих	3	2
156	в какой	6	2
157	с этой	4	2
158	что является	2	2
159	является для	2	2
160	мы и	5	2
161	имеет свою	3	2
162	но что	3	2
163	не имеют	2	2
164	не иначе	2	2
165	не является	5	2
166	в целом	4	2
167	что она	2	2
168	в их	3	2
169	другой стороны	2	2
170	то и	2	2
171	в теории	4	2
172	но только	2	2
173	и по	4	2
174	время как	4	2
175	знания и	2	2
176	этом отношении	5	2
177	больше чем	3	2
178	далеко за	4	2
179	к его	3	2
180	но как	3	2
181	по своей	3	2
182	что мы	4	2
183	ни на	2	2
184	его в	2	2
185	бы в	4	2
186	к этой	3	2
187	и более	3	2
188	которая в	2	2
189	с этим	3	2
190	в жизни	2	2
191	к этому	3	2
192	быть в	2	2
193	с таким	3	2
194	стороны и	2	2
195	но мы	5	2
196	есть не	2	2
197	и к	2	2
198	которых он	2	2
199	в силу	10	2
200	в вопросе	2	2
201	того же	7	2
202	из них	2	2
203	одной из	3	2
204	совершенно не	2	2
205	в сущности	13	2
206	общего с	2	2
207	в этот	2	2
208	только к	2	2
209	из этого	2	2
210	только что	5	2
211	не на	3	2
212	что оба	2	2
213	на отдельные	2	2
214	но с	2	2
215	тем самым	8	2
216	для того	14	2
217	мы не	3	2
218	а тем	2	2
219	потому и	3	2
220	в другом	6	2
221	связи с	3	2
222	об отношении	2	2
223	что эта	3	2
224	в которой	5	2
225	которые не	2	2
226	как с	3	2
